id,name,X,Y
161729,Jidori,"533528","185126"
161733,Sushi Zento,"528726","189855"
161734,Carve International,"533205","180093"
161748,Engawa,"529546","180786"
161749,Flamer's Piri Piri,"536620","189377"
161750,Hunkar Sofrasi,"535892","202160"
161758,La Vista,"524646","196418"
161761,Benito's Hat,"530270","183166"
161762,Benito's Hat,"529380","181676"
161766,Chico Burgers,"523933","185544"
161767,Mountain View,"539243","178105"
161773,Gymkhana Restaurant,"545246","186612"
161777,Rixos,"543070","174408"
161812,Pide,"523493","178226"
161814,Alnakhlah Lounge Ltd,"520516","180034"
161855,Jerk Garden,"536468","169541"
161857,Souvlakia Greek Cuisine,"526246","201575"
161858,The Mayfair Chippy,"528244","180976"
161859,Took Took Restaurant,"525504","184864"
161867,Creams Cafe,"543854","182345"
161868,Creams Cafe,"548917","175257"
161869,Creams Cafe,"518246","185118"
161871,Oscar Restaurant Within Charlotte Hotel,"529494","181589"
161873,The Habit,"534930","175728"
161879,Apero Within the Ampersand Hotel,"526750","178840"
161909,Shaggi's,"535692","177002"
161917,Kitchen Pizzeria,"536386","182459"
161918,White Kitchen Pizza,"529055","183583"
161919,Anuraag Tandoori Takeaway,"527155","195398"
161920,Creams Cafe,"517615","180662"
161921,Creams Cafe,"543829","186450"
161923,Chicken City,"513545","188573"
161924,Lea Bridge Kebab House,"536907","187559"
161940,Zipbab,"530709","181771"
161952,Yangtze,"523451","165104"
161957,Gamma Gamma,"529776","181183"
161960,The Chang Thai Restaurant,"525976","200902"
161962,Adam Lounge Ltd,"520525","180035"
161964,Yerushalmi Restaurant,"524765","187622"
161969,Flame & Fire,"517721","179026"
161980,Orit Restaurant & Bar Ltd,"529401","176302"
161981,Escocesa,"533403","186545"
161982,Bistro 267,"524921","184244"
161987,Pandoras Indian Grill,"553693","187209"
161988,The Spot Grill,"528843","187862"
161989,Lurra,"527681","181135"
161992,Charcoal & Meze,"532246","178406"
161993,Zizzi,"538361","184567"
161996,Sidi Bou,"517914","180962"
161997,Phota,"528621","184947"
162002,Well & Bucket,"533912","182481"
162010,Well Street Pizza,"535526","184562"
162030,Seto,"529161","183562"
162040,Hyatt Lebanese Restaurant,"532662","176707"
162053,Pizza Hut,"510081","187175"
162063,Picture Marylebone,"528412","181621"
162064,Romulo Cafe,"524843","179143"
162070,Rubio,"522050","183505"
162071,Bola Cuisine,"536514","177011"
162096,Beam Restaurant,"531885","186254"
162108,50 Kalo,"530153","180333"
162113,Tsukiji Sushi,"528993","180804"
162117,Vegan Express,"526902","171864"
162121,Tropical,"533325","178569"
162124,Food Hut Peri Peri Chicken,"532085","182011"
162125,Ruman Peri Peri,"535114","182198"
162126,Chicken World,"513698","175277"
162127,Bodeans,"535006","184765"
162135,Creams Cafe,"534520","181573"
162142,The Ivy Cafe Marylebone,"528416","181461"
162165,Boon Noon,"531889","187957"
162181,Ezra's Kitchen,"531061","190179"
162182,Burger & Shake,"530151","182326"
162184,Umi,"516349","173365"
162186,Aulis,"529556","181145"
162193,Scoffs Grill,"536671","184750"
162209,Chicken Village,"515449","189560"
162224,106 Baker Street,"527989","181825"
162244,Azka,"534259","182611"
162245,Chicken Rooster,"530777","182855"
162246,Cinar Grill,"537239","189376"
162249,Romna Gate Tandoori,"529736","194290"
162257,Deli Mama,"532948","180812"
162259,Sedir Restaurant,"554144","173927"
162261,Creams Cafe,"537384","189206"
162262,Creams Cafe,"533129","196575"
162263,Creams Cafe,"531087","175745"
162264,Creams Cafe,"523084","178538"
162265,Creams Cafe,"505875","194457"
162268,Fish Palace,"529413","189180"
162271,Chick Chicken,"545964","176017"
162272,Kochi Restaurant,"512810","180293"
162278,Palace Restaurant,"528989","179406"
162291,Studio Gusto,"540320","168864"
162306,Casse-croute,"533257","179714"
162311,Healthy Wealthy Ltd,"529790","185031"
162312,Tokyo Sukiyaki Tei,"527354","178665"
162313,The Kensington Quarter,"525630","178563"
162314,Zayane,"524373","181807"
162315,Shinobi Sushi,"529336","186580"
162316,The World's End Market,"526489","177469"
162317,Vinoteca,"530145","183233"
162318,Behesht Restaurant,"522696","182936"
162319,Chi Noodles Bar & Restaurant,"531623","181128"
162321,Salut,"532730","184726"
162332,Uncles Gourmet,"522146","183026"
162336,Tandoori Griller,"530008","168406"
162353,Exotic Bites Restaurant,"536379","177027"
162359,Oliver's Food 4 Life,"536533","175928"
162379,Khans,"539635","176140"
162383,Durazzo Pizzeria Restaurant,"531647","189237"
162386,Sticks 'n' Sushi,"530319","180773"
162387,Rambla,"529692","181007"
162388,Wing Wing,"529945","182252"
162389,Zaga Fish & Chips,"524322","175349"
162390,Hummy Yummy,"528963","184891"
162392,Brown Sugar Caribbean Takeaway,"518215","183679"
162397,Tavernaki,"526031","200801"
162399,Arch Restaurant,"519593","196834"
162402,Coulsdon Grill,"529753","159612"
162412,De Grelhado,"542841","185994"
162431,B F C Xpress,"521365","183720"
162437,Brentwood Spice,"559348","193045"
162444,Prezzo Restaurants Plc,"558493","178944"
162454,Divino Wine Bar Restaurant Ltd,"543317","188263"
162457,German Pizza Ltd,"544041","186540"
162461,The Pasta Bowl Ltd,"513097","195267"
162468,Hook & Line,"546137","171791"
162477,The Rajdoot,"527506","185475"
162480,Subway,"533412","181622"
162537,M B Serve,"539147","185960"
162596,Walk 2 Wok,"520532","187624"
162603,Wawa Restaurant Ltd,"533487","179811"
162618,Tribe African Restaurant,"536822","177944"
162656,Eight Ate Burger,"525094","150287"
162663,Palm Bay Caribbean,"544163","196347"
162701,Robata,"529692","180986"
162726,Hoja UK Ltd,"523307","179678"
162728,Subway,"522792","200192"
162766,Patri Hammersmith,"523123","179145"
162831,Spices,"522052","184734"
162835,Tony's Pita,"526545","184498"
162854,Auntys Express,"530527","186037"
162873,Bella Italia,"511218","196231"
162893,Leon,"530566","181332"
162894,Leon,"531010","181645"
162915,Old Chang Kee UK Ltd,"530166","180809"
162966,Barrafina,"530417","181157"
162968,Sugoi Jpn,"534898","182681"
163017,Nuni English & Carribean Takeaway,"522864","184605"
163061,Roadster Cafe,"527583","181827"
163063,Mumbai Indian Takeaway,"527317","196441"
163067,Green Fishbar,"530799","164225"
163095,Subway,"520037","180150"
163096,Subway,"540448","190141"
163097,Subway,"516666","188304"
163098,Subway,"523690","177957"
163099,Subway,"522217","173749"
163100,Subway,"538888","171287"
163125,Spielburger,"526342","185726"
163140,Oliver's Italian Restaurant & Wine Bar Ltd,"533602","185886"
163151,Chicago Steak House,"532412","164782"
163152,Shawa,"523374","180287"
163192,Salt & Vinegar,"524245","177184"
163196,Dicle Restaurant Ltd,"540493","190142"
163218,Aye Aye Lwin Ltd,"533922","181711"
163219,The Taste of Jamaica,"546771","187018"
163284,Every Fish Bar,"515715","188445"
163294,Grunchys Grill Ltd,"515692","183044"
163300,Subway,"530636","169636"
163301,Subway,"525995","163987"
163302,Subway,"545704","187205"
163305,A A Fish & Chips,"524650","178187"
163316,Ekachai,"530346","183327"
163325,Great Grill House,"531204","182352"
163331,London,"522112","183058"
163350,Gino & Nunzio's,"517734","180652"
163365,Peri Peri Original,"510888","197976"
163431,Pasta Di Rocca,"532777","165706"
163488,Subway,"537922","174324"
163489,Subway,"525313","177224"
163494,Mammas Shop,"530527","186037"
163509,Bao,"529589","181667"
163519,Tupi Ltd,"532144","178983"
163528,The Momo Pot,"530743","186277"
163540,K F C Ltd,"540389","190205"
163566,K R F C Chicken,"536445","188622"
163605,M 18 Restaurant,"516982","192300"
163620,Texas Joe's,"533074","179883"
163659,Bowls Soho,"529612","181175"
163671,K T Restaurant & Bar,"533953","184994"
163672,Shen Mauritian Fusion,"534494","193531"
163673,Emono,"528973","184989"
163681,Chisou,"528659","181055"
163694,Ban Yai,"526445","169785"
163698,Hakka Land,"515551","188068"
163729,Chewfun Restaurant,"533627","181522"
163749,New Haweli Express,"504250","161049"
163750,The Five Fields Restaurant,"527748","178572"
163767,La Casa Mia,"523316","175246"
163778,Sandwich Man,"530832","179029"
163802,Mario's Pizza,"545679","187198"
163804,K F C Ltd,"510282","190408"
163805,K F C Ltd,"529099","183507"
163808,Whag Wan,"525881","173976"
163811,Taberu,"517538","169523"
163823,Sham Grill,"519226","169540"
163829,Kings Kebab,"524255","157853"
163836,The Spice Yard,"536335","148398"
163839,Subway,"527120","166627"
163840,Subway,"527873","182010"
163841,Subway,"531716","179347"
163842,Subway,"534833","181288"
163847,The Breakfast Club,"537654","180370"
163868,Altin Shish,"517779","191052"
163879,Brasa Grill,"529128","183749"
163887,N1 Grill,"531155","183314"
163898,Orpington Citi Kitchen,"546545","169275"
163902,Coal Office,"530040","183445"
163903,Walton Oriental House Restaurant,"509888","166480"
163904,The Dutchie,"532336","165537"
163905,Zheng,"527018","178541"
163925,Melisi Ltd,"509402","187202"
163926,Poppies Fish & Chips Restaurant,"529679","180941"
163927,Natural Kitchen,"528293","181845"
163928,Loghmeh,"524156","177433"
163931,No197 Chiswick Fire Station,"521066","178477"
163932,M O C Kitchen,"530282","180463"
163940,Caribbean Inn,"536138","189481"
163952,Bebs Kitchen,"530406","175094"
163993,Beefeater Grill,"551609","188822"
163994,Pablos Pizza,"544115","184111"
164002,Dolphin Fish Bar,"526929","165657"
164007,Omar's Place,"528792","178580"
164011,Kricket T V C,"523250","180621"
164017,Neasden Fish & Chips,"521240","186060"
164040,Shree Krishna Refreshments,"514113","175781"
164051,Jaystar Deliveries Ltd,"510605","178536"
164052,Domino's Pizza,"536026","174102"
164056,Afters Original,"538134","187703"
164089,Buongiorno E Buonasera Eatery,"528057","181615"
164101,Nusa Kitchen,"543515","182006"
164102,Fish 'n' Chick'n,"562308","178661"
164118,Caballo Lounge,"520988","160853"
164122,Giraffe,"540364","169136"
164139,Morley's Fried Chicken,"530432","167108"
164175,Sylvies Kitchen,"534859","184855"
164187,Selekt Chickens Ltd,"514191","176262"
164193,Eri Cafe Bar Restaurant Ltd,"548583","188098"
164194,Banh Bao Brothers,"530913","179743"
164207,Subway,"509877","170088"
164246,Domino's Pizza,"510104","187099"
164247,Domino's Pizza,"518085","177689"
164277,Riddhi's,"510794","197495"
164320,O Fumeiro,"522023","179659"
164362,Beefeater Grill,"517627","188965"
164388,Meraki,"528573","194272"
164423,Dellys Caribbean Cuisine,"532569","176407"
164433,Domino's Pizza,"515559","188023"
164459,Maya Italian Brasserie,"527689","179457"
164462,Nandini Foods Ltd,"510058","180049"
164488,The Grapevine,"511270","186670"
164536,Treatz Dessert Parlour,"519143","185640"
164559,Sam's Fast Food,"520121","180078"
164570,Caffe Concerto,"529397","180571"
164592,Subway,"539595","152753"
164671,Brixton Pizza,"530764","174521"
164677,The Cedar Express,"525132","182628"
164691,Byron Hamburgers,"529755","180529"
164708,4 Star Foods,"525944","173533"
164751,Blazing Grill,"513040","187535"
164786,Lost Boys Pizza Camden,"529254","183276"
164789,Krunk Burgers,"532485","166902"
164813,Real King Kebab,"532192","190546"
164822,Domino's Pizza,"538410","162122"
164830,Maiwand Restaurant,"509302","173895"
164831,Urban Chef Consultancy & Services Ltd,"536978","166024"
164838,The Balkan Bar & Restaurant,"518078","184799"
164848,Pasta Remoli,"517626","180780"
164850,Passyunk Avenue,"538310","184593"
164852,Mamie's,"530533","180953"
164859,Morley's Fried Chicken,"514460","184884"
164863,The Portuguese Shop,"524274","177506"
164871,K C Kitchen,"543871","189130"
164874,Sutton Surrey Ltd,"525771","164737"
164888,Jasmine Garden,"508468","170415"
164892,Byron Hamburgers,"530504","180909"
164936,Wagamama,"511191","196226"
164947,Umai,"538157","184641"
164964,Subway,"518123","183903"
164965,Subway,"532469","165719"
164975,Subway,"536101","200188"
164976,Subway,"561437","178013"
164981,Afters,"538064","166017"
164991,Habanero,"523236","184715"
165001,Pizza GoGo,"505966","173581"
165009,Passo,"532747","182400"
165019,Caribbean Cuisine,"538416","175560"
165062,Rosa's Thai Cafe,"557901","173418"
165076,Baba Wali,"522134","187869"
165092,Fresh Fry,"530158","164858"
165101,Vantra Loungevity,"529734","180735"
165111,London Seafood Plus Restaurant Ltd,"516788","180479"
165119,Whealthy Snacks,"539212","186382"
165139,Dhaba49,"525164","182235"
165143,Hafez Restaurant,"525429","180986"
165185,Gurkha Cook House,"561363","177799"
165187,Subway,"503132","176232"
165199,Mikrus Bar & Restaurant,"530038","171742"
165210,Domino's Pizza,"543713","193132"
165217,The Voujon,"539207","194710"
165220,Jerk Munchies,"534223","189410"
165253,Indulge Stanmore Ltd,"516991","192392"
165262,Al Hyderabadi Cuisine,"509824","179919"
165309,Beefeater Grill,"517414","162208"
165310,Beefeater Grill,"563401","158011"
165322,My Pasta Bar,"531276","181145"
165355,Pizza Mando's Ltd,"513542","181959"
165378,Subway,"551538","174727"
165379,Subway,"555589","173331"
165425,Albions Restaurant,"528958","184464"
165428,Super Fish & Kebab,"546520","175899"
165432,Randy's Wing Bar,"533656","180999"
165449,Coco Di Mama Cdm Trading,"523068","180872"
165499,J K J Chicken Shop,"555156","174304"
165506,The Flame,"510447","174348"
165524,Four Winters,"524571","181360"
165526,Cherry's,"512595","179974"
165528,Yum III,"538013","181035"
165530,Morley's Fried Chicken,"531283","166506"
165532,A B C Best Ltd,"506016","180549"
165535,Izgara Meze Restaurant,"561377","177948"
165544,Villani Ices,"529308","168509"
165597,Haru Sushi & Ramen House,"516469","180315"
165599,Memsaab,"519188","196456"
165604,The Morgan,"549643","179842"
165618,D F C Fried Chicken,"536105","173508"
165638,108 Garage,"524312","181789"
165642,Armazem Brasil Ltd,"534587","186809"
165663,Great Wall Chinese Takeaway,"535543","170102"
165672,Artemis,"526240","172178"
165675,Ali Baba,"538510","191669"
165678,Prime Steak & Grill,"506590","198252"
165700,Bexter Burger,"528724","189736"
165738,Byron Hamburgers,"540365","169136"
165757,Steak on the Green,"517920","181035"
165763,The Silver Spoon,"522724","158179"
165781,Indulge Pinner,"512150","189410"
165798,Yalla Yalla,"529558","180927"
165801,Chianti,"517002","180504"
165856,shish.co,"544503","184380"
165857,Pizza Firenze,"537011","176464"
165892,Auntys Kitchen,"531049","185502"
165894,Parlez,"536437","175736"
165895,Santi Ristorante Pizzeria,"510816","196677"
165904,itsu,"517952","174944"
165916,Winemakers,"537133","177606"
165964,Chicago Rib Shack,"533752","181521"
165971,Izmir Kebab,"526398","196116"
165977,Alkis Restaurant,"520355","190117"
165994,Roosters Piri Piri,"531474","189696"
166019,Casa Tua,"530265","182643"
166051,Snowflake Luxury Gelato Within Selfridges,"528271","181135"
166070,Humble Grape Ltd,"527728","175180"
166103,Luna,"536138","189481"
166110,Bon Vivant,"530127","182400"
166121,T C H E Tapas,"521585","183207"
166164,Five Guys,"531603","183618"
166180,Mekan Ltd,"531422","161718"
166181,itsu,"533110","181310"
166185,Pizza Hut,"562494","179258"
166188,Paladar,"531681","179387"
166189,Rin Sushi Ltd,"515447","189883"
166206,The Don Restaurant,"532720","180943"
166210,Snowflake Luxury Gelato,"529582","181073"
166230,Punjabi Lounge,"543418","186507"
166233,Casa Tua Camden,"529223","184166"
166240,Kome,"542122","191644"
166257,itsu,"528875","183891"
166298,Pizza Hut,"519422","188773"
166306,itsu,"523374","180287"
166321,Heen's,"525981","163782"
166347,90 Degree Melt,"535746","182189"
166386,Pizza Hut,"536692","188923"
166389,Leon,"529587","182735"
166390,Crepes a la Carte,"528986","184483"
166396,Tribus Burgers,"535951","181030"
166398,Shukran Best Kebab,"533504","188993"
166425,Bays Fish Bar,"533754","183951"
166436,Macellaio,"531286","182465"
166447,Hamer Ethiopia,"523023","179621"
166456,Oldroyd,"531594","183492"
166457,Turkish Delight,"516373","148865"
166482,Pizza Express,"526195","184795"
166487,Elephantastic Pizza,"532097","178938"
166521,Boys N Berry,"524680","176627"
166522,Simit Construction Ltd,"529590","181363"
166530,The Tiffin Box,"521354","178525"
166555,Bo Drake,"529776","181183"
166582,Rayhan Restaurant,"517499","180640"
166598,Wagamama,"526196","184795"
166609,Wringer & Mangle Bar & Restaurant,"534793","184083"
166629,Bergen House,"532803","185390"
166640,Leon,"531993","180330"
166641,Leon,"532674","180203"
166642,Leon,"532377","181060"
166643,Leon,"529429","179287"
166644,Leon,"529375","182040"
166655,McDonald's Restaurant,"530501","186058"
166677,Bella Luna Pizzeria,"535493","170309"
166704,Super Singh,"510078","175174"
166729,Nana's Restaurant,"521911","168106"
166741,Bodean's,"528255","172668"
166761,Leon,"517953","174911"
166762,Leon,"532754","181742"
166763,Leon,"531656","181188"
166764,Leon,"530270","183166"
166765,Leon,"525556","179527"
166766,Leon,"537502","180083"
166767,Leon,"523361","178591"
166768,Leon,"533343","180969"
166769,Leon,"531686","181852"
166774,Laksamania,"529503","181346"
166781,Rail House Cafe,"528948","179240"
166799,Le Petit Citron,"523483","179340"
166808,Al Arez 2,"527447","179377"
166811,Creams Cafe,"503451","171575"
166816,Docuz,"517879","186435"
166829,Vinushnth Tasty Chicken,"519454","186453"
166830,Honest Burgers,"532852","181065"
166832,Honest Burgers,"523393","178397"
166849,Honest Burgers,"533479","185044"
166851,Delsa Lounge,"524932","188416"
166903,The Indian Summer,"532962","179464"
166905,Sticky Sisters,"503505","168339"
166913,Leon,"529230","181389"
166914,Leon,"532223","181230"
166970,Honest Burgers,"533452","181652"
166971,Honest Burgers,"530408","180771"
166973,Honest Burgers,"521305","178557"
166987,Zheng,"546348","166499"
166998,Spicy Wings Ltd,"549534","191036"
167024,Papa John's Ltd,"536732","177930"
167029,Grill N Grill,"540779","183996"
167057,The Meze,"540257","168892"
167060,Cannons,"530070","188530"
167066,Antapsofrasi,"535149","197182"
167099,Momo Restaurant,"529178","180773"
167105,itsu,"527958","181922"
167106,itsu,"533624","181174"
167107,itsu,"530867","181676"
167108,itsu,"530256","181077"
167109,itsu,"529669","179311"
167122,The Good Life Eatery,"527995","179404"
167178,Barburrito,"523361","178591"
167187,Mogul,"510612","167015"
167202,Chopstix Noodle Bar,"531190","189974"
167228,Haweli Cheam,"524718","165071"
167246,Domino's Pizza,"506217","179806"
167247,Domino's Pizza,"532150","182268"
167250,Italian on Edge,"526995","181795"
167324,The Real China,"523355","178477"
167327,The Great Thai Cafe,"529035","181562"
167332,Jo Jo's Sandwich Bar,"559249","193709"
167336,Wasabi,"529288","182216"
167351,Balti Spice Club,"534682","174566"
167352,New Oriental Kitchen Ltd,"505879","183929"
167360,The Chelsea Cellar,"526468","177914"
167374,Pho & Bun,"529738","180877"
167383,Dellys Food,"544815","183963"
167393,I C C O Pizza,"529149","183436"
167395,Feldo's,"525069","186343"
167399,Gyspy Feasts,"535055","184054"
167446,Clipstone Restaurant,"528991","181846"
167472,W Patterson,"535214","195490"
167480,Indoor Chinese Chopsticks,"536418","188813"
167493,Teaze Burger Joint Ltd,"535581","182132"
167512,Social Wine & Tapas,"528389","181263"
167542,Nanerj,"527620","181152"
167578,Royal India,"526037","189031"
167610,Foxlow,"528620","173367"
167611,Foxlow,"520773","178421"
167613,The Green Room,"530997","180260"
167635,El Parasol,"540361","168622"
167650,Golden Dragon Restaurant,"520606","189741"
167652,Bella Roma Pizzeria,"510510","188516"
167655,Abokado,"531677","180310"
167665,Dawat Restaurant,"509629","181618"
167670,Aleion,"528804","189699"
167674,Marinara Woodfired Oven Pizzeria,"535560","184766"
167716,The Quintessential Restaurant,"529980","159781"
167723,Vij's Food Ltd,"529134","181956"
167736,Fatburger Camden,"528714","184039"
167743,Mash Brewer Street Ltd,"529434","180774"
167747,Enoteca Super Tuscan,"533510","181658"
167756,Smokestak,"533775","182289"
167757,Foxlow,"529415","180798"
167778,Fishbar Teddington,"516954","170485"
167779,Laxmi Restaurant,"519630","165990"
167780,Hakuba,"529388","177548"
167803,Zaytouna Tree,"517608","180661"
167812,The Diner,"530408","180725"
167815,Sama Restaurant,"524082","185334"
167819,Serbet Restaurant,"535611","170118"
167852,Taya,"530854","161037"
167892,Kohinoor Spice,"563621","170078"
167899,Kurdistan Restaurant,"526870","181946"
167902,Rotorino,"533529","184343"
167926,Meatliquor,"532777","165706"
167936,Zucla,"531430","181153"
167944,Simple Sandwich Bar,"532634","197890"
167957,Uskudar,"543259","169353"
167968,London House Restaurant,"526821","176713"
167984,Chicken & Grill,"538150","187490"
167990,Blandford Comptoir,"528325","181539"
167991,Tops Pizza,"538771","173700"
167998,Hattush Restaurant,"535992","174116"
167999,Soya,"507307","164847"
168029,Kingston Burger Bar,"518263","169314"
168049,The Great Chase,"531580","182800"
168055,The Coriander,"532140","181696"
168073,Little Mobay,"532463","164550"
168093,Ikigai Sushi Ltd,"534417","186644"
168103,The Blue Sea Restaurant,"530868","177140"
168149,Street Food London,"529725","181094"
168170,Bentobab,"534113","180987"
168187,Abokado,"529007","181669"
168218,Daig Ltd,"538309","189879"
168228,Aroma Lounge,"517788","186152"
168230,Domino's Pizza,"528994","184841"
168297,I C C O Pizza,"529419","181705"
168304,Jerk Meats Jollof,"536297","171622"
168314,Light of India,"526260","178947"
168339,La Gourmandina,"530612","182025"
168341,Kanishkaa,"518976","185146"
168349,King Fish & Chip,"523366","165081"
168395,Olive Sandwich Shop,"516319","158061"
168403,Helmsman,"523901","201754"
168481,Mango Curry of India,"529111","175854"
168490,Watan Ltd,"512186","180493"
168501,Red Iron Burgers,"505711","183972"
168539,Fusion Tiffin,"540082","185931"
168543,Sunnys Olive Tree,"535830","177989"
168556,Shree Sai Vada Pav,"513051","187750"
168559,Abokado,"533832","181162"
168569,Margot Restaurant,"530434","181203"
168584,The Diner,"530089","181248"
168604,Spice Shack,"520235","182596"
168610,Carpatica Restaurant,"513474","175619"
168623,Jalisco,"531219","175419"
168627,Zumbura,"529169","175529"
168643,Bill's,"523287","178697"
168662,Top Favourite,"541509","183219"
168669,American Hotpizza & Fried Chicken,"532157","178408"
168683,Domino's Pizza,"548299","175361"
168825,Mazaya Restaurant,"527654","179627"
168834,Top 1 Forever,"540339","180674"
168841,Tuyo,"534453","183606"
168872,Home Bar & Kitchen,"508033","186287"
168873,Favorite Chicken & Ribs,"535098","162306"
168875,Grind,"531201","182391"
168877,Erdal Kebab,"560643","174589"
168880,Ramin in Fish Bar,"552177","183947"
168891,Kaspas,"525511","174664"
168892,Bufi Pizzeria,"533495","182718"
168903,Carlos Ortiz,"527770","175915"
168920,Sir Grillzone Ltd,"546722","185734"
168983,Golden Chicken Takeaway,"533310","179290"
168991,Silver Lining,"534995","184831"
168995,Tokyo Sushi Ltd,"530466","186728"
169004,Domino's Pizza,"535103","185496"
169019,Wok to Walk,"529090","181223"
169049,Stoney Hill Restaurant & Bar,"539194","185016"
169054,Xu Teahouse & Restaurant,"529685","180794"
169081,129 H R D Bar & Restaurant,"531320","185002"
169153,Kim Klan,"531257","183349"
169155,Taste of Chicken,"529969","171443"
169163,Abokado,"530614","181784"
169174,Bagelmania,"532803","181542"
169194,Westerns Laundry,"531345","185312"
169222,China Chef,"531870","189320"
169227,Abokado,"532726","182557"
169232,Bounce,"531336","181601"
169235,Flamingo Restaurant Bar & Cafe,"523321","179686"
169248,Kibele Restaurant & Bar,"528874","181961"
169297,Amburys,"531709","169149"
169312,Abokado,"531725","181158"
169313,Abokado,"537818","179695"
169324,Spice Corner,"533227","166313"
169327,Haz Restaurant,"532179","181293"
169334,Lyle's,"533525","182326"
169337,Lush Bar African Restaurant,"533529","178393"
169352,Domino's Pizza,"525443","150049"
169368,Wrap It Up,"532384","181536"
169373,Creams Cafe,"546324","166247"
169391,Nishan Tandoori,"553988","187712"
169400,Drake & Morgan,"531388","181368"
169419,Smoke Cottage,"517588","179607"
169427,Zing Zing,"523835","182585"
169455,Sunshine Takeaway,"547361","169058"
169464,Thai Terminal,"522291","178662"
169470,Atami Japanese Restaurant,"529388","177548"
169471,Abshar Restaurant,"532452","164646"
169481,itsu,"531503","181186"
169486,Master Cuts,"543700","177558"
169497,Abokado,"532906","181297"
169511,Rehoboth Indian Ltd,"514076","185042"
169561,Patty & Bun Ltd,"529208","180974"
169597,Selekt Chicken,"531402","189624"
169604,Two Buns,"515493","188124"
169651,Master Kebab & Pizza,"521893","183463"
169684,Royal Grill,"505594","170616"
169699,Abokado,"533133","180891"
169700,Abokado,"531066","181642"
169701,Abokado,"531333","181722"
169731,Sikulo,"516912","179607"
169740,La Fogata,"532540","178336"
169770,M Victoria Street,"529317","179241"
169775,Shawafel,"527921","172242"
169800,Bubbledogs,"529390","181811"
169822,Pizza Hut,"544154","196341"
169838,Quindici,"542464","196720"
169847,Pepe's Piri Piri,"518032","180810"
169855,Satori Guyoza Ltd,"519370","169937"
169874,Kluseczka Ltd,"516861","183484"
169883,Sushi Deli Ltd,"523592","183180"
169904,Dishoom King's Cross,"530116","183620"
169912,Rajah Rowing Team,"533841","174059"
169918,Me Love Sushi,"519535","192195"
169919,Cafe Estrela Do Sul,"563415","149788"
169954,Chicken Boss,"532898","168317"
169986,Bimanbary UK Ltd,"506118","161104"
170062,Ceru,"529419","181172"
170074,Wasabi,"530270","183166"
170122,The Little Viet Kitchen,"531131","183310"
170140,Bao Fa Garden Restaurant & Bar,"530625","179850"
170165,K F C Ltd,"503505","168339"
170189,K F C Ltd,"518265","169445"
170191,2 Flames Grille Bar,"538863","175229"
170192,Velma's,"537709","172275"
170208,Hookah Lounge Ltd,"533876","182303"
170214,James Cochran Ec3,"533420","181297"
170233,Browan Management,"529766","180831"
170269,Del Posto,"516756","174322"
170303,K F C Ltd,"527958","181922"
170315,Prodigal Caribbean,"535546","184692"
170326,A & M Desserts Ltd,"537835","173903"
170359,Village Chicken,"542477","183565"
170399,Coqfighter,"533594","182265"
170400,B G R Wood Food,"540164","190305"
170438,Little Vinece Fish Bar,"525575","181756"
170465,Ours Restaurant,"527192","178823"
170467,Pie Republic,"540583","184729"
170482,Simply D Food,"532502","163119"
170497,El Mexicana,"511231","157328"
170508,Aziziye Restaurant,"533557","185826"
170509,Mangal Plus,"510920","197928"
170512,China Noodles,"543167","174391"
170578,The Bartoli Gallery,"523663","181984"
170579,Dokke,"533954","180473"
170580,Abokado,"533403","181384"
170583,Cantinho Do Goias Ltd,"530342","176310"
170604,Papa John's Ltd,"525418","172722"
170605,Pink Garlic Masala,"547546","174243"
170609,Bistro Vadouvan,"524273","175528"
170610,Arlo's,"528509","173363"
170636,Nando's,"553008","154858"
170640,Ikoyi,"529648","180570"
170650,Reshma Kitchen,"539128","185838"
170722,Baskin & Robbins,"521266","188983"
170736,Enoteca Da Luca,"533406","181477"
170754,W 5 Kebab,"518979","180414"
170769,Gino Dacampo,"528571","184266"
170804,K F C Ltd,"532487","179928"
170815,Med-plaice,"525355","159658"
170822,Bombay Bicycle Chef,"528575","175898"
170843,Charcoal Flame,"538088","181042"
170847,Cantina Do Gaucho Grill Restaurant,"526450","191995"
170859,Oak,"522391","179328"
170872,The Black Garlic Leyton Ltd,"537995","186781"
170875,Five Guys,"526828","178861"
170876,Five Guys,"538488","184571"
170943,Domino's Pizza,"540602","188256"
170990,Nostrano Lounge,"503563","171550"
171075,Royal Caribbean Cuisine,"533939","192400"
171082,The 4 Broadway,"519408","179573"
171094,Domino's Pizza,"543556","178711"
171135,Pepeoncino London,"529691","180832"
171224,Marcos New York Italian,"534022","181519"
171236,Thakers Vegetarian Restaurant,"513930","175773"
171330,Spring,"530773","180770"
171388,Railway Bar & Grill,"541740","193815"
171413,Cora Pearl,"530298","180815"
171417,Angtong Thai Restaurant,"524587","196492"
171457,Taormina Restaurant,"526473","180866"
171466,Smokin' Griddle,"553009","188900"
171490,Made in Italy,"527508","174935"
171513,K F C Ltd,"538262","184680"
171523,I T J L,"521308","189957"
171533,Capone's Pizza Parlour,"536696","163283"
171569,Kilikya Restaurant,"533913","180458"
171587,Nep Nep,"527427","181938"
171620,Pizza Pilgrims,"529630","181209"
171623,Fratelli Pizzeria Cafe,"529168","185808"
171630,K F C Ltd,"514331","182237"
171639,Honey & Smoke,"528887","182039"
