id,average score buffer_None,economy activity_None,PM2.5_None,NOX_None,crime rate buffer_None,restaurant buffer_None,Supermarkets_Supermarkets,NightEconomy, HousingDensity ,BuilingHeights , GreenSpace , Noise,SpaceSyntax_R3000_SpaceSyntax_Choice_R3000_None,SpaceSyntax_R3000_SpaceSyntax_Intergration_R3000_None,culture final-sum_culture sum
934,5,12.17048,0.10737,0.96231,48,,,1,4.272,11.18000031,,,9647,228.54976,0
929,4,3.78685,0.06031,0.66759,42,,,770,4.055,8.729999542,,,144158,366.85474,0
931,4,6.50195,0.10354,1.14623,42,,,770,4.055,8.020000458,,,53647,320.18466,0
930,4,5.8589,0.0933,1.03287,42,,,770,4.055,8.020000458,,,144158,366.85474,0
957,10,70.61188,0.38539,3.83638,142,4,,630,1.775,12.94199944,,65,419843,602.6922,0
956,10,61.19186,0.20168,2.05653,142,,,630,1.775,12.94199944,,65,418412,597.1839,0
959,4,124.79636,0.78851,7.83625,52,,,630,1.719,13.53300095,174,,101526,419.70859,0
958,4,29.83302,0.18146,1.80337,52,,,630,1.719,4.415000916,,,33516,458.60944,0
953,10,39.89648,0.29563,3.00457,142,,,630,1.775,9.548000336,484,60,29567,410.78415,0
952,6,11.7274,0.11185,1.15529,90,,,285,1.775,10.25699997,456,,0,353.46359,0
955,6,92.37504,0.2862,2.92959,90,,,630,1.775,2.103998184,,65,402337,549.62946,0
954,10,64.84302,0.23309,2.37045,142,,,630,1.775,15.24300003,148,65,414250,539.13062,0
949,6,42.12885,0.3828,3.92306,90,,,285,1.775,11.41199875,,,18322,412.22629,0
948,6,43.55011,0.39045,3.99257,90,,,285,1.775,8.182001114,,,29170,398.42166,0
951,6,46.72684,0.41916,4.28645,90,,,285,1.775,10.12499809,47,,12693,439.45941,0
950,6,43.88527,0.39668,4.06181,90,,,285,1.775,8.816999435,,,3332,435.81433,0
945,6,12.22452,0.10102,1.01647,90,,,285,1.775,2.719999313,358,,1657,267.78973,0
944,6,33.10636,0.27357,2.7528,90,,,285,1.775,10.00999832,13,,43304,369.03,0
947,6,0.84732,0.00808,0.08347,90,,,285,1.775,,,,0,357.22882,0
973,6,30.84096,0.20723,1.91672,43,,,1,1.766,22.52099991,,70,167809,448.49091,0
972,6,21.0888,0.17942,1.70229,43,,,1,1.766,3.340000153,,,32671,302.19058,0
975,6,47.28474,0.26559,2.38253,43,,,1,1.766,11.77000046,,60,3720,309.20636,0
974,6,45.12768,0.24814,2.2328,43,,,1,1.766,12.79800034,,65,35503,380.35474,0
969,12,27.71553,0.22954,2.12316,112,,,400,1.435,,,,32436,312.92255,1
968,10,32.64132,0.23607,2.12698,121,,,455,1.435,6.131999969,,,267773,396.39429,0
971,6,11.40492,0.09703,0.92061,43,,,1,1.766,3.308000565,,,30592,289.51694,0
970,6,12.2412,0.10415,0.98811,43,,,1,1.766,3.324999809,,,29860,283.11407,0
965,4,33.0576,0.12969,1.25762,52,,,455,1.719,11.65699959,,,5462,284.00519,0
964,4,41.09557,0.16125,1.56373,52,,,455,1.719,11.65699959,152,,66177,388.72702,0
967,10,41.8956,0.17121,1.64998,121,,,455,1.435,9.237999916,,,267773,396.39429,0
966,4,35.73075,0.14017,1.35931,52,,,455,1.719,15.83700085,,,30359,336.01392,1
961,4,61.19551,0.26977,2.77173,52,,,455,1.719,11.04000092,,,9317,301.68695,0
960,4,146.5266,0.89955,8.96528,52,,,455,1.719,11.11299896,,,19045,365.02548,0
963,4,26.93092,0.1357,1.31262,52,,,455,1.719,9.315000534,28,,66177,388.72702,0
962,4,7.60449,0.02961,0.28782,52,,,455,1.719,10.24499893,,,,,0
988,5,2.23613,0.01046,0.11793,59,,,545,2.081,10.24500084,,,,,0
985,5,26.72644,0.12503,1.40946,59,,,545,2.081,9.572999954,1,,89540,310.9906,0
984,5,41.96001,0.2893,2.61355,59,,,545,2.081,15.47500038,,,89540,310.9906,0
987,5,14.43442,0.06752,0.76122,59,,,545,2.081,10.12800026,,,111709,327.51404,0
986,5,24.86523,0.11632,1.3113,59,,,545,2.081,14.12300015,1140,,110532,326.24567,0
981,5,68.87144,0.54231,4.61538,59,,,545,2.081,11.20499992,,,4481,228.77052,0
980,5,68.52891,0.503,4.40112,59,,,545,2.081,11.20499992,,,13403,252.33324,0
983,5,68.13852,0.45804,4.15612,59,,,545,2.081,10.61499977,,,33935,301.4545,0
982,5,64.98531,0.48178,4.19857,59,,,545,2.081,9.423000336,,,32749,297.68182,0
977,6,79.67917,0.52033,4.57467,43,,,1,1.766,9.691999435,,65,4669,313.79898,0
976,6,75.43905,0.48914,4.3043,43,,,1,1.766,9.354999542,,60,83251,378.82159,0
979,5,68.02333,0.44488,4.08436,59,,,545,2.081,8.531999588,,60,22874,251.14009,0
978,11,73.15325,0.48979,4.36414,102,,,545,1.766,9.931999207,1151,75,82606,345.89432,0
1005,3,59.09196,0.28177,3.61889,21,1,,830,5.835,11.31499863,,70,191859,394.47244,0
1004,1,51.73776,0.27004,3.59643,9,,,830,2.8,8.630000114,,55,4046,307.30447,0
1007,2,44.44984,0.19761,2.45901,12,,,830,5.835,13.42499924,,,10971,286.2608,0
1006,2,13.15032,0.05846,0.72749,12,,,830,5.835,9.576999664,,,,,0
1001,1,68.6576,0.34762,5.20354,9,,,735,2.8,9.878000259,,,8138,294.59125,0
1000,6,59.58183,0.28525,4.22307,65,,,885,1.938,9.996999741,,65,149948,355.67227,0
1003,1,54.25992,0.2832,3.77175,9,,,830,2.8,8.922000885,,,2305,278.89743,0
1002,1,52.25424,0.27138,3.68685,9,,,830,2.8,9.894999504,14,,15605,292.47095,0
997,1,1.6548,0.01023,0.1508,12,,,735,3.575,8.859999657,779,65,9325,302.90204,0
999,6,27.22719,0.10166,1.41103,68,,,885,1.938,2.822000027,46,75,226835,378.37463,0
998,6,20.75861,0.10673,1.54484,68,,,885,1.938,18.02199936,4014,75,226835,378.37463,0
993,1,7.65936,0.04736,0.698,12,,,735,3.575,12.69799995,,,,,0
994,1,1.74936,0.01082,0.15942,12,,,735,3.575,13.30999947,32,55,15231,173.2018,0
1009,2,12.53959,0.04863,0.63238,12,,,475,5.835,8.674999237,,,20803,197.39969,0
1008,2,42.91124,0.1876,2.34659,12,,,830,5.835,8.437000275,,,20222,219.29619,0
1011,2,10.2207,0.03964,0.51544,12,,,475,5.835,8.107999802,244,,0,173.41357,0
1010,2,12.46266,0.04833,0.6285,12,,,475,5.835,4.697999954,,,9308,180.73643,0
13,2,29.73604,0.29046,1.7971,25,,,505,2.764,9.260002136,,,0,236.59239,0
12,2,29.9557,0.33666,1.99358,25,,,505,2.764,9.77299881,,55,0,236.59239,0
14,2,10.37562,0.02774,0.32093,25,,,505,2.764,9.079998016,,,,,0
9,2,17.80818,0.20566,1.09069,25,,,1,2.764,10.25,,,,,0
8,2,49.46269,0.57121,3.02943,25,,,1,2.764,9.069999695,,,0,186.82428,0
11,2,32.3007,0.36503,2.11509,25,,,505,2.764,2.983001709,,75,19769,290.98639,0
10,2,37.3239,0.43047,2.29552,25,,,505,2.764,9.381999969,,65,18077,241.48061,0
5,2,21.83038,0.25218,1.33724,25,,,1,2.764,,,,,,0
4,2,15.91557,0.20147,1.02647,25,,,1,2.764,111.0550079,,,0,39.907574,0
7,2,49.46269,0.57121,3.02943,25,,,1,2.764,9.432998657,,,0,172.185,0
6,2,44.86963,0.51817,2.74812,25,,,1,2.764,9.418003082,,,,,0
1,2,3.69342,0.04687,0.23854,25,,,1,2.764,,,,,,0
28,4,21.8148,0.24909,3.01468,44,,,,4.055,5.529998779,,,,,0
25,0,18.96104,0.2165,2.62031,2,,,,3.274,13.31800079,,,,,0
24,4,12.88748,0.15385,1.8376,44,,,770,4.055,8.680002213,,60,,,0
27,0,38.05928,0.43458,5.25958,2,,,,3.274,7.697000504,,,0,215.05824,0
26,0,35.02716,0.39995,4.84056,2,,,,3.274,8.239999771,,,,,0
21,4,2.15779,0.03436,0.3804,43,,,770,2.058,9.295001984,,60,0,288.37094,0
20,0,3.04308,0.01955,0.21129,1,,,420,2.058,6.374998093,,,,,0
23,4,4.18412,0.06632,0.73501,44,,,770,4.055,11.08500099,,75,511,282.42239,0
22,4,7.04469,0.11165,1.23584,43,,,770,2.058,9.489999771,,75,511,288.37094,0
17,0,4.84902,0.03115,0.33669,1,,,420,2.058,5.246997833,,,,,0
19,0,35.00964,0.22491,2.43085,1,,,420,2.058,8.478000641,574,,0,239.64401,0
18,0,34.04268,0.2187,2.36371,1,,,420,2.058,8.608001709,319,,0,212.9059,0
45,6,38.54672,0.09864,0.97475,92,,,285,3.274,4.120002747,,,,,0
44,0,42.5106,0.08136,0.78747,2,,,1,3.274,10.00999832,,,,,0
47,6,30.25792,0.28857,2.98076,90,,,285,1.775,9.119998932,,,,,0
46,6,30.3168,0.23917,2.46225,92,1,,285,3.274,11.60000229,,,,,0
41,5,41.31272,0.07954,0.76937,50,,,1,3.274,9.640003204,,,,,0
40,0,37.4604,0.0717,0.69392,2,,,1,3.274,10.58000183,,,,,0
43,0,41.3592,0.07916,0.76614,2,,,1,3.274,9.810001373,,,,,0
42,0,28.3518,0.05426,0.52519,2,,,1,3.274,9.640003204,,,,,0
37,5,10.128,0.08935,0.80082,48,2,,1,4.272,15.49000168,6811,55,0,153.23839,0
36,5,10.87072,0.09591,0.85954,48,1,,1,4.272,15.49000168,4093,75,0,249.87648,0
39,5,13.36276,0.02756,0.26491,50,,,1,3.274,10.58000183,155,,,,0
38,5,0.844,0.00745,0.06673,48,,,1,4.272,15.49000168,569,,,,0
33,9,5.5756,0.08736,0.96324,90,,,770,4.055,,,,0,234.34671,0
35,5,6.8364,0.06031,0.54055,48,,,1,4.272,10.79000092,,75,0,279.15778,0
34,9,6.42628,0.05954,0.54703,90,,,770,4.055,10.86000061,,55,0,234.34671,0
61,0,1.74724,0.0152,0.10891,1,,,520,2.14,,114,55,,,0
63,6,27.45348,0.23567,2.01612,44,2,1,520,2.14,13.69800186,,70,,,0
62,6,35.30968,0.3072,2.20477,44,,,520,2.14,8.826000214,,70,,,0
57,4,51.69804,0.16078,1.84104,52,,,520,1.719,8.958000183,,,0,317.94275,0
56,4,51.69804,0.16078,1.84104,52,2,1,520,1.719,13.47699928,,65,0,460.73032,0
58,4,17.17062,0.05204,0.59127,52,,,520,1.719,9.825000763,,,,,0
53,4,55.41438,0.13703,1.59598,52,,,520,1.719,9.770002365,,,,,0
52,4,38.23256,0.0945,1.10157,52,,,520,1.719,3.600000381,163,,,,0
55,4,53.47411,0.1546,1.77868,52,,,520,1.719,7.780000687,,65,0,333.65649,0
54,4,62.40796,0.16249,1.88356,52,,,520,1.719,9.770002365,,,,,0
49,6,28.3054,0.26995,2.78842,90,,,285,1.775,10.05999947,,,0,283.4277,0
48,6,10.79412,0.10294,1.06335,90,,,285,1.775,8.380001068,,,,,0
51,4,30.51438,0.07642,0.8909,52,,,520,1.719,11.55999947,,,0,250.84766,0
50,10,30.72375,0.12176,1.33879,142,,,520,1.775,11.1400013,,,0,250.84766,0
77,5,90.38484,0.35831,3.33213,59,,,545,2.081,3.162000656,,65,0,219.77911,0
76,5,78.93588,0.31293,2.91005,59,,,545,2.081,5.647000313,,65,0,310.85611,0
79,5,63.37472,0.22381,2.10785,59,,,545,2.081,9.595000267,,,0,88.919151,0
78,5,90.03504,0.35657,3.31623,59,,,545,2.081,3.389999866,373,,0,206.85696,0
73,6,42.19538,0.24131,2.18427,43,,,1,1.766,8.070000649,,75,0,224.93367,0
72,6,28.24446,0.20874,1.9522,43,,,1,1.766,4.813000679,909,75,,,0
75,11,61.42394,0.28456,2.62606,102,,,635,1.766,12.45200062,,75,575,314.17499,0
74,6,44.73913,0.24726,2.22574,43,,,635,1.766,10.1619997,,75,0,332.38831,0
69,6,17.62068,0.1771,1.51469,43,,,635,1.766,9.929999352,108,75,,,0
68,6,18.68242,0.1858,1.59927,43,,,635,1.766,10.16499901,2580,75,,,0
71,6,22.67614,0.19231,1.824,43,,,1,1.766,9.666999817,295,75,,,0
70,6,22.56744,0.192,1.82165,43,,,1,1.766,9.549999237,1510,75,,,0
65,6,15.31968,0.13034,1.23661,43,,,1,1.766,8.930000305,13,,,,0
64,6,21.52512,0.18313,1.73751,43,,,1,1.766,3.587999344,38,55,,,0
67,6,21.97474,0.19023,1.78489,43,,,635,1.766,9.744999886,130,75,,,0
66,6,22.99164,0.19561,1.85589,43,,,1,1.766,9.670000076,,75,,,0
93,1,45.25955,0.11447,1.6711,12,,,830,3.575,9.345000267,,,,,0
92,1,50.68707,0.11286,1.5132,12,,,830,3.575,10.77799988,,55,0,154.27762,1
95,1,39.51746,0.12143,1.96115,12,,,830,3.575,8.415000916,238,,,,0
94,1,41.38894,0.11604,1.79361,12,,,830,3.575,8.940000534,,,,,0
89,1,50.7034,0.11284,1.51236,12,,,830,3.575,10.5350008,,55,0,108.91599,0
88,1,47.6709,0.10609,1.42191,12,,,830,3.575,10.32800102,,70,0,126.20763,0
91,1,50.7034,0.11284,1.51236,12,,,830,3.575,10.77799988,,60,0,154.27762,0
90,1,50.7034,0.11284,1.51236,12,,,830,3.575,10.5350008,,,,,0
85,1,35.49301,0.09363,0.75391,12,,,830,3.575,11.11700058,,,,,0
84,1,35.49301,0.09363,0.75391,12,,,830,3.575,10.24699974,,,,,0
87,1,37.19407,0.08706,1.02023,12,,,830,3.575,10.32800102,,70,0,45.594986,0
86,1,31.44135,0.08294,0.66785,12,,,830,3.575,8.287000656,,65,,,0
81,5,0.01492,5.00E-05,0.00049,59,,,,2.081,,,,,,0
80,5,45.92376,0.16032,1.51193,59,,,545,2.081,7.440000057,,,0,75.657944,0
83,1,29.76682,0.07853,0.63228,12,,,830,3.575,9.928999901,1234,,,,0
82,1,1.41691,0.00374,0.0301,12,,,830,3.575,9.913999558,286,,,,0
108,0,5.87329,0.0378,0.59246,4,,,510,2.692,5.467000961,,,,,0
104,1,0.01034,5.00E-05,0.00092,9,,,735,2.8,,,,0,178.24179,0
107,1,21.65477,0.13592,2.15645,13,,,735,2.692,9.448000908,121,70,,,0
106,1,27.02585,0.13849,2.43868,13,,,735,2.692,10.59500027,2095,70,0,268.63641,0
101,2,59.54844,0.30831,5.5388,21,,,735,3.575,10.11800003,,65,0,319.69833,0
100,1,66.10943,0.34594,6.29634,12,,,735,3.575,3.590999603,1846,55,,,0
103,1,34.2771,0.1722,3.06511,9,,,735,2.8,7.592000484,,,0,181.07381,0
102,1,44.92636,0.22571,4.01584,9,,,735,2.8,12.50300026,,55,0,273.47137,0
97,1,39.27789,0.18807,3.40093,12,,,735,3.575,3.390000343,,,,,0
96,1,37.09643,0.14526,2.53969,12,,,830,3.575,8.56099987,430,,0,119.42164,0
99,1,54.42875,0.27218,4.93789,12,,,735,3.575,2.13599968,40,,,,0
98,1,45.01279,0.21796,3.94483,12,,,735,3.575,9.282999039,604,,,,0
157,2,51.65427,0.57846,3.00801,25,,,1,2.764,2.700000763,,,0,172.185,0
156,2,37.85917,0.43721,2.31875,25,,,1,2.764,2.700000763,,,0,175.13847,0
159,2,54.17974,0.58644,2.98012,25,,,1,2.764,6.220001221,,,15251,234.95404,0
158,2,55.92874,0.59185,2.95988,25,,,1,2.764,9.459999084,,,10897,219.08379,0
155,2,18.69456,0.21589,1.14498,25,,,1,2.764,,,,,,0
154,2,20.35665,0.25294,1.299,25,,,1,2.764,111.0550079,,,482,44.574623,0
151,2,1.48461,0.01884,0.09588,25,,,1,2.764,,,,,,0
173,4,0.08574,0.00137,0.01512,42,,,770,4.055,,,70,,,0
172,4,5.61597,0.08944,0.99004,42,,,770,4.055,,,75,1765,298.77765,0
175,4,0.10003,0.00159,0.01763,42,,,770,4.055,8.341999054,,,,,0
174,4,0.41441,0.0066,0.07306,42,,,770,4.055,4.875,,,,,0
169,4,35.52177,0.2286,2.47099,43,,,770,2.058,9.082000732,,60,10081,239.64401,0
168,0,20.1213,0.12926,1.3971,1,,,420,2.058,8.733999252,,,10081,220.75903,0
171,4,6.7163,0.10696,1.18402,42,,,770,4.055,9.295001984,,75,24599,306.51175,0
170,4,4.29352,0.05338,0.58825,43,,,770,2.058,7.283000946,,60,24599,306.51175,0
165,2,5.57058,0.01453,0.17078,25,,,505,2.764,9.027000427,,,,,0
164,2,55.44702,0.14458,1.69991,25,,,505,2.764,8.940000534,432,,4370,205.00214,0
161,2,27.67642,0.31213,1.78934,25,,,505,2.764,3.361999512,514,65,23557,297.04486,0
160,2,46.83698,0.5084,2.58869,25,,,1,2.764,9.13999939,1395,60,18077,241.48061,0
163,2,39.86958,0.23131,1.7519,25,,,505,2.764,8.753000259,1423,,6409,240.57191,0
162,2,30.77151,0.33255,1.99263,25,,,505,2.764,9.759998322,,65,8611,246.9537,0
189,5,6.5832,0.05808,0.52053,48,,,1,4.272,7.069999695,,,10839,163.68053,0
188,5,10.2124,0.0901,0.80749,48,,,1,4.272,8.830001831,164,,10839,163.68053,0
191,5,0.3376,0.00298,0.02669,48,,,1,4.272,18.56200027,,,,,0
190,5,3.13968,0.0277,0.24825,48,,,1,4.272,7.770000458,,,,,0
185,5,6.73512,0.05942,0.53254,48,,,1,4.272,17.81999969,,75,28781,296.97098,0
184,9,13.48328,0.11977,1.07723,90,,,770,4.055,8.299999237,,55,2089,270.07559,0
187,5,14.87128,0.1312,1.17586,48,3,,1,4.272,7.450000763,5304,,17145,202.01266,1
186,5,14.5168,0.12807,1.14784,48,,,1,4.272,6.659999847,2124,75,25375,270.89423,0
181,4,3.18667,0.05075,0.56178,42,,,770,4.055,,,,28653,224.6214,0
180,4,0.81453,0.01297,0.14359,42,,,770,4.055,,,,,,0
183,9,7.64309,0.11057,1.19479,90,,,770,4.055,,,,4145,173.11266,0
182,4,4.34416,0.06918,0.76584,42,,,770,4.055,,,,6366,191.4301,0
177,4,28.65363,0.32788,3.96576,44,,,770,4.055,10.39999962,,,4643,215.05824,0
176,0,18.13784,0.2071,2.50655,2,,,,3.274,10.15999985,,,9571,224.72403,0
179,4,0.94314,0.01502,0.16627,42,,,770,4.055,,,,1774,143.44582,0
178,4,2.75589,0.03591,0.41841,44,,,770,4.055,9.520002365,,,,,0
205,4,39.96882,0.12431,1.42334,52,,,520,1.719,10.37299919,1824,65,3695,357.21561,0
204,4,9.45048,0.02939,0.33654,52,,,520,1.719,10.97100067,145,,,,0
207,4,51.69804,0.16078,1.84104,52,,,520,1.719,9.61000061,,,0,317.94275,0
206,4,51.69804,0.16078,1.84104,52,,,520,1.719,13.47699928,1785,65,0,460.73032,0
201,4,8.09796,0.02028,0.23643,52,,,520,1.719,11.30999947,,,,,0
200,10,31.88776,0.08331,0.96505,142,,,520,1.775,15.40699768,,,2862,281.73712,0
203,4,1.12941,0.00322,0.0371,52,,,520,1.719,,,,,,0
197,6,28.07208,0.26773,2.76543,90,,,285,1.775,8.979999542,,,,,0
196,6,25.0294,0.23554,2.42755,90,,,285,1.775,8.910001755,,,2699,277.30634,0
199,10,31.60178,0.22932,2.40288,142,,,520,1.775,10.05999947,,,0,283.4277,0
198,6,0.45436,0.00433,0.04476,90,,,285,1.775,,,,,,0
193,0,15.3786,0.02943,0.28487,2,,,1,3.274,9.600002289,,,,,0
195,6,25.223,0.21023,2.12031,92,,,285,3.274,11.60000229,,,2699,277.30634,0
194,6,23.22132,0.06326,0.62168,92,,,285,3.274,9.830001831,,,,,0
220,6,0.01212,0.0001,0.00098,43,,,1,1.766,9.549999237,,60,,,0
223,6,25.51151,0.14618,1.32359,43,,,1,1.766,5.031999588,,60,0,224.93367,0
222,6,10.25498,0.08681,0.8232,43,,,1,1.766,10.96500015,,60,0,224.93367,0
217,6,16.61652,0.14137,1.34129,43,,,1,1.766,9.63299942,37,55,,,0
216,6,20.32524,0.17293,1.64066,43,,,1,1.766,9.554999352,,,0,255.48677,0
219,6,1.3938,0.01186,0.11251,43,,,1,1.766,9.532999039,,60,,,0
218,6,8.29008,0.07053,0.66918,43,,,1,1.766,9.532999039,104,60,,,0
213,10,24.49347,0.19145,1.8194,95,1,,455,1.719,11.07299995,,60,6340,325.72955,0
212,10,40.93553,0.20465,1.82293,96,3,,520,1.719,12.4829998,,70,210361,430.37961,0
215,6,23.00376,0.19571,1.85687,43,,,1,1.766,9.881999969,,,0,255.48677,0
214,6,22.2402,0.18922,1.79523,43,,,1,1.766,9.881999969,,,0,255.48677,0
209,4,1.3281,0.00413,0.0473,52,,,520,1.719,,,60,3880,374.86072,0
208,4,23.36796,0.0723,0.82657,52,,,520,1.719,8.889997482,,,,,0
211,4,45.63949,0.12467,1.36506,53,1,,455,1.719,13.47199821,,65,225681,443.84445,0
210,4,19.49886,0.0545,0.6032,52,,,520,1.719,15.15699959,1900,65,,,0
237,1,1.4305,0.00319,0.04247,12,,,830,3.575,9.719999313,,60,,,0
236,1,0.07026,0.00019,0.00149,12,,,830,3.575,,,,,,0
239,1,48.7626,0.10852,1.45447,12,,,830,3.575,10.04199982,,70,26531,141.02138,0
238,1,25.50939,0.05677,0.76088,12,,,830,3.575,9.737999916,,70,0,126.20763,0
233,1,5.77303,0.01523,0.12263,12,,,830,3.575,4.510000229,48,,,,0
235,1,18.24112,0.0648,0.71625,12,,,830,3.575,2.755000114,,,2141,54.763298,0
234,1,30.61148,0.08134,0.66179,12,,,830,3.575,10.24699974,67,,,,0
229,5,58.6608,0.20941,1.96985,59,,,545,2.081,9.595000267,,,11602,218.35448,0
228,5,79.99028,0.30656,2.86108,59,,,545,2.081,9.595000267,,,26840,283.46344,0
231,5,19.29156,0.06735,0.63513,59,,,545,2.081,13.26500034,,,,,0
230,5,54.96528,0.19188,1.8096,59,,,545,2.081,14.12299919,,,4882,137.10657,0
225,11,50.67681,0.25601,2.32121,102,,,545,1.766,8.055000305,,75,43829,355.36197,0
224,6,34.5215,0.18982,1.70804,43,,,1,1.766,22.04999924,,75,48882,367.35233,0
227,5,78.6126,0.2997,2.79858,59,,,545,2.081,10.52300072,,60,44545,296.34473,0
226,11,85.21701,0.33901,3.15118,102,,,545,1.766,11.4090004,320,75,64824,348.79266,0
253,1,46.86088,0.23542,4.19037,9,,,735,2.8,8.328000069,,,2099,211.98752,0
252,1,52.03652,0.26184,4.50877,9,,,735,2.8,8.328000069,,55,2099,273.47137,0
255,1,40.89524,0.20642,3.55871,9,,,830,2.8,8.957999229,,65,54,211.98752,0
254,1,46.3749,0.23298,4.14691,9,,,735,2.8,9.741999626,,,54,211.98752,0
249,1,31.91102,0.12732,2.26725,12,,,735,3.575,8.371999741,,,,,0
248,1,31.91415,0.12735,2.26783,12,,,735,3.575,8.322999954,,,,,0
251,2,68.60276,0.35019,5.46496,21,,,735,3.575,8.612999916,,65,4678,329.35022,0
250,2,37.43159,0.18499,3.35239,21,,,735,3.575,8.246999741,,65,9513,336.27975,0
245,1,31.91102,0.12732,2.26725,12,,,735,3.575,9.293000221,,,0,97.702301,0
244,1,31.91102,0.12732,2.26725,12,,,735,3.575,9.465001106,,,0,97.702301,0
247,1,34.55363,0.14655,2.60871,12,,,735,3.575,4.684999466,439,,,,0
246,1,34.67971,0.14506,2.59397,12,,,735,3.575,9.751999855,1484,,2765,124.54574,0
241,1,50.61849,0.11265,1.50983,12,,,830,3.575,9.833000183,,70,33119,173.75737,0
240,1,50.7034,0.11284,1.51236,12,,,830,3.575,9.467000008,,70,30270,157.65137,0
243,1,34.44602,0.11836,2.00184,12,,,830,3.575,10.48200035,,70,39149,194.61183,0
242,1,49.64809,0.11049,1.48088,12,,,830,3.575,10.53799915,,70,39149,194.61183,0
257,0,8.91662,0.05739,0.89945,4,,,510,2.692,9.448000908,,,,,0
256,1,33.543,0.18718,2.82126,13,,,830,2.692,9.141000748,,70,6818,291.4942,0
259,0,4.59307,0.02956,0.46332,4,,,510,2.692,9.722999573,,,,,0
258,0,20.53967,0.13219,2.07191,4,,,510,2.692,8.857999802,,,0,168.49942,0
301,2,0.6035,0.00766,0.03898,25,,,1,2.764,,,,,,0
303,2,11.55592,0.14671,0.74987,25,,,1,2.764,,,,2336,46.378067,0
302,2,0.27761,0.00352,0.01793,25,,,1,2.764,,,,,,0
319,6,22.25595,0.1759,1.91482,68,,,770,2.764,7.60900116,,70,34596,307.39127,0
318,6,10.63443,0.10042,0.71917,68,,,770,2.764,5.732999802,,60,34596,307.39127,0
313,2,59.41044,0.15492,1.82142,25,,,505,2.764,9.294998169,808,55,60,215.08484,0
312,2,56.62968,0.205,1.96895,25,,,505,2.764,2.460002899,,65,76718,311.12854,0
315,2,45.85854,0.11958,1.40594,25,,,505,2.764,9.027000427,,,8830,248.25665,0
314,2,52.0965,0.13585,1.59719,25,,,505,2.764,8.778001785,986,,13554,256.05984,0
309,2,64.0612,0.61744,2.86927,25,,,1,2.764,9.349998474,,,2819,205.74323,0
308,2,64.0612,0.61744,2.86927,25,,,1,2.764,10.08000183,,,6995,211.20433,0
311,2,36.48438,0.34308,1.72613,25,,,505,2.764,8.86000061,,65,40125,297.04486,0
310,2,59.27178,0.57133,2.6552,25,,,1,2.764,8.559997559,,,274,191.99474,0
305,2,3.38045,0.04021,0.21858,25,,,1,2.764,,,,,,0
304,2,22.8803,0.28686,1.54396,25,,,1,2.764,14.09000015,,,991,46.378067,0
307,2,63.98258,0.61725,2.87062,25,,,1,2.764,9.378002167,,,6995,211.20433,0
306,2,36.15745,0.36573,1.768,25,,,1,2.764,9.447998047,128,,4314,205.92834,0
333,9,4.29985,0.04737,0.4692,90,,,770,4.055,19.47000122,,,0,214.6174,0
332,4,3.40102,0.05416,0.59957,42,,,770,4.055,9.790000916,,,6366,194.02202,0
335,5,8.44,0.07446,0.66735,48,,1,1,4.272,8.520000458,,75,29754,310.51663,0
334,5,14.73624,0.13001,1.16519,48,,,1,4.272,8.299999237,,60,5496,282.03131,0
329,4,6.98781,0.11128,1.23189,42,,,770,4.055,8.590999603,,,8503,258.75623,0
328,4,6.03038,0.09603,1.0631,42,,,770,4.055,1.059997559,,,8744,217.58958,0
331,4,6.88778,0.10969,1.21425,42,,,770,4.055,19.47000122,,,36753,247.58871,0
330,4,6.45908,0.10286,1.13868,42,,,770,4.055,11.77999878,,,7477,208.95535,0
325,4,3.24383,0.05166,0.57186,42,,,770,4.055,8.499998093,,,,,0
324,4,5.60168,0.08921,0.98752,42,,,770,4.055,7.48500061,,,0,238.40274,0
327,4,9.51131,0.13378,1.52727,44,,,770,4.055,10.57999802,,,8744,212.88251,0
326,4,9.35094,0.12158,1.41745,44,,,770,4.055,12.18000221,,,20373,239.94577,0
321,4,5.94464,0.09467,1.04798,42,,,770,4.055,15.96500015,,75,122095,318.35272,0
320,4,7.04497,0.11219,1.24196,42,,,770,4.055,,,75,122095,318.35272,0
323,4,1.95773,0.03118,0.34513,42,,,770,4.055,3.103000641,,60,2911,240.95575,0
322,4,6.44479,0.10263,1.13616,42,,,770,4.055,15.96500015,,75,144952,313.77505,0
349,10,29.9696,0.27628,2.85828,142,,,520,1.775,10.79899979,,,1808,296.896,0
348,6,3.88048,0.03701,0.38227,90,,,285,1.775,,,,,,0
351,4,1.5834,0.00397,0.04623,52,,,520,1.719,9.419998169,130,,,,0
350,10,35.91075,0.12128,1.35744,142,,,520,1.775,9.625,,,6858,326.24734,0
345,6,32.32124,0.27442,2.77599,90,,,285,1.775,8.959999084,923,,2699,277.30634,0
344,6,29.52544,0.24398,2.45505,90,,,285,1.775,8.490001678,421,,5357,244.81709,0
347,6,23.00044,0.21936,2.26582,90,,,285,1.775,9.390001297,,,,,0
346,6,17.9288,0.17099,1.7662,90,,,285,1.775,8.910001755,,,,,0
341,5,14.2636,0.12584,1.12782,48,,,1,4.272,3.939998627,,,4969,159.38745,0
340,5,12.10296,0.10678,0.95697,48,,,1,4.272,8.459999084,,,7521,148.59856,0
