id,average score buffer_None,economy activity_None,PM2.5_None,NOX_None,crime rate buffer_None,restaurant buffer_None,Supermarkets_Supermarkets,NightEconomy, HousingDensity ,BuilingHeights , GreenSpace , Noise,SpaceSyntax_R3000_SpaceSyntax_Choice_R3000_None,SpaceSyntax_R3000_SpaceSyntax_Intergration_R3000_None,culture final-sum_culture sum
19664,7,164.45817,0.25166,2.21365,109,,1,605,0.807,15.26,,65,671104,1025.7104,0
19667,14,122.34972,0.44992,3.93444,212,,,480,0.807,4.97,,,18029,774.96143,0
19666,7,121.69114,0.43419,3.84269,109,,,585,0.807,6.91,,,157729,941.43817,0
19693,,51.90711,0.72489,7.64058,,,,26,,11.80399895,,65,9494,708.34326,0
19692,,52.36088,0.72889,7.68352,,,,26,,39.72842969,,65,444439,1068.4188,1
19695,,24.00156,0.46736,4.88398,,,,26,,35.42699814,,,137866,1068.2079,0
19694,,37.25871,0.54503,5.73696,,,,26,,35.42699814,,,11508,810.21088,0
19689,7,51.93572,0.71166,7.49064,36,,,3,,125.9259531,,,132677,968.18005,1
19688,7,51.79228,0.62278,6.4603,36,1,,3,,3.45,,,39331,924.67645,0
19691,,23.82432,0.33165,3.49602,,1,,26,,39.72842969,,,12173,825.7821,0
19690,,35.7006,0.49697,5.23877,,,,26,,16.89987109,,,11044,791.85199,0
19685,7,112.75776,0.31299,4.12467,36,1,,3,1.089,14.26,,65,32402,1002.9594,2
19684,7,125.44905,0.4529,5.9504,36,1,,3,1.089,11.28,,75,931203,1241.837,0
19687,7,57.26256,0.57604,6.0403,36,4,1,3,1.089,21.4897793,31,,39331,949.14398,0
19686,7,76.83432,0.47997,5.33355,36,,,3,1.089,17.88,,,28020,929.5307,1
19681,14,143.7771,0.76589,10.49556,131,1,,3,0.839,23.8155,,75,1025836,1199.5033,0
19680,14,135.76002,0.34843,4.40784,131,,,3,0.839,15.96815039,,75,1025836,1199.5033,0
19683,7,139.36449,0.60302,7.91097,36,,,3,1.089,6.73,180,55,2865,782.19366,0
19682,7,140.64845,0.6839,8.96448,36,,,3,1.089,5.54,238,,19608,923.98938,0
19709,6,30.67407,0.21373,3.20663,38,2,,2,1.763,24.43500137,90,65,874585,1070.9727,0
19708,6,63.72072,0.44398,6.66129,38,,,2,1.763,22.95499992,,55,133313,966.09515,0
19711,13,94.91247,0.50815,7.16944,121,,,2,0.823,27.07500076,,75,991635,1058.3636,0
19710,13,62.16599,0.39895,5.88425,121,1,,2,0.823,24.43500137,853,75,875384,1070.9727,0
19705,6,58.97014,0.69461,11.32645,38,1,,2,1.763,10.26000023,381,,106860,758.18988,0
19704,6,50.4884,0.36656,5.54673,38,2,,2,1.763,35.96099854,,,59070,676.66675,0
19707,6,62.72999,0.48969,7.51483,38,1,,2,1.763,23.90600014,,75,602722,1092.7483,0
19706,6,54.75171,0.57664,9.27408,38,1,,2,1.763,23.90600014,,65,134227,933.71722,1
19701,,3.29169,0.20266,2.08616,,,,26,,27.93000031,,75,139312,873.01495,0
19700,,5.23369,0.32222,3.31693,,,,26,,24.83199883,453,75,250825,1065.6416,0
19703,6,1.97715,0.01378,0.20669,38,,,,1.763,,,60,,,0
19702,6,3.23387,0.09835,1.07291,38,,,,,,,65,,,0
19697,,5.05891,0.31146,3.20616,,2,,26,,36.10200119,,,142444,1126.4138,0
19696,,5.6755,0.32606,3.35812,,2,,26,,26.92699814,,,156031,1111.9913,0
19699,,5.23369,0.32222,3.31693,,6,,26,,38.36100006,,60,648326,1278.9916,0
19698,,5.23369,0.32222,3.31693,,11,,26,,36.19599915,,,648326,1288.2163,0
19725,12,160.7411,0.52481,6.83337,262,1,,325,1.144,12.29699993,289,,128875,835.0589,0
19724,6,172.07128,0.44478,5.80429,175,,,325,1.144,18.18499947,114,,36847,697.75873,0
19727,13,81.95885,0.38422,5.13401,194,,,325,0.877,2.45299983,265,75,584715,945.21344,0
19726,6,137.99742,0.64161,8.33209,87,,,160,0.877,3.394999981,100,55,3691,727.46429,0
19721,6,88.39593,0.16245,2.12001,175,,,325,1.144,14.00800037,25,,223609,835.56128,0
19720,6,87.3711,0.16057,2.09543,175,,,325,1.144,18.14799881,268,55,223609,903.99255,0
19723,6,147.26604,0.35109,4.58162,175,,,325,1.144,11.90999985,572,,121755,749.08124,0
19722,6,88.39593,0.16245,2.12001,175,,,325,1.144,11.90999985,,,97053,728.04437,0
19717,7,62.99384,0.47051,6.80553,83,,,835,0.823,18.78199959,,55,132908,884.93231,0
19716,7,156.54698,0.55422,9.3208,83,,,835,0.823,21.03199959,271,,148409,884.93231,0
19719,13,88.10858,0.18179,2.40821,258,1,,490,0.823,27.63400078,534,70,150749,933.07349,0
19718,7,81.7876,0.62173,8.96279,83,,,490,0.823,18.63800049,972,70,677909,1044.6976,0
19713,7,183.64179,0.37707,6.5831,83,,,490,0.823,17.43000031,,,86114,874.73706,0
19712,7,142.57779,0.43857,6.77368,83,,,490,0.823,27.07500076,,65,501333,954.89532,0
19715,7,123.13167,0.27399,4.72041,83,,,490,0.823,17.42499924,382,,146538,870.15631,0
19714,7,174.86517,0.37212,6.45297,83,,,490,0.823,4.081999779,679,,2656,707.45447,1
19741,7,85.8222,0.38335,4.35824,102,1,,415,0.975,9.666999817,,75,649428,1117.235,0
19740,7,84.81066,0.47241,5.31495,102,,1,415,0.975,9.666999817,,75,649428,1117.235,1
19743,7,102.7271,0.25817,2.60827,102,,,415,0.975,4.295000076,,65,49131,791.5813,0
19742,7,49.22232,0.13312,1.37319,102,,,415,0.975,12.95000076,32,55,25304,737.79626,0
19737,7,118.30649,0.48342,5.54065,102,,,415,0.975,14.55799866,,75,665575,1109.1982,0
19736,7,156.67005,0.45361,5.39077,102,1,,415,0.975,14.55799866,,75,664047,1096.6166,0
19739,7,74.41074,0.33985,3.89271,102,1,,415,0.975,14.50500107,,75,612419,1107.563,0
19738,7,85.70532,0.39134,4.48258,102,,,415,0.975,18.02199936,,75,665575,1109.1982,0
19733,13,70.50128,0.24475,3.29039,189,,,415,0.877,18.5,273,75,767785,1060.6569,0
19732,13,60.08532,0.22794,3.08148,189,1,,315,0.877,16.81800079,3421,75,767785,1060.6569,0
19735,13,117.53591,0.30563,3.99206,189,3,,415,0.877,6.600000381,,75,768754,1084.5651,0
19734,13,98.21368,0.27171,3.6654,189,1,1,415,0.877,7.411999702,,75,755915,1060.157,0
19729,6,53.36054,0.24951,3.4659,87,2,1,315,0.877,16.04500008,,75,676334,991.1897,0
19728,13,71.16574,0.39872,5.29737,194,1,,325,0.877,16.04500008,,75,640187,950.39954,0
19731,13,63.2895,0.25585,3.48989,189,2,,315,0.877,26.71999931,,75,690960,1051.3157,0
19730,13,58.88042,0.25303,3.47918,189,2,,315,0.877,26.71999931,,75,671231,1011.5873,0
19757,10,57.03435,0.2456,2.10861,109,,,600,2.788,10.03,,65,305299,665.71167,0
19756,5,43.84845,0.08213,0.81939,56,,,450,2.032,9.65,445,55,305299,663.90436,1
19759,10,58.94722,0.16951,1.33362,109,,,600,2.788,9.09,,65,269317,662.19739,0
19758,10,54.8572,0.24187,2.00167,109,,,600,2.788,8.56,,65,269317,665.71167,0
19753,5,35.01363,0.0704,0.75408,56,,,450,2.032,10.09,4697,,19905,547.89807,0
19752,5,12.14208,0.03985,0.41519,56,,,450,2.032,,2889,,,,0
19755,5,50.7978,0.06364,0.71082,56,,,450,2.032,10.06,72,,20734,548.46222,0
19754,5,55.36224,0.06936,0.77469,56,,,450,2.032,10.1,3098,,20734,548.46222,0
19751,5,8.52159,0.02797,0.29139,56,,,450,2.032,,1788,,,,0
19750,5,0.06324,0.00021,0.00216,56,,,450,2.032,,14,,,,0
19745,12,64.03623,0.18138,1.86003,158,,,450,0.975,1,428,65,522003,888.12469,0
19744,12,100.74811,0.25524,2.5814,158,1,,450,0.975,13.83399963,3,65,494827,888.12469,0
19747,5,26.90862,0.08831,0.92013,56,,,450,2.032,9.357000351,,,5588,575.78339,0
19746,5,42.02298,0.13792,1.43696,56,,,450,2.032,9.357000351,,60,66098,710.14972,0
19773,11,36.06,0.14111,1.28874,131,,,600,2.788,10.45,,65,108069,634.84644,0
19772,11,24.95175,0.11204,0.97747,131,,,600,2.788,10.73,441,70,103676,634.84644,0
19775,6,8.87775,0.03352,0.31002,78,,,400,1.515,9.95,,65,19887,389.2757,0
19774,11,17.69325,0.06829,0.62672,131,,,600,2.788,10.36,,65,108069,625.69489,0
19768,5,0.33566,0.00085,0.00713,53,,,600,2.788,,,,,,0
19771,11,10.46445,0.06973,0.54525,131,,,600,2.788,10.53,,65,137699,630.94562,0
19770,5,0.04945,0.00035,0.00271,53,,,600,2.788,,,,,,0
19765,5,52.74763,0.09892,0.77711,53,,,600,2.788,3.88,,65,7932,522.40283,0
19764,5,66.51235,0.10438,0.77891,53,,,600,2.788,9.2,,65,212881,633.44989,0
19767,5,30.80326,0.07809,0.65453,53,,,600,2.788,9.81,,,40370,517.66809,0
19766,5,36.03006,0.09117,0.76393,53,,,600,2.788,3.88,,,44196,528.17572,0
19761,5,69.31072,0.10548,0.77924,53,,,600,2.788,11.23,,,6954,540.1228,0
19760,5,69.31072,0.10548,0.77924,53,,,600,2.788,11.23,,65,10481,575.52631,0
19763,5,65.24749,0.10389,0.77891,53,,,600,2.788,11.01,,,19107,569.20367,0
19762,5,69.31072,0.10548,0.77924,53,,,600,2.788,11.22,,,19107,569.20367,0
19789,6,26.10828,0.12382,0.92907,75,,,620,1.57,10.1,1329,,9831,362.56555,0
19791,6,57.26644,0.21883,1.61529,75,,,620,1.57,10.07,,,55472,413.84583,0
19790,6,70.5485,0.25425,1.86708,75,,,620,1.57,10.34,,,55472,413.84583,0
19785,12,33.20862,0.09938,0.74474,153,,,620,1.515,3.43,2757,,159344,545.23175,0
19784,12,63.78696,0.19048,1.46325,153,,,620,1.515,4.53,,,159344,541.91992,1
19781,6,62.36282,0.17055,1.34904,78,,,620,1.515,11.37,,,10075,554.07196,0
19780,6,55.47946,0.13292,1.08479,78,,,620,1.515,15,,,190898,627.74445,0
19783,6,63.27658,0.168,1.33185,78,,,620,1.515,9.31,,,58774,537.78339,0
19782,6,63.52938,0.18169,1.41518,78,,,620,1.515,9.97,,,58339,554.07196,0
19777,6,17.02125,0.06427,0.5944,78,,,400,1.515,6.76,10,60,205033,644.21106,0
19776,6,3.99165,0.01507,0.13939,78,,,400,1.515,,876,,2256,373.41272,0
19779,6,64.53592,0.15559,1.26871,78,,,620,1.515,15,,75,355276,695.69373,0
19778,6,46.11315,0.15226,1.37038,78,,,620,1.515,10.08,,75,355276,695.69373,0
19805,7,154.53617,0.37024,3.29705,111,,,585,0.826,16.84,,,52889,541.11475,0
19804,7,141.17963,0.22739,2.01862,111,,,585,0.826,13.44,151,,25256,505.7168,0
19807,7,152.02834,0.56932,4.95424,111,,,585,0.826,17.66,,,19019,539.32202,0
19806,7,163.69973,0.47457,4.23072,111,,,585,0.826,17.28,,,32127,501.30066,0
19801,2,155.24306,0.26768,2.37549,34,7,,430,0.702,14.85,,65,0,398.44247,0
19803,7,139.107,0.21699,1.92567,111,,,390,0.826,13.44,205,,2724,295.65887,0
19802,9,147.78111,0.2423,2.15025,145,1,,430,0.702,13.44,,60,6735,398.44247,0
19797,6,17.70011,0.04494,0.33872,75,,,310,1.57,,3223,60,,,0
19796,6,0.7322,0.00233,0.01795,75,,,310,1.57,,80,,,,0
19799,0,1.2753,0.0043,0.0327,6,,,335,2.62,,,60,,,0
19798,13,44.18896,0.16663,1.29596,168,,,525,1.57,,2970,65,187817,455.82501,0
19793,6,56.18432,0.11734,0.86093,75,,,185,1.57,7.83,,,6258,364.07175,0
19792,6,46.89712,0.15612,1.16047,75,,,620,1.57,9.31,,,266475,449.66025,0
19795,6,35.33821,0.14125,1.11194,75,,,310,1.57,9.91,42,,1297,307.12979,0
19794,6,58.11413,0.13221,0.98218,75,,,310,1.57,7.83,,,9645,312.00845,0
19821,7,101.5652,0.14398,1.62719,103,,,480,0.81,11.56,,65,809826,1025.9567,0
19820,7,99.30547,0.3886,3.13785,103,,,480,0.81,19.64,,60,64019,886.33441,0
19823,14,115.4972,0.13931,1.57438,198,,,480,0.839,11.61,,60,390725,990.70508,0
19822,21,120.77156,0.16742,1.88443,400,,,905,0.839,11.61,,65,877645,1050.3254,0
19817,7,118.84452,0.42482,3.88163,109,,,585,0.807,11.57,,,158980,940.98425,0
19816,7,114.18486,0.40951,3.94559,109,,,585,0.807,21.56,,,157729,941.43817,0
19819,14,134.18191,0.75988,5.78792,212,,,480,0.807,19.64,,,64019,886.33441,0
19818,14,122.11719,0.4437,3.89702,212,,,480,0.807,2.35,,,43668,865.26318,0
19813,7,152.56393,0.24326,2.17721,109,1,1,605,0.807,9.74,,65,608858,1005.1146,0
19812,7,140.47987,0.22224,2.01297,109,,,605,0.807,6.5,173,65,340056,940.54871,0
19815,7,122.36603,0.38148,3.65608,109,,,605,0.807,21.56,,,20054,834.02631,1
19814,7,153.23575,0.26676,2.40177,109,3,,605,0.807,18.42,,65,608858,1005.1146,2
19809,7,92.75378,0.35576,3.2422,111,,,585,0.826,15.13,273,60,3266,573.27325,0
19808,7,65.95762,0.40151,3.3323,111,,,585,0.826,13.99,,,3266,573.27325,0
19811,7,132.85608,0.21461,1.96661,109,,,585,0.807,15.3,404,55,54289,740.15729,0
19810,14,102.76992,0.25495,2.30839,220,,,605,0.826,15.13,259,65,660782,856.14453,0
19837,7,52.6554,0.61281,6.34058,36,,,3,1.089,21.4897793,,,13546,864.73352,1
19836,7,65.145,0.45487,4.97547,36,,,3,1.089,17.16,293,,107456,1101.759,0
19839,7,51.47168,0.68144,7.14857,36,1,,3,,31.78405078,,,140686,977.88629,2
19838,7,52.6554,0.61281,6.34058,36,,,3,1.089,31.78405078,,,6863,840.17346,0
19833,7,108.08392,0.62379,7.70843,36,,1,3,1.089,11.28,505,65,205569,1154.1465,0
19832,7,152.44229,0.74103,9.71072,36,,,3,1.089,25.69134961,,65,205569,1154.1465,0
19835,7,85.35504,0.42015,4.85552,36,,,3,1.089,11.02,385,,140703,1148.9226,0
19834,7,95.02209,0.53742,6.30949,36,,,3,1.089,11.28,,75,1061251,1275.6785,0
19829,7,117.75584,0.71824,6.43678,95,,,4,0.839,22.39,,,22673,937.77802,0
19828,7,119.31372,0.28,3.46521,95,,,2,0.839,20.05,,,91199,871.25598,0
19831,14,145.65125,0.73456,8.74283,131,,1,4,0.839,25.69134961,,75,882308,1196.9823,0
19830,7,137.70656,0.55185,5.59612,95,3,,4,0.839,29.54,,75,14513,988.09686,1
19825,7,165.88127,0.25219,3.08448,95,,,2,0.839,9.17,,,138774,928.13141,0
19824,7,141.2787,0.16983,1.91937,95,,,2,0.839,14.29,,,386403,990.70508,0
19827,7,172.87561,0.35634,4.52344,95,,,2,0.839,6.77,1055,,7248,783.82611,0
19826,7,218.54017,0.42454,5.45696,95,,,2,0.839,22.12,,,129582,934.01599,0
19855,6,65.17517,0.49792,7.61023,38,1,,2,1.763,20.01900101,,55,26128,821.86108,0
19854,6,52.59219,0.36644,5.49792,38,3,,2,1.763,25.75499916,,,15449,766.8609,0
19849,,5.23369,0.32222,3.31693,,2,,26,,48.55000305,253,60,671364,1293.4944,0
19848,,4.9521,0.30488,3.13847,,2,,26,,39.05000305,,,547666,1291.1412,1
19851,,1.73809,0.10701,1.10154,,,,26,,48.55000305,1812,75,0,860.89996,0
19850,,5.23369,0.32222,3.31693,,,,26,,48.55000305,82,75,250041,1063.4685,0
19845,,5.10746,0.31444,3.23693,,5,,26,,35.42699814,,,166101,1083.0146,1
19844,,5.1463,0.31684,3.26155,,1,,26,,35.42699814,,,11455,890.45184,0
19847,,5.23369,0.32222,3.31693,,1,1,26,,36.10200119,,,550737,1304.4297,0
19846,,5.23369,0.32222,3.31693,,4,,26,,26.92699814,,,14398,1001.6115,0
19841,,40.32912,0.5614,5.91796,,,,26,,12.13000107,,,23256,727.30273,0
19840,,51.6672,0.71924,7.58173,,1,,26,,50.83,,,23256,831.10028,0
19843,,16.52714,0.41975,4.36411,,,,26,,43.14700317,,65,15521,744.82764,0
19842,,50.40974,0.71191,7.50124,,,,26,,39.72842969,,65,444439,1068.4188,0
19869,13,92.03575,0.21967,2.69618,258,,,490,0.823,11.91499996,13,70,79506,821.25531,0
19868,13,82.09063,0.62031,8.92436,258,4,1,490,0.823,7.529999733,,75,677909,998.12463,0
19871,6,88.37856,0.16242,2.11959,175,,,325,1.144,6.150000572,,,223609,835.56128,0
19870,6,69.81003,0.1283,1.67426,175,,,325,1.144,11.91499996,1562,55,70892,821.25531,0
19865,7,177.59298,0.39242,6.83207,83,,,835,0.823,13.71500015,1441,,51903,794.02545,0
19864,7,183.64179,0.37707,6.5831,83,,,490,0.823,13.71500015,,65,48112,825.0697,0
19867,7,51.4152,0.35995,5.32955,83,,,835,0.823,23.46699905,,55,,,0
19866,7,72.60075,0.39328,6.10178,83,,,835,0.823,40.4640007,,,20521,778.99786,0
19861,7,104.07069,0.5246,7.27568,83,4,1,2,0.823,23.90299988,57,65,306611,893.19067,0
19860,13,85.17628,0.42954,5.95801,121,,,2,0.823,23.90299988,2004,75,0,661.1026,0
19863,7,146.64828,0.44564,6.90494,83,,,490,0.823,17.43000031,,65,464334,940.8551,0
19862,7,119.89257,0.49657,7.1594,83,,,835,0.823,76.18699646,,65,501333,954.89532,0
19857,13,57.979,0.40379,6.05774,121,1,,2,0.823,21.54500008,,75,851548,1124.4512,1
19856,6,65.1963,0.49057,7.47602,38,9,,2,1.763,8.942000389,,70,47224,928.34052,1
19859,13,95.3048,0.50886,7.17405,121,1,1,2,0.823,23.14999962,,75,879037,1095.2126,0
19858,13,73.06596,0.44897,6.5576,121,3,1,2,0.823,14.93499947,,75,879037,1124.4512,0
19885,13,84.89384,0.27659,3.65436,189,,,415,0.877,50.20500183,1677,60,493504,1042.8031,0
19884,6,49.84608,0.23307,3.2377,87,,,315,0.877,12.67500019,3892,,25170,723.83148,0
19887,7,83.0184,0.33653,3.85491,102,1,,415,0.975,13.00699997,,65,42350,678.78247,0
19886,7,87.01974,0.27093,3.31554,102,,,415,0.975,50.20500183,,60,110452,860.60895,0
19881,6,42.91368,0.19927,2.72556,87,,,315,0.877,26.71999931,18,55,402638,947.14709,0
19880,6,63.64298,0.29363,3.95764,87,,,315,0.877,11.95499992,,55,33940,827.3504,0
19883,6,46.49572,0.21741,3.02008,87,,,315,0.877,12.67500019,111,55,53591,919.88818,0
19882,6,28.56144,0.13355,1.85518,87,,,315,0.877,5.027999878,28,60,402638,947.14709,0
19877,6,77.54951,0.36136,4.82023,87,,,315,0.877,13.63899994,1337,,6741,701.25287,0
19876,6,107.96082,0.50196,6.51852,87,,,160,0.877,13.63899994,99,,531,602.83704,0
19879,6,154.41306,0.70396,9.22618,87,3,,315,0.877,18.86700058,53,60,47862,827.3504,0
19878,6,116.82952,0.55653,7.31395,87,,,315,0.877,14.70699978,,55,104880,828.01062,0
19873,6,141.02563,0.33493,4.37082,175,,,325,1.144,11.64900017,2508,,107591,699.95801,2
19872,6,88.39593,0.16245,2.12001,175,,,325,1.144,11.90999985,15,,107591,728.04437,0
19875,12,143.70966,0.63283,8.22094,262,1,,160,1.144,12.29699993,1,,143421,817.71045,0
19874,12,201.81863,0.54354,7.09092,262,2,,160,1.144,11.64900017,,,152970,806.70129,1
19901,5,7.19355,0.02361,0.24598,56,,,450,2.032,,1711,,,,0
19903,5,57.33324,0.07256,0.80962,56,,,450,2.032,8.99,4,,17209,544.75409,0
19902,5,49.01559,0.10119,1.08192,56,,,450,2.032,10.03,3619,,19259,564.17981,0
19897,5,8.86941,0.02911,0.30329,56,,,450,2.032,17.11,,65,31563,651.98975,0
19896,11,42.72438,0.14404,1.52222,137,,,480,0.935,9.300001144,,75,514419,933.14081,0
19893,18,86.6776,0.24351,2.54049,239,7,,480,0.935,10.38099957,,70,908928,1072.4296,0
19892,7,101.50846,0.34472,3.75203,102,1,2,415,0.975,12.41699982,,70,921570,1111.8827,0
19895,11,45.26748,0.16355,1.78776,137,2,,480,0.935,14.84599972,,70,514419,933.14081,0
19894,18,51.83747,0.18876,2.07286,239,4,,480,0.935,13.1760006,,70,537159,1006.8046,0
19889,7,97.74177,0.4854,5.80474,102,1,,415,0.975,16.17899895,1224,75,603974,1098.6815,1
19888,7,55.01363,0.25748,3.06133,102,,,415,0.975,16.17899895,,65,66085,904.93359,0
19891,7,97.28099,0.46724,5.32229,102,3,,415,0.975,15.23200035,,75,988586,1140.5826,0
19890,7,97.49736,0.449,5.13878,102,,,415,0.975,23.47000122,194,75,595468,1090.6,0
19917,5,28.33745,0.07184,0.60213,53,,,600,2.788,11.39,,,32935,517.66809,0
19916,5,51.60668,0.09648,0.75743,53,,,600,2.788,4.47,,,4366,432.8252,0
19918,5,19.14553,0.04853,0.40682,53,,,600,2.788,11.39,,,32935,517.66809,0
19913,5,58.67644,0.13203,0.99985,53,,,600,2.788,9.59,,55,21153,569.20367,0
19912,5,63.1829,0.1296,0.97664,53,,,600,2.788,11.23,,,21153,540.1228,0
19915,5,63.59823,0.10219,0.76837,53,,,600,2.788,8.31,,60,5421,518.11707,0
19914,5,67.17834,0.10479,0.78016,53,2,1,600,2.788,13.95,,65,223555,629.2663,0
19909,5,36.83684,0.16407,1.27383,53,,,600,2.788,8.56,,55,16716,538.83966,0
19908,5,27.9691,0.12653,0.98275,53,,,600,2.788,8.71,,65,237528,654.44232,0
19911,5,68.62418,0.10819,0.80142,53,,,600,2.788,11.23,,,7447,540.1228,0
19910,5,56.97328,0.14265,1.08584,53,,,600,2.788,10.04,,,12392,553.01544,0
19905,5,41.38071,0.06878,0.70721,56,,,450,2.032,9.03,,65,247,544.06317,0
19904,5,30.87132,0.03868,0.43199,56,,,450,2.032,10.35,,,3356,542.79797,0
19907,10,44.59974,0.20027,1.58469,109,,,600,2.788,10.86,1410,65,318790,686.23956,0
19906,10,54.44663,0.21665,1.84881,109,,,600,2.788,9.45,82,65,318790,686.23956,0
19933,6,50.60696,0.1164,0.95757,78,,,400,1.515,13.3,,,163294,557.58441,0
19932,6,62.59652,0.14398,1.18444,78,1,,400,1.515,6.04,,,190672,584.77942,0
19935,6,76.7074,0.12323,0.9137,75,,,620,1.57,13.53,,,8029,453.27951,0
19934,12,70.73814,0.13386,1.04692,153,,,620,1.515,9.17,,,155039,541.91992,0
19929,6,59.79544,0.13754,1.13144,78,,,400,1.515,10.99,,55,12751,565.61639,0
19928,6,53.2909,0.14043,1.20188,78,,,400,1.515,10.07,,75,323666,701.54858,0
19931,6,63.94432,0.14708,1.20994,78,,,400,1.515,10.78,,,190672,599.02887,0
19930,6,63.94432,0.14708,1.20994,78,,,400,1.515,10.99,,,189305,599.02887,0
19925,11,18.83056,0.08989,0.76941,131,,,600,2.788,10.69,,65,108069,625.69489,0
19924,11,7.11275,0.04651,0.36532,131,,,600,2.788,11.24,,65,108069,625.69489,0
19927,6,19.63785,0.07414,0.68578,78,,,400,1.515,7.64,,65,33883,495.48254,0
19926,11,27.30644,0.11056,0.99799,131,,,600,2.788,7.88,,65,110970,632.19971,0
19921,5,8.56474,0.06095,0.46928,53,,,600,2.788,11.35,653,,137699,626.10284,0
19920,5,3.59007,0.02555,0.19671,53,,,600,2.788,11.15,,,130897,610.66235,0
19923,5,3.72853,0.02653,0.20429,53,,,600,2.788,11.05,,65,,,0
19922,5,0.88021,0.00626,0.04823,53,,,600,2.788,,,60,,,0
19948,6,34.23931,0.11376,0.899,81,,,525,1.57,25.27,2223,65,174155,440.62457,0
19951,2,151.83532,0.2618,2.32335,34,,,430,0.702,14.85,,60,,,0
19950,0,14.69065,0.03932,0.31237,6,,,525,2.62,7.72,828,,,,0
19945,6,19.18622,0.07673,0.60409,75,,,310,1.57,8.02,1229,,1297,307.12979,0
19944,6,55.04451,0.13321,0.9979,75,,,310,1.57,9.8,209,,4636,325.11252,0
19947,6,12.23524,0.04893,0.38523,75,,,310,1.57,,3010,60,138081,424.80328,0
19941,6,84.36406,0.28727,2.09841,75,,,185,1.57,8.72,,,15782,387.25351,0
19940,6,74.99228,0.26487,1.94147,75,,,620,1.57,8.44,,,20111,391.09186,0
19943,6,48.53568,0.10137,0.74373,75,,,185,1.57,8.07,740,,18830,357.70639,0
19942,6,65.8791,0.16033,1.17449,75,,,185,1.57,9.65,,,266973,438.49048,0
19937,6,45.5056,0.07311,0.54204,75,,,620,1.57,8.38,46,,3112,415.99689,0
19936,6,63.6055,0.10218,0.75764,75,,,620,1.57,9.1,,,3112,415.99689,0
19939,6,37.52716,0.155,1.15144,75,,,620,1.57,2.96,898,,2793,323.23459,0
19938,6,27.22116,0.08268,0.6049,75,,,620,1.57,1.1,241,,,,0
19965,7,131.70374,0.33425,3.2122,109,,,605,0.807,15.41,,,27096,826.26965,0
19964,7,142.80526,0.28262,2.58976,109,,,605,0.807,15.37,,,27096,822.29596,0
19967,7,113.59308,0.40757,3.95411,109,,,585,0.807,13.84,,,158980,938.62427,0
19966,7,110.99116,0.39901,3.9898,109,,,585,0.807,14.51,,,29781,851.87952,0
19961,7,132.85608,0.21461,1.96661,109,,,585,0.807,11.51,3355,65,329529,910.93286,0
19960,14,123.92118,0.27683,2.54656,220,,,605,0.826,14.61,2541,65,660782,868.31372,0
19963,7,137.61469,0.24715,2.26469,109,1,,585,0.807,13.89,,65,254548,928.93768,0
19962,7,135.29604,0.23136,2.12002,109,2,,585,0.807,15.87,,65,340056,940.54871,0
19957,7,167.92628,0.52257,4.6604,111,,,585,0.826,17.66,,60,19019,539.32202,0
19956,7,168.02474,0.52378,4.67121,111,,,585,0.826,17.08,,55,32127,501.30066,0
19959,7,106.62762,0.38554,3.56165,111,,,585,0.826,14.35,809,60,135429,695.56561,0
19958,7,118.14103,0.41979,3.70258,111,1,,585,0.826,14.35,,65,196153,686.95331,0
19953,9,140.47311,0.28593,2.54098,145,2,1,430,0.702,16.64,,65,25396,446.76334,0
19952,9,150.46322,0.28118,2.49682,145,1,,430,0.702,14.85,,65,17195,421.37933,0
19955,7,165.90926,0.49959,4.45467,111,,,585,0.826,17.08,,,19583,477.88861,0
19954,7,137.56493,0.21481,1.90636,111,,,585,0.826,12.47,,,2140,392.63708,0
21005,14,101.79378,0.31119,2.99887,288,,,610,0.927,9.47,122,,99489,584.34467,0
21004,9,127.51337,0.35166,3.41029,202,,,610,0.712,9.5,51,,5150,460.1828,0
21007,14,117.20541,0.58126,5.08804,288,,,610,0.927,10.11,,,127022,653.11823,0
21006,14,117.58032,0.4699,4.2771,288,,,610,0.927,9.48,161,,99489,584.34467,0
21001,2,147.07136,0.34033,2.75253,25,,,610,0.712,7.92,,,,,0
21000,6,88.94655,0.37761,2.73455,75,,,310,1.57,7.83,,,3859,183.65865,0
21003,2,140.97894,0.35476,2.86919,25,,,610,0.712,35.68,70,,7838,451.81635,0
21002,2,140.97894,0.35476,2.86919,25,2,,610,0.712,14.37,,,17303,434.17203,0
20997,6,44.64944,0.15853,1.3044,75,,,310,1.57,8.1,212,,3877,234.68864,0
20996,6,86.034,0.30546,2.51342,75,,,310,1.57,15.23,,,13379,238.03018,0
20999,6,92.6326,0.2783,2.14164,75,,,310,1.57,15.88,,,14152,219.51659,0
20998,6,34.27192,0.11651,0.94653,75,,,310,1.57,7.54,,,2210,217.45358,0
20993,10,44.32933,0.21137,1.72867,130,,,340,3.234,10.49,,60,149818,382.50586,0
20992,10,25.6332,0.12149,1.012,130,,,340,3.234,10.11,,65,363924,466.06714,0
20995,6,47.36282,0.16816,1.38367,75,,,340,1.57,15.55,58,,13379,238.03018,0
20994,10,51.64,0.20295,1.66445,130,,,340,3.234,10.49,,,130941,356.67108,0
21021,7,127.04986,0.34731,3.26479,202,1,,905,0.889,21.24350977,,,25518,913.94318,0
