id,Visual2,x,y
61,0.69555521,536984.481,180551.634
67,0.705611408,536984.481,180491.634
79,0.717764497,536984.481,180371.634
91,0.701325893,536984.481,180251.634
305,0.772264242,536994.481,181111.634
313,0.745126545,536994.481,181031.634
317,0.724867642,536994.481,180991.634
321,0.722863436,536994.481,180951.634
323,0.695759296,536994.481,180931.634
325,0.780841708,536994.481,180911.634
329,0.749403298,536994.481,180871.634
338,0.713863492,536994.481,180781.634
341,0.693582654,536994.481,180751.634
345,0.740262926,536994.481,180711.634
346,0.74568522,536994.481,180701.634
353,0.743599057,536994.481,180631.634
357,0.726886153,536994.481,180591.634
369,0.69392705,536994.481,180471.634
377,0.794483483,536994.481,180391.634
383,0.69422698,536994.481,180331.634
385,0.701270103,536994.481,180311.634
390,0.72475642,536994.481,180261.634
392,0.760325909,536994.481,180241.634
397,0.722395122,536994.481,180191.634
401,0.695550561,536994.481,180151.634
417,0.701622784,536994.481,179991.634
425,0.693013847,536994.481,179911.634
433,0.696461082,536994.481,179831.634
441,0.700003982,536994.481,179751.634
530,0.718153119,536994.481,178861.634
626,0.70492357,537004.481,180901.634
630,0.741533339,537004.481,180861.634
632,0.713881969,537004.481,180841.634
650,0.730294228,537004.481,180661.634
665,0.710933685,537004.481,180511.634
675,0.71216166,537004.481,180411.634
911,0.709782243,537014.481,181051.634
913,0.730873704,537014.481,181031.634
915,0.709884286,537014.481,181011.634
919,0.707913339,537014.481,180971.634
923,0.696782947,537014.481,180931.634
931,0.6995067,537014.481,180851.634
951,0.69893533,537014.481,180651.634
952,0.718875766,537014.481,180641.634
954,0.744786382,537014.481,180621.634
959,0.704648077,537014.481,180571.634
967,0.715505183,537014.481,180491.634
975,0.701587677,537014.481,180411.634
984,0.791922331,537014.481,180321.634
987,0.719559431,537014.481,180291.634
992,0.754176021,537014.481,180241.634
993,0.695716798,537014.481,180231.634
1000,0.755796909,537014.481,180161.634
1002,0.765053332,537014.481,180141.634
1007,0.721577108,537014.481,180091.634
1044,0.697467208,537014.481,179721.634
1050,0.741923273,537014.481,179661.634
1052,0.821884394,537014.481,179641.634
1054,0.712945998,537014.481,179621.634
1066,0.714119673,537014.481,179501.634
1074,0.704858422,537014.481,179421.634
1082,0.703412175,537014.481,179341.634
1096,0.732911825,537014.481,179201.634
1209,0.715469897,537024.481,181071.634
1223,0.705899954,537024.481,180931.634
1232,0.700614452,537024.481,180841.634
1281,0.72056675,537024.481,180351.634
1349,0.724443078,537024.481,179671.634
1540,0.703791976,537034.481,180761.634
1552,0.739334583,537034.481,180641.634
1554,0.706467032,537034.481,180621.634
1556,0.723849177,537034.481,180601.634
1580,0.721306205,537034.481,180361.634
1584,0.781475067,537034.481,180321.634
1585,0.750471652,537034.481,180311.634
1588,0.733202159,537034.481,180281.634
1592,0.813102782,537034.481,180241.634
1600,0.732693434,537034.481,180161.634
1653,0.731969476,537034.481,179631.634
1688,0.72466135,537034.481,179281.634
1690,0.73554635,537034.481,179261.634
1817,0.731292963,537044.481,180991.634
1820,0.698505819,537044.481,180961.634
1847,0.753322601,537044.481,180691.634
1851,0.727448523,537044.481,180651.634
1854,0.700729728,537044.481,180621.634
1856,0.694700599,537044.481,180601.634
1958,0.752799273,537044.481,179581.634
1982,0.693669558,537044.481,179341.634
2109,0.709849358,537054.481,181071.634
2127,0.747607827,537054.481,180891.634
2155,0.768123329,537054.481,180611.634
2156,0.734377027,537054.481,180601.634
2158,0.721705794,537054.481,180581.634
2179,0.759088874,537054.481,180371.634
2184,0.786401391,537054.481,180321.634
2196,0.774564981,537054.481,180201.634
2200,0.741596818,537054.481,180161.634
2202,0.784775555,537054.481,180141.634
2204,0.735296845,537054.481,180121.634
2211,0.709200621,537054.481,180051.634
2241,0.726841331,537054.481,179751.634
2245,0.739920557,537054.481,179711.634
2249,0.718429208,537054.481,179671.634
2252,0.813987255,537054.481,179641.634
2288,0.722863972,537054.481,179281.634
2297,0.711561441,537054.481,179191.634
2299,0.707992911,537054.481,179171.634
2303,0.69480288,537054.481,179131.634
2427,0.736254334,537064.481,180891.634
2457,0.736863554,537064.481,180591.634
2497,0.73000288,537064.481,180191.634
2542,0.693717778,537064.481,179741.634
2550,0.710636854,537064.481,179661.634
2554,0.697661996,537064.481,179621.634
2587,0.711207628,537064.481,179291.634
2588,0.737270117,537064.481,179281.634
2593,0.697980404,537064.481,179231.634
2629,0.694798529,537064.481,178871.634
