id,Sound,x,y
1026,0.604898393,537014.481,179901.634
1029,0.635027885,537014.481,179871.634
1037,0.672905087,537014.481,179791.634
1045,0.725971818,537014.481,179711.634
1050,0.603369355,537014.481,179661.634
1055,0.628911078,537014.481,179611.634
1061,0.617154121,537014.481,179551.634
1089,0.603891253,537014.481,179271.634
1093,0.665899634,537014.481,179231.634
1097,0.633371174,537014.481,179191.634
1203,0.664894938,537024.481,181131.634
1211,0.666009426,537024.481,181051.634
1212,0.644354582,537024.481,181041.634
1215,0.744943142,537024.481,181011.634
1218,0.702757359,537024.481,180981.634
1220,0.622220695,537024.481,180961.634
1222,0.685311019,537024.481,180941.634
1226,0.606303096,537024.481,180901.634
1227,0.659093678,537024.481,180891.634
1229,0.662731409,537024.481,180871.634
1234,0.611523032,537024.481,180821.634
1236,0.614501238,537024.481,180801.634
1239,0.611229539,537024.481,180771.634
1245,0.614636898,537024.481,180711.634
1246,0.680698335,537024.481,180701.634
1250,0.676233232,537024.481,180661.634
1251,0.707061768,537024.481,180651.634
1258,0.601386309,537024.481,180581.634
1262,0.668194234,537024.481,180541.634
1264,0.609119892,537024.481,180521.634
1266,0.625599146,537024.481,180501.634
1268,0.636504769,537024.481,180481.634
1270,0.66938585,537024.481,180461.634
1271,0.599681675,537024.481,180451.634
1315,0.602118313,537024.481,180011.634
1317,0.624797165,537024.481,179991.634
1319,0.631486773,537024.481,179971.634
1321,0.601086617,537024.481,179951.634
1323,0.705468476,537024.481,179931.634
1324,0.634168386,537024.481,179921.634
1330,0.609381497,537024.481,179861.634
1338,0.613138556,537024.481,179781.634
1343,0.630490601,537024.481,179731.634
1344,0.641245842,537024.481,179721.634
1354,0.642772853,537024.481,179621.634
1358,0.642352641,537024.481,179581.634
1362,0.621491671,537024.481,179541.634
1403,0.635942519,537024.481,179131.634
1505,0.643869221,537034.481,181111.634
1515,0.739707291,537034.481,181011.634
1517,0.619656682,537034.481,180991.634
1521,0.752250195,537034.481,180951.634
1529,0.808032572,537034.481,180871.634
1533,0.632687509,537034.481,180831.634
1537,0.621560931,537034.481,180791.634
1538,0.635610759,537034.481,180781.634
1545,0.628643036,537034.481,180711.634
1547,0.687262356,537034.481,180691.634
1549,0.633933425,537034.481,180671.634
1554,0.605091631,537034.481,180621.634
1557,0.680027843,537034.481,180591.634
1561,0.686715841,537034.481,180551.634
1566,0.633973956,537034.481,180501.634
1569,0.682197988,537034.481,180471.634
1573,0.633904457,537034.481,180431.634
1577,0.669732809,537034.481,180391.634
1585,0.605365932,537034.481,180311.634
1621,0.608329177,537034.481,179951.634
1633,0.60893333,537034.481,179831.634
1638,0.628866017,537034.481,179781.634
1654,0.604544163,537034.481,179621.634
1705,0.660667539,537034.481,179111.634
1804,0.665012062,537044.481,181121.634
1815,0.666979313,537044.481,181011.634
1817,0.670849562,537044.481,180991.634
1818,0.648559034,537044.481,180981.634
1822,0.676059365,537044.481,180941.634
1824,0.660687149,537044.481,180921.634
1827,0.665823221,537044.481,180891.634
1828,0.630539596,537044.481,180881.634
1846,0.62914443,537044.481,180701.634
1854,0.65798527,537044.481,180621.634
1858,0.734871626,537044.481,180581.634
1862,0.665649772,537044.481,180541.634
1863,0.621615708,537044.481,180531.634
1866,0.762944639,537044.481,180501.634
1867,0.62034905,537044.481,180491.634
1870,0.800982833,537044.481,180461.634
1871,0.63679564,537044.481,180451.634
1872,0.62066561,537044.481,180441.634
1924,0.603481531,537044.481,179921.634
1946,0.626715124,537044.481,179701.634
1954,0.739037812,537044.481,179621.634
1958,0.706073761,537044.481,179581.634
1962,0.63658452,537044.481,179541.634
2002,0.625365198,537044.481,179141.634
2106,0.628702879,537054.481,181101.634
2113,0.718313336,537054.481,181031.634
2114,0.682708144,537054.481,181021.634
2115,0.698160887,537054.481,181011.634
2122,0.647826433,537054.481,180941.634
2129,0.696616292,537054.481,180871.634
2130,0.631726325,537054.481,180861.634
2131,0.722133338,537054.481,180851.634
2133,0.739688993,537054.481,180831.634
2134,0.62027216,537054.481,180821.634
2137,0.684821486,537054.481,180791.634
2145,0.658885241,537054.481,180711.634
2157,0.601113558,537054.481,180591.634
2158,0.616268814,537054.481,180581.634
2160,0.65225327,537054.481,180561.634
2161,0.608405948,537054.481,180551.634
2162,0.649742246,537054.481,180541.634
2165,0.642518818,537054.481,180511.634
2166,0.632016778,537054.481,180501.634
2167,0.755477786,537054.481,180491.634
2168,0.659527421,537054.481,180481.634
2169,0.669470966,537054.481,180471.634
2170,0.77867949,537054.481,180461.634
2171,0.610734701,537054.481,180451.634
2172,0.664492488,537054.481,180441.634
2173,0.599014401,537054.481,180431.634
2174,0.645951748,537054.481,180421.634
2175,0.702925324,537054.481,180411.634
2176,0.612335324,537054.481,180401.634
2178,0.602959633,537054.481,180381.634
2181,0.605411053,537054.481,180351.634
2221,0.631741703,537054.481,179951.634
2225,0.608157516,537054.481,179911.634
2237,0.607733071,537054.481,179791.634
2240,0.63115567,537054.481,179761.634
2247,0.606313229,537054.481,179691.634
2257,0.615032911,537054.481,179591.634
2260,0.617189944,537054.481,179561.634
2285,0.619219542,537054.481,179311.634
2305,0.640565217,537054.481,179111.634
2329,0.613300562,537054.481,178871.634
2361,0.609103858,537054.481,178551.634
2406,0.6525383,537064.481,181101.634
2415,0.824743629,537064.481,181011.634
2420,0.667147458,537064.481,180961.634
2422,0.667785406,537064.481,180941.634
2423,0.660212338,537064.481,180931.634
2424,0.701118946,537064.481,180921.634
2429,0.606524885,537064.481,180871.634
2430,0.609141409,537064.481,180861.634
2431,0.710329711,537064.481,180851.634
2433,0.650238752,537064.481,180831.634
2435,0.63361007,537064.481,180811.634
2440,0.639981806,537064.481,180761.634
2446,0.62085551,537064.481,180701.634
2450,0.614831209,537064.481,180661.634
2454,0.690540075,537064.481,180621.634
2458,0.704281986,537064.481,180581.634
2459,0.613462448,537064.481,180571.634
2460,0.759540796,537064.481,180561.634
2462,0.686164081,537064.481,180541.634
2466,0.726135969,537064.481,180501.634
2468,0.750023842,537064.481,180481.634
2470,0.689398646,537064.481,180461.634
2471,0.685458362,537064.481,180451.634
2472,0.702409804,537064.481,180441.634
2474,0.685710669,537064.481,180421.634
2475,0.679032803,537064.481,180411.634
2508,0.621397555,537064.481,180081.634
2514,0.619425774,537064.481,180021.634
2526,0.651192367,537064.481,179901.634
2535,0.633790016,537064.481,179811.634
2542,0.608884811,537064.481,179741.634
2543,0.647887468,537064.481,179731.634
2544,0.673939824,537064.481,179721.634
2546,0.624101996,537064.481,179701.634
2548,0.664556384,537064.481,179681.634
2552,0.62256223,537064.481,179641.634
2554,0.614519715,537064.481,179621.634
2555,0.600199521,537064.481,179611.634
2558,0.701392412,537064.481,179581.634
2562,0.64474082,537064.481,179541.634
2584,0.645175993,537064.481,179321.634
2588,0.620129943,537064.481,179281.634
2590,0.615069151,537064.481,179261.634
2591,0.638365507,537064.481,179251.634
2595,0.627190292,537064.481,179211.634
2598,0.660498738,537064.481,179181.634
2604,0.696606278,537064.481,179121.634
2705,0.607387662,537074.481,181111.634
2713,0.643190444,537074.481,181031.634
2715,0.712747574,537074.481,181011.634
2717,0.75411725,537074.481,180991.634
2718,0.696255267,537074.481,180981.634
2721,0.606822729,537074.481,180951.634
2725,0.650874436,537074.481,180911.634
2730,0.607850015,537074.481,180861.634
2733,0.723845363,537074.481,180831.634
2749,0.601096511,537074.481,180671.634
2753,0.624496281,537074.481,180631.634
2766,0.620980382,537074.481,180501.634
2767,0.599947691,537074.481,180491.634
2769,0.641286612,537074.481,180471.634
2771,0.69339323,537074.481,180451.634
2777,0.655377567,537074.481,180391.634
2781,0.683237433,537074.481,180351.634
2819,0.611201942,537074.481,179971.634
2821,0.634457171,537074.481,179951.634
2822,0.62293148,537074.481,179941.634
2823,0.617864132,537074.481,179931.634
2826,0.617784917,537074.481,179901.634
2829,0.617132545,537074.481,179871.634
2833,0.681288958,537074.481,179831.634
2834,0.612057865,537074.481,179821.634
2837,0.63160038,537074.481,179791.634
2838,0.65632236,537074.481,179781.634
2841,0.672330618,537074.481,179751.634
2843,0.617734611,537074.481,179731.634
2845,0.621303737,537074.481,179711.634
2846,0.618294597,537074.481,179701.634
2849,0.610811055,537074.481,179671.634
2852,0.607856929,537074.481,179641.634
2853,0.699163139,537074.481,179631.634
2857,0.605994523,537074.481,179591.634
2893,0.607108891,537074.481,179231.634
2898,0.651483834,537074.481,179181.634
2901,0.61126852,537074.481,179151.634
2921,0.60292238,537074.481,178951.634
2925,0.622617364,537074.481,178911.634
2929,0.629129052,537074.481,178871.634
2958,0.66063267,537074.481,178581.634
3003,0.670680761,537084.481,181131.634
3013,0.608661532,537084.481,181031.634
3014,0.647129536,537084.481,181021.634
3018,0.604792893,537084.481,180981.634
3019,0.687696278,537084.481,180971.634
3022,0.626403034,537084.481,180941.634
3024,0.733764648,537084.481,180921.634
3031,0.678630531,537084.481,180851.634
3035,0.697517633,537084.481,180811.634
3051,0.625619054,537084.481,180651.634
3053,0.604366422,537084.481,180631.634
3054,0.638051391,537084.481,180621.634
3061,0.614124238,537084.481,180551.634
3063,0.601221144,537084.481,180531.634
3065,0.640328109,537084.481,180511.634
3067,0.686888933,537084.481,180491.634
3068,0.678435445,537084.481,180481.634
3070,0.701093316,537084.481,180461.634
3071,0.694765091,537084.481,180451.634
3073,0.636705339,537084.481,180431.634
3074,0.662845314,537084.481,180421.634
3075,0.728160024,537084.481,180411.634
3077,0.614873111,537084.481,180391.634
3078,0.669125795,537084.481,180381.634
3080,0.692409098,537084.481,180361.634
3083,0.606853485,537084.481,180331.634
3086,0.645752966,537084.481,180301.634
3128,0.613337159,537084.481,179881.634
3130,0.613857329,537084.481,179861.634
3134,0.624937952,537084.481,179821.634
3140,0.67196101,537084.481,179761.634
3145,0.656391919,537084.481,179711.634
3147,0.611761749,537084.481,179691.634
3184,0.663249731,537084.481,179321.634
3190,0.601860046,537084.481,179261.634
3194,0.641220391,537084.481,179221.634
3198,0.676512182,537084.481,179181.634
3204,0.662859857,537084.481,179121.634
3222,0.647552967,537084.481,178941.634
3257,0.664842963,537084.481,178591.634
3260,0.615298688,537084.481,178561.634
3301,0.619221568,537094.481,181151.634
3305,0.599109232,537094.481,181111.634
3313,0.640907407,537094.481,181031.634
3315,0.709326267,537094.481,181011.634
3317,0.716588497,537094.481,180991.634
3321,0.653294623,537094.481,180951.634
3326,0.618276596,537094.481,180901.634
3333,0.620476842,537094.481,180831.634
3343,0.604929686,537094.481,180731.634
3349,0.643646002,537094.481,180671.634
3357,0.613930583,537094.481,180591.634
3361,0.629115522,537094.481,180551.634
3362,0.608891904,537094.481,180541.634
3365,0.68152386,537094.481,180511.634
3366,0.600791812,537094.481,180501.634
3369,0.64401114,537094.481,180471.634
3371,0.656801999,537094.481,180451.634
3373,0.678019285,537094.481,180431.634
3374,0.773946404,537094.481,180421.634
3376,0.714274764,537094.481,180401.634
3378,0.606058836,537094.481,180381.634
3379,0.63773793,537094.481,180371.634
3384,0.617894113,537094.481,180321.634
3418,0.603355467,537094.481,179981.634
3421,0.60118717,537094.481,179951.634
3425,0.647236824,537094.481,179911.634
3427,0.666881382,537094.481,179891.634
3430,0.608715773,537094.481,179861.634
3437,0.641198277,537094.481,179791.634
3438,0.600376666,537094.481,179781.634
3439,0.619455695,537094.481,179771.634
3440,0.60897392,537094.481,179761.634
3441,0.671076775,537094.481,179751.634
3442,0.635119915,537094.481,179741.634
3449,0.633735299,537094.481,179671.634
3453,0.686760843,537094.481,179631.634
3465,0.604694724,537094.481,179511.634
3485,0.673603535,537094.481,179311.634
3489,0.633092523,537094.481,179271.634
3493,0.60304451,537094.481,179231.634
3505,0.642158926,537094.481,179111.634
3524,0.65223676,537094.481,178921.634
3526,0.686361611,537094.481,178901.634
3560,0.728833199,537094.481,178561.634
3561,0.635247886,537094.481,178551.634
3564,0.637323499,537094.481,178521.634
3603,0.616416693,537104.481,181131.634
3613,0.600863695,537104.481,181031.634
3614,0.692154169,537104.481,181021.634
3615,0.725573123,537104.481,181011.634
3617,0.621106148,537104.481,180991.634
3642,0.599402606,537104.481,180741.634
3647,0.604943454,537104.481,180691.634
3654,0.602089107,537104.481,180621.634
3655,0.611995339,537104.481,180611.634
3656,0.636142075,537104.481,180601.634
3660,0.616161168,537104.481,180561.634
3665,0.607531667,537104.481,180511.634
3666,0.709908843,537104.481,180501.634
3674,0.680067539,537104.481,180421.634
3676,0.628024876,537104.481,180401.634
3680,0.611703396,537104.481,180361.634
3682,0.708808124,537104.481,180341.634
3686,0.626565218,537104.481,180301.634
3688,0.602199495,537104.481,180281.634
3717,0.602836132,537104.481,179991.634
3719,0.619686186,537104.481,179971.634
3722,0.608331382,537104.481,179941.634
3724,0.67416054,537104.481,179921.634
3728,0.609321713,537104.481,179881.634
3730,0.667174518,537104.481,179861.634
3731,0.667322755,537104.481,179851.634
3732,0.674988151,537104.481,179841.634
3734,0.662781596,537104.481,179821.634
3735,0.658605933,537104.481,179811.634
3738,0.608039677,537104.481,179781.634
3747,0.61545521,537104.481,179691.634
3750,0.603548348,537104.481,179661.634
3758,0.63656956,537104.481,179581.634
3759,0.732815921,537104.481,179571.634
3760,0.611024439,537104.481,179561.634
3762,0.60451287,537104.481,179541.634
3784,0.633075476,537104.481,179321.634
3790,0.69808054,537104.481,179261.634
3799,0.6508255,537104.481,179171.634
3804,0.605917335,537104.481,179121.634
3818,0.613411009,537104.481,178981.634
3820,0.61098671,537104.481,178961.634
3822,0.600268543,537104.481,178941.634
3824,0.677052736,537104.481,178921.634
3827,0.646247447,537104.481,178891.634
3830,0.607266188,537104.481,178861.634
3858,0.613180995,537104.481,178581.634
3859,0.684450924,537104.481,178571.634
3864,0.624222279,537104.481,178521.634
3912,0.621605873,537114.481,181041.634
3915,0.624027014,537114.481,181011.634
3916,0.643468261,537114.481,181001.634
3917,0.734261513,537114.481,180991.634
3931,0.615315795,537114.481,180851.634
3945,0.609108627,537114.481,180711.634
3953,0.620723903,537114.481,180631.634
3974,0.602042794,537114.481,180421.634
3975,0.665757716,537114.481,180411.634
3981,0.72482729,537114.481,180351.634
3985,0.627851784,537114.481,180311.634
3986,0.605216503,537114.481,180301.634
3993,0.609707177,537114.481,180231.634
4021,0.658112705,537114.481,179951.634
4025,0.714432478,537114.481,179911.634
4027,0.599563003,537114.481,179891.634
4031,0.638639629,537114.481,179851.634
4033,0.606313586,537114.481,179831.634
4037,0.611778498,537114.481,179791.634
4045,0.605581164,537114.481,179711.634
4056,0.611704946,537114.481,179601.634
4061,0.661373854,537114.481,179551.634
4119,0.601076663,537114.481,178971.634
4125,0.633936763,537114.481,178911.634
4130,0.652216673,537114.481,178861.634
4133,0.677345097,537114.481,178831.634
4137,0.649110854,537114.481,178791.634
4158,0.834437847,537114.481,178581.634
4160,0.711348653,537114.481,178561.634
4162,0.790026188,537114.481,178541.634
4164,0.658324838,537114.481,178521.634
4166,0.690284669,537114.481,178501.634
4170,0.609687448,537114.481,178461.634
4172,0.606931865,537114.481,178441.634
4202,0.606911063,537124.481,181141.634
4207,0.609921038,537124.481,181091.634
4212,0.599014819,537124.481,181041.634
4217,0.742711842,537124.481,180991.634
4226,0.613720953,537124.481,180901.634
4228,0.701764286,537124.481,180881.634
4232,0.606291473,537124.481,180841.634
4235,0.639969647,537124.481,180811.634
4250,0.650615513,537124.481,180661.634
4263,0.601489484,537124.481,180531.634
4266,0.618512809,537124.481,180501.634
4274,0.723270655,537124.481,180421.634
4277,0.724829912,537124.481,180391.634
4278,0.675054371,537124.481,180381.634
4279,0.740244985,537124.481,180371.634
4280,0.641669989,537124.481,180361.634
4284,0.689302087,537124.481,180321.634
4286,0.612468004,537124.481,180301.634
4311,0.602205694,537124.481,180051.634
4316,0.617584229,537124.481,180001.634
4318,0.625029802,537124.481,179981.634
4323,0.65834564,537124.481,179931.634
4324,0.599927187,537124.481,179921.634
4330,0.710108459,537124.481,179861.634
4331,0.626309574,537124.481,179851.634
4332,0.633741021,537124.481,179841.634
4334,0.670648754,537124.481,179821.634
4359,0.730980635,537124.481,179571.634
4360,0.634119272,537124.481,179561.634
4361,0.652285039,537124.481,179551.634
4362,0.620940089,537124.481,179541.634
4396,0.610771894,537124.481,179201.634
4403,0.666748703,537124.481,179131.634
4404,0.631227374,537124.481,179121.634
4408,0.599978685,537124.481,179081.634
4412,0.606773019,537124.481,179041.634
4423,0.607551813,537124.481,178931.634
4424,0.62799418,537124.481,178921.634
4426,0.645234108,537124.481,178901.634
4430,0.619770646,537124.481,178861.634
4434,0.631712317,537124.481,178821.634
4460,0.635103345,537124.481,178561.634
4461,0.666680992,537124.481,178551.634
4466,0.608635783,537124.481,178501.634
4467,0.606668711,537124.481,178491.634
4516,0.675192177,537134.481,181001.634
4517,0.655590177,537134.481,180991.634
4533,0.695323348,537134.481,180831.634
4537,0.627433598,537134.481,180791.634
4553,0.607433021,537134.481,180631.634
4562,0.693221688,537134.481,180541.634
4573,0.706081629,537134.481,180431.634
4577,0.649406195,537134.481,180391.634
4578,0.821382761,537134.481,180381.634
4581,0.726878285,537134.481,180351.634
4582,0.603210092,537134.481,180341.634
4583,0.650042295,537134.481,180331.634
4586,0.654197693,537134.481,180301.634
4607,0.611580193,537134.481,180091.634
4617,0.607346892,537134.481,179991.634
4621,0.6784904,537134.481,179951.634
4622,0.673785746,537134.481,179941.634
4625,0.613112926,537134.481,179911.634
4626,0.651675999,537134.481,179901.634
4629,0.642267942,537134.481,179871.634
4633,0.675934553,537134.481,179831.634
4634,0.710421801,537134.481,179821.634
4636,0.626410007,537134.481,179801.634
4637,0.60123533,537134.481,179791.634
4660,0.647444248,537134.481,179561.634
4689,0.655508459,537134.481,179271.634
4693,0.604021072,537134.481,179231.634
4701,0.609269857,537134.481,179151.634
4721,0.654658854,537134.481,178951.634
4724,0.649913192,537134.481,178921.634
4725,0.641020954,537134.481,178911.634
4727,0.69038713,537134.481,178891.634
4730,0.640840054,537134.481,178861.634
4733,0.674646974,537134.481,178831.634
4745,0.614976525,537134.481,178711.634
4757,0.754817605,537134.481,178591.634
4760,0.79804492,537134.481,178561.634
4762,0.695963502,537134.481,178541.634
4764,0.665685534,537134.481,178521.634
4768,0.661258817,537134.481,178481.634
4770,0.697019577,537134.481,178461.634
4772,0.798825741,537134.481,178441.634
4773,0.611450672,537134.481,178431.634
4806,0.608691692,537144.481,181101.634
4817,0.669765234,537144.481,180991.634
4818,0.65186578,537144.481,180981.634
4819,0.621318638,537144.481,180971.634
4822,0.603940845,537144.481,180941.634
4836,0.605685651,537144.481,180801.634
4841,0.61578846,537144.481,180751.634
4850,0.600518942,537144.481,180661.634
4856,0.612912953,537144.481,180601.634
4859,0.660665035,537144.481,180571.634
4860,0.605175197,537144.481,180561.634
4862,0.647788882,537144.481,180541.634
4866,0.648061037,537144.481,180501.634
4868,0.681643128,537144.481,180481.634
4870,0.714788675,537144.481,180461.634
4871,0.677617967,537144.481,180451.634
4874,0.66591382,537144.481,180421.634
4876,0.659126103,537144.481,180401.634
4878,0.689796507,537144.481,180381.634
4879,0.642204046,537144.481,180371.634
4880,0.619513214,537144.481,180361.634
4884,0.636646867,537144.481,180321.634
4886,0.639597416,537144.481,180301.634
4930,0.65966326,537144.481,179861.634
4932,0.633372247,537144.481,179841.634
4936,0.653045058,537144.481,179801.634
4939,0.620939434,537144.481,179771.634
4962,0.617510796,537144.481,179541.634
4974,0.601794481,537144.481,179421.634
4987,0.620635688,537144.481,179291.634
4988,0.610148609,537144.481,179281.634
4991,0.639819086,537144.481,179251.634
4995,0.604302108,537144.481,179211.634
5004,0.609552383,537144.481,179121.634
5019,0.709500551,537144.481,178971.634
5020,0.627902389,537144.481,178961.634
5023,0.611385047,537144.481,178931.634
5027,0.633927584,537144.481,178891.634
5028,0.757838905,537144.481,178881.634
5031,0.665119767,537144.481,178851.634
5038,0.607645869,537144.481,178781.634
5042,0.685602963,537144.481,178741.634
5057,0.728749752,537144.481,178591.634
5059,0.684221268,537144.481,178571.634
5060,0.645818353,537144.481,178561.634
5062,0.610561848,537144.481,178541.634
5063,0.638029337,537144.481,178531.634
5064,0.743609309,537144.481,178521.634
5068,0.606821299,537144.481,178481.634
5069,0.612606406,537144.481,178471.634
5071,0.631298661,537144.481,178451.634
5072,0.716153502,537144.481,178441.634
5073,0.625856757,537144.481,178431.634
5107,0.616945326,537154.481,181091.634
5115,0.65892601,537154.481,181011.634
5116,0.713732839,537154.481,181001.634
5117,0.811786056,537154.481,180991.634
5118,0.618539751,537154.481,180981.634
5149,0.60429883,537154.481,180671.634
5157,0.647463918,537154.481,180591.634
5161,0.694216132,537154.481,180551.634
5162,0.602777004,537154.481,180541.634
5166,0.606105685,537154.481,180501.634
5167,0.64463979,537154.481,180491.634
5168,0.649531126,537154.481,180481.634
5169,0.696270764,537154.481,180471.634
5182,0.667783916,537154.481,180341.634
5187,0.63789916,537154.481,180291.634
5189,0.630593002,537154.481,180271.634
5229,0.665340722,537154.481,179871.634
5269,0.628466666,537154.481,179471.634
5289,0.64008975,537154.481,179271.634
5317,0.613628685,537154.481,178991.634
5323,0.607807159,537154.481,178931.634
5324,0.607661366,537154.481,178921.634
5337,0.609566212,537154.481,178791.634
5339,0.608114123,537154.481,178771.634
5341,0.674020171,537154.481,178751.634
5358,0.788555622,537154.481,178581.634
5360,0.801303208,537154.481,178561.634
5362,0.795780897,537154.481,178541.634
5364,0.670907497,537154.481,178521.634
5366,0.791158676,537154.481,178501.634
5370,0.799042821,537154.481,178461.634
5372,0.802796781,537154.481,178441.634
5374,0.797968328,537154.481,178421.634
5406,0.629128397,537164.481,181101.634
5407,0.608999789,537164.481,181091.634
5410,0.631316423,537164.481,181061.634
5413,0.653172255,537164.481,181031.634
5415,0.675872684,537164.481,181011.634
5416,0.691351354,537164.481,181001.634
5417,0.647811353,537164.481,180991.634
5418,0.660541892,537164.481,180981.634
5420,0.626541913,537164.481,180961.634
5430,0.603149772,537164.481,180861.634
5432,0.640309751,537164.481,180841.634
5436,0.600927711,537164.481,180801.634
5454,0.609083295,537164.481,180621.634
5458,0.675904453,537164.481,180581.634
5459,0.628716648,537164.481,180571.634
5460,0.708230734,537164.481,180561.634
5462,0.624892116,537164.481,180541.634
5463,0.663619876,537164.481,180531.634
5464,0.66482234,537164.481,180521.634
5465,0.710842788,537164.481,180511.634
5466,0.688346922,537164.481,180501.634
5471,0.674269736,537164.481,180451.634
5474,0.653695107,537164.481,180421.634
5479,0.689753771,537164.481,180371.634
5486,0.615082443,537164.481,180301.634
5491,0.656146705,537164.481,180251.634
5522,0.676631331,537164.481,179941.634
5532,0.608818829,537164.481,179841.634
5535,0.606003165,537164.481,179811.634
5553,0.599940717,537164.481,179631.634
5555,0.636721671,537164.481,179611.634
5559,0.619819105,537164.481,179571.634
5561,0.636130691,537164.481,179551.634
5563,0.62756443,537164.481,179531.634
5564,0.677829146,537164.481,179521.634
5612,0.608640254,537164.481,179041.634
5620,0.663233638,537164.481,178961.634
5622,0.68687588,537164.481,178941.634
5626,0.720699608,537164.481,178901.634
5637,0.600243211,537164.481,178791.634
5638,0.688468337,537164.481,178781.634
5642,0.686181962,537164.481,178741.634
5643,0.694035769,537164.481,178731.634
5657,0.660248101,537164.481,178591.634
5658,0.654563427,537164.481,178581.634
5659,0.605206549,537164.481,178571.634
5660,0.636608481,537164.481,178561.634
5662,0.666642785,537164.481,178541.634
5663,0.634756327,537164.481,178531.634
5664,0.61437726,537164.481,178521.634
5668,0.69483757,537164.481,178481.634
5669,0.615761995,537164.481,178471.634
5670,0.690902114,537164.481,178461.634
5671,0.660367131,537164.481,178451.634
5673,0.745773256,537164.481,178431.634
5676,0.653287768,537164.481,178401.634
5701,0.630505323,537174.481,181151.634
5705,0.649066389,537174.481,181111.634
5716,0.619095445,537174.481,181001.634
5717,0.685033262,537174.481,180991.634
5721,0.639331937,537174.481,180951.634
5725,0.606156647,537174.481,180911.634
5729,0.621209025,537174.481,180871.634
5760,0.617242634,537174.481,180561.634
5761,0.731019795,537174.481,180551.634
5762,0.623529196,537174.481,180541.634
5763,0.655248761,537174.481,180531.634
5769,0.66399157,537174.481,180471.634
