id,NightEconomy_10m_None,HousingDensity_10m_None,GreenSpace_10m_None,BuildingHeights_10m_None,SpaceSyntax_10m_choice_ASA216_T10,Supermarkets_10m (1)_id_count,noise sum_10m_NoiseClass10m,Test_intergration_None,BuilingArea_10m_None
680,"2",2.458,,,,,62.5,,
681,"2",2.458,,,,,62.5,,
682,"2",2.458,,,"1011",,62.5,374.48148,
683,"2",2.458,,,,,62.5,,
684,"2",2.458,,3.36521733325,"156240",,62.5,448.11481,"7.0"
685,"2",2.458,,,,,,,
686,"2",2.458,,,,,62.5,,
687,"2",2.458,,,,,62.5,,
688,"2",2.458,,,,,62.5,,
689,"2",2.458,,,,,62.5,,
690,"2",2.458,,,,,62.5,,
691,"2",2.458,,,,,62.5,,
692,"2",2.458,,,,,57.5,,
693,"2",2.458,,,,,57.5,,
694,"2",2.458,,,,,57.5,,
695,"2",2.458,,,,,57.5,,
696,"2",2.458,,,,,57.5,,
697,"2",2.458,,,,,57.5,,
698,"2",2.458,,,,,57.5,,
699,"2",2.458,,,,,57.5,,
700,"2",2.458,,,,,57.5,,
701,"2",2.458,,,,,57.5,,
702,"2",2.458,,,,,57.5,,
703,"2",2.458,,,,,57.5,,
704,,2.458,,,,,57.5,,
705,,2.458,,,,,57.5,,
706,,2.458,,,,,57.5,,
707,,2.458,,,,,57.5,,
708,,2.458,,,,,57.5,,
709,,2.458,,,,,57.5,,
710,,2.458,,,,,57.5,,
711,,2.458,,,,,,,
712,,2.458,,,,,,,
713,,2.458,,,,,,,
714,,2.458,,,,,,,
715,"2",2.458,,,"0",,,273.07791,
716,"2",2.458,,,"0",,,273.07791,
717,"2",2.458,,,"0",,,273.07791,
718,"2",2.458,,,"0",,,273.07791,
719,"2",2.458,,26.182122901,,,,,"12.0"
720,"2",2.458,,26.182122901,,,,,"100.0"
721,"2",2.458,,26.182122901,,,,,"1.0"
722,"2",2.458,,,,,,,
723,"2",2.458,,26.182122901,,,,,"2.0"
724,"2",2.458,,26.182122901,,,,,"9.0"
725,"2",2.458,,26.182122901,"0",,,305.1243,"4.0"
726,"2",2.458,,28.3675076824,,,,,"5.0"
727,"2",2.458,,28.3675076824,,,,,"6.0"
728,"2",2.458,,,,,,,
729,"2",2.458,,,,,,,
730,"2",2.458,,,,,,,
731,"2",2.458,,,,,,,
732,"2",2.458,,,,,,,
733,"2",2.458,,,,,,,
734,"2",2.458,,28.3176189294,,,,,"35.0"
735,"2",2.458,,28.3176189294,,,,,"3.0"
736,"2",2.458,,,,,,,
737,"2",2.458,,,,,,,
738,"2",2.458,,,,,,,
739,"2",2.458,,,,,,,
740,"2",2.458,,,,,,,
741,"2",2.458,,,,,,,
742,"2",2.458,,,,,,,
743,"2",2.458,,,,,,,
744,"2",2.458,,,,,,,
745,"2",2.458,,,,,,,
746,"2",2.458,,40.7664378168,,,,,"4.0"
747,"2",2.458,,40.7664378168,,,,,"45.0"
748,"2",2.458,,40.7664378168,,,,,"19.0"
749,"2",2.458,,,,,,,
750,"2",2.458,,,,,,,
751,"2",2.458,,,,,,,
752,"2",2.458,,,,,,,
753,"2",2.458,,,,,,,
754,"2",2.458,,,,,,,
755,"2",2.458,,,,,,,
756,"2",2.458,,,,,,,
757,"2",2.458,,13.323072473,,,,,"30.0"
758,"2",2.458,,13.323072473,,,,,"32.0"
759,"2",2.458,,,,,,,
760,"2",2.458,,,,,,,
761,"2",2.458,,,,,,,
762,"2",2.458,,,,,,,
763,"2",2.458,,,,,,,
764,"2",2.458,,,,,,,
765,"2",2.458,,20.7207020022,,,,,"6.0"
766,"2",2.458,,20.7207020022,,,,,"2.0"
767,"505",2.458,,,,,,,
768,"505",2.458,22,,,,,,
769,"505",2.458,42,,,,,,
770,"505",2.458,53,,,,,,
771,"505",2.458,65,,,,,,
772,"505",2.458,76,,,,,,
773,"505",2.458,87,,,,,,
774,"505",2.458,97,,,,,,
775,"505",2.458,100,,,,,,
776,"505",2.458,100,,,,,,
777,"505",2.458,100,,,,,,
778,"505",2.458,100,,,,,,
779,"505",2.458,100,,,,,,
780,"505",2.458,100,,,,,,
781,"505",2.458,100,,,,,,
782,"505",2.458,100,,,,,,
783,"505",2.458,100,,,,,,
784,"505",2.458,100,,,,,,
785,"505",2.458,100,,,,,,
786,"505",2.458,100,,,,,,
787,"505",2.458,16,,,,,,
788,"505",2.458,,22.1529483734,,,,,"53.0"
789,"505",2.458,,22.1529483734,,,,,"96.0"
790,"505",2.458,,22.1529483734,,,,,"91.0"
791,"505",2.458,,22.1529483734,,,,,"100.0"
792,"505",2.458,,22.1529483734,,,,,"100.0"
793,"505",2.458,,22.1529483734,"0",,,229.95465,"36.0"
794,"505",2.458,,16.8429442021,,,,,"92.0"
795,"540",2.458,,16.8429442021,,,,,"100.0"
796,"540",2.458,,16.8429442021,,,,,"100.0"
797,"540",2.458,,16.8429442021,,,,,"100.0"
798,"540",2.458,,16.8429442021,,,,,"100.0"
799,"540",2.458,,16.8429442021,,,,,"100.0"
800,"540",2.458,,16.8429442021,,,,,"100.0"
801,"540",2.458,,16.8429442021,,,,,"86.0"
802,"540",2.458,,,,,,,
803,"540",2.458,,,,,,,
804,"540",2.458,,,,,,,
805,"540",2.458,,,,,,,
806,"540",2.458,,,,,,,
807,"540",2.458,,,,,,,
808,,2.458,,,,,,,
809,,2.458,,,,,,,
810,,2.458,,,,,,,
811,,2.458,,,,,,,
812,,2.458,,,,,,,
813,,2.458,,,,,,,
814,,2.458,,,,,,,
815,,2.458,,,,,,,
816,,2.458,,,,,,,
817,,2.458,,,,,,,
818,,2.458,,,,,,,
819,,2.458,,,,,,,
820,,2.458,,,,,,,
821,,2.458,,,,,,,
822,,2.458,,,,,,,
823,,2.458,,,,,,,
824,,2.458,,,,,,,
825,,2.458,,,,,,,
826,,2.458,,,,,,,
827,,2.458,,,,,,,
828,,2.458,,,,,,,
829,,2.458,,,,,,,
830,,2.458,,,,,,,
831,,2.458,,,,,,,
832,,2.458,,,,,,,
833,,2.458,,,,,,,
834,,2.458,,,,,,,
835,,2.458,,,,,,,
836,,2.458,,,,,,,
837,,2.458,,,,,,,
838,,2.458,,,,,,,
839,,2.458,,,,,,,
840,,2.458,,,,,,,
841,,2.458,,,,,,,
842,,2.458,,,,,,,
843,,2.458,,,,,,,
844,,2.458,,,,,,,
845,,2.458,,,,,,,
846,,2.458,,,,,,,
847,,2.458,,,,,,,
848,,2.458,,,,,,,
849,,2.458,,,,,,,
850,,2.458,,,,,,,
851,,2.458,,,,,,,
852,,2.458,,,,,,,
853,,2.458,,,,,,,
854,,2.458,,,,,,,
855,,2.458,,,,,,,
856,,2.458,,,,,,,
857,,1.774,,,,,,,
858,,1.774,,,,,,,
859,,1.774,,,,,,,
860,,1.774,,,,,,,
861,,1.774,,,,,,,
862,,1.774,,,,,,,
863,,1.774,,,,,,,
864,,1.774,,,,,,,
865,,1.774,,,,,,,
866,,1.774,,,,,,,
867,,1.774,,,,,,,
868,,1.774,,,,,,,
869,,1.774,,,,,,,
870,,1.774,,,,,,,
871,,1.774,,,,,,,
872,,1.774,,,,,,,
873,,1.774,,,,,,,
874,,1.774,,,,,,,
875,,1.774,,,,,,,
876,,1.774,,,,,,,
877,,1.774,,,,,,,
878,,1.774,,,,,,,
879,,1.774,,,,,,,
880,,1.774,,,,,,,
881,,1.774,,,,,,,
882,"290",1.774,,,,,,,
883,"290",1.774,,,,,,,
884,"290",1.774,,,,,,,
885,"290",1.774,,,,,,,
886,"290",1.774,,,,,,,
887,"290",1.774,,,,,,,
888,"290",1.774,,,,,,,
889,"290",1.774,,,,,,,
890,"290",1.774,,,,,,,
891,"290",1.774,,,,,,,
892,"290",1.774,,,,,,,
893,"290",1.774,,,,,,,
894,"290",1.774,,,,,,,
895,"290",1.774,,,,,,,
896,"290",1.774,,,,,,,
897,"290",1.774,,12.8790274727,,,,,"17.0"
898,"290",1.774,,12.8790274727,,,,,"100.0"
899,"290",1.774,,12.8790274727,,,,,"100.0"
900,"290",1.774,,12.8790274727,,,,,"100.0"
901,"265",1.142,,9.91836055474,,,,,"30.0"
902,"265",1.142,,,,,,,
903,"265",1.142,,9.91836055474,,,,,"64.0"
904,"265",1.142,,9.91836055474,,,,,"19.0"
905,"265",1.142,,,,,57.5,,
906,"265",1.142,,9.91836055474,,,57.5,,"29.0"
907,"265",1.142,,9.91836055474,,,57.5,,"87.0"
908,"265",1.142,,9.91836055474,"5946",,57.5,539.80151,"50.0"
909,"265",1.142,,9.91836055474,"9246",,57.5,603.19318,"12.0"
910,"265",1.142,,,,,67.5,,
911,"265",1.142,,,,,67.5,,
912,"265",1.142,,,,,67.5,,
913,"265",1.142,,,"700584",,67.5,901.36847,
914,"265",1.142,,,"700584",,,901.36847,
915,"265",1.142,,10.3025125666,,,67.5,,"12.0"
916,"265",1.142,,10.3025125666,,,67.5,,"100.0"
917,"265",1.142,,10.3025125666,,,,,"21.0"
918,"265",1.142,,,,,,,
919,"265",1.142,,,,,,,
920,"265",1.142,,15.9389804268,,,57.5,,"2.0"
921,"265",1.142,,15.9389804268,,,67.5,,"59.0"
922,"265",1.142,,15.7997986244,,,67.5,,"100.0"
923,"265",1.142,,15.7997986244,,,67.5,,"91.0"
924,"265",1.142,,15.7997986244,"0",,67.5,673.78595,"17.0"
925,"265",1.142,,,"666852",,,837.24567,
926,"265",1.142,,,"660730",,,828.01013,
927,"455",1.142,,,"660730",,,828.01013,
928,"455",1.142,,,"27072",,,642.41986,
929,"455",1.142,,,,,67.5,,
930,"455",1.142,,,"10004",,67.5,694.53748,
931,"455",1.142,,,"10004",,67.5,694.53748,
932,"455",1.142,,,"10004",,67.5,694.53748,
933,"455",1.142,,,,,67.5,,
934,"455",1.142,,,,,67.5,,
935,"455",1.142,,,,,67.5,,
936,"455",1.142,,,,,62.5,,
937,"455",1.142,,6.57123478169,,,62.5,,"21.0"
938,"455",1.142,,8.88361243875,"98302",,57.5,633.61884,"34.0"
939,"455",1.142,,8.88361243875,"98302",,62.5,633.61884,"50.0"
940,"455",1.142,,8.88361243875,"28281",,67.5,620.9079,"9.0"
941,"455",1.142,,,"28281",,67.5,620.9079,
942,"455",1.142,,,"28281",,72.5,620.9079,
943,"455",1.142,,15.5817539877,"205965",,72.5,652.12433,"8.0"
944,"455",1.142,,15.5817539877,"205965",,72.5,652.12433,"0.0"
945,"455",2.458,,,"205965",,72.5,652.12433,
946,"455",2.458,,,"205965",,72.5,652.12433,
947,"455",2.458,,13.0912748281,"173588",,72.5,627.88531,"1.0"
948,"455",2.458,,13.0912748281,"173588",,72.5,627.88531,"21.0"
949,"2",2.458,,13.0912748281,"42495",,72.5,608.87128,"47.0"
950,"2",2.458,,13.0912748281,"42495",,72.5,608.87128,"21.0"
951,"2",2.458,,13.5301849069,,,72.5,,"30.0"
952,"2",2.458,,13.5301849069,,,72.5,,"95.0"
953,"2",2.458,,13.5301849069,,,72.5,,"70.0"
954,"2",2.458,,5.38468607949,,,72.5,,"72.0"
955,"2",2.458,,5.38468607949,,,67.5,,"43.0"
956,"2",2.458,,5.38468607949,,,62.5,,"28.0"
957,"2",2.458,,5.38468607949,,,62.5,,"13.0"
958,"2",2.458,,5.38468607949,,,62.5,,"1.0"
959,"2",2.458,,,,,62.5,,
960,"2",2.458,,,,,62.5,,
961,"2",2.458,,5.38468607949,,,62.5,,"79.0"
962,"2",2.458,,5.38468607949,,,62.5,,"100.0"
963,"2",2.458,,5.38468607949,,,62.5,,"28.0"
964,"2",2.458,,10.4167738832,,,62.5,,"16.0"
965,"2",2.458,,10.4167738832,,,62.5,,"63.0"
966,"2",2.458,,,"3835",,62.5,411.84549,
967,"2",2.458,,39.4637212686,,,62.5,,"83.0"
968,"2",2.458,,39.4637212686,,,62.5,,"100.0"
969,"2",2.458,,39.4637212686,,,,,"100.0"
970,"2",2.458,,39.4637212686,,,,,"81.0"
971,"2",2.458,,39.4637212686,"166033",,,548.27631,"26.0"
972,"2",2.458,,,"166033",,72.5,548.27631,
973,"2",2.458,,,"173795",,72.5,548.27631,
974,"2",2.458,,,,,72.5,,
975,"2",2.458,,,,,62.5,,
976,"2",2.458,,,"8429",,62.5,431.2374,
977,"2",2.458,,3.53949194106,,,62.5,,"5.0"
978,"2",2.458,,3.53949194106,,,62.5,,"5.0"
979,"2",2.458,,,,,62.5,,
980,"2",2.458,,,,,62.5,,
981,"2",2.458,,,,,62.5,,
982,"2",2.458,,,"642",,62.5,374.48148,
983,"2",2.458,,,"642",,62.5,374.48148,
984,"2",2.458,,4.03872001648,"156240",,62.5,448.11481,"17.0"
985,"2",2.458,,,"156240",,62.5,448.11481,
986,"2",2.458,,,,,,,
987,"2",2.458,,,,,62.5,,
988,"2",2.458,,,,,62.5,,
989,"2",2.458,,,,,62.5,,
990,"2",2.458,,,,,62.5,,
991,"2",2.458,,,,,62.5,,
992,"2",2.458,,,,,62.5,,
993,"2",2.458,,,,,57.5,,
994,"2",2.458,,,,,57.5,,
995,"2",2.458,,,,,57.5,,
996,"2",2.458,,,,,57.5,,
997,"2",2.458,,,,,57.5,,
998,"2",2.458,,,,,57.5,,
999,"2",2.458,,,,,57.5,,
1000,"2",2.458,,,,,57.5,,
1001,"2",2.458,,,,,57.5,,
1002,"2",2.458,,,,,57.5,,
1003,"2",2.458,,,,,57.5,,
1004,"2",2.458,,,,,57.5,,
1005,,2.458,,,,,57.5,,
1006,,2.458,,,,,57.5,,
1007,,2.458,,,,,57.5,,
1008,,2.458,,,,,57.5,,
1009,,2.458,,,,,57.5,,
1010,"2",2.458,,,"0",,57.5,273.07791,
1011,"2",2.458,,,"0",,,273.07791,
1012,"2",2.458,,,"0",,,273.07791,
1013,"2",2.458,,,"0",,,273.07791,
1014,"2",2.458,,40.3281817149,"0",,,273.07791,"6.0"
1015,"2",2.458,,40.3281817149,"0",,,273.07791,"31.0"
1016,"2",2.458,,40.3281817149,,,,,"37.0"
1017,"2",2.458,,40.3281817149,,,,,"67.0"
1018,"2",2.458,,40.3281817149,,,,,"84.0"
1019,"2",2.458,,40.3281817149,,,,,"36.0"
1020,"2",2.458,,26.182122901,,,,,"70.0"
1021,"2",2.458,,26.182122901,,,,,"91.0"
1022,"2",2.458,,26.182122901,,,,,"96.0"
1023,"2",2.458,,26.182122901,,,,,"100.0"
1024,"2",2.458,,26.182122901,,,,,"100.0"
1025,"2",2.458,,26.182122901,"0",,,305.1243,"38.0"
1026,"2",2.458,,28.3675076824,,,,,"33.0"
1027,"2",2.458,,28.3675076824,,,,,"88.0"
1028,"2",2.458,,28.3675076824,,,,,"12.0"
1029,"2",2.458,,,,,,,
1030,"2",2.458,,,,,,,
1031,"2",2.458,,,,,,,
1032,"2",2.458,,28.3176189294,,,,,"0.0"
1033,"2",2.458,,28.3176189294,,,,,"51.0"
1034,"2",2.458,,28.3176189294,,,,,"100.0"
1035,"2",2.458,,28.3176189294,,,,,"70.0"
1036,"2",2.458,,28.3176189294,,,,,"2.0"
1037,"2",2.458,,,,,,,
1038,"2",2.458,,,,,,,
1039,"2",2.458,,,,,,,
1040,"2",2.458,,,,,,,
1041,"2",2.458,,28.2484714279,,,,,"44.0"
1042,"2",2.458,,28.2484714279,,,,,"74.0"
1043,"2",2.458,,28.2484714279,,,,,"72.0"
1044,"2",2.458,,28.2484714279,,,,,"69.0"
1045,"2",2.458,,28.2484714279,,,,,"56.0"
1046,"2",2.458,,40.7664378168,,,,,"10.0"
1047,"2",2.458,,40.7664378168,,,,,"100.0"
1048,"2",2.458,,40.7664378168,,,,,"42.0"
1049,"2",2.458,,29.6446167036,,,,,"25.0"
1050,"2",2.458,,29.6446167036,,,,,"56.0"
1051,"2",2.458,,29.6446167036,,,,,"55.0"
1052,"2",2.458,,29.6446167036,,,,,"53.0"
1053,"2",2.458,,29.6446167036,,,,,"39.0"
1054,"2",2.458,,29.6446167036,,,,,"0.0"
1055,"2",2.458,,,,,,,
1056,"2",2.458,,,,,,,
1057,"2",2.458,,13.323072473,,,,,"79.0"
1058,"2",2.458,,13.323072473,,,,,"87.0"
1059,"2",2.458,,,,,,,
1060,"2",2.458,,,,,,,
1061,"2",2.458,,,,,,,
1062,"2",2.458,,,,,,,
1063,"505",2.458,,,,,,,
1064,"2",2.458,,20.7207020022,,,,,"47.0"
1065,"2",2.458,,20.7207020022,,,,,"100.0"
1066,"2",2.458,,20.7207020022,,,,,"99.0"
1067,"505",2.458,,20.7207020022,,,,,"8.0"
1068,"505",2.458,75,,,,,,
1069,"505",2.458,100,,,,,,
1070,"505",2.458,100,,,,,,
1071,"505",2.458,100,,,,,,
1072,"505",2.458,100,,,,57.5,,
1073,"505",2.458,100,,,,57.5,,
1074,"505",2.458,100,,,,57.5,,
1075,"505",2.458,100,,,,57.5,,
1076,"505",2.458,100,,,,57.5,,
1077,"505",2.458,100,,,,57.5,,
1078,"505",2.458,100,,,,57.5,,
1079,"505",2.458,100,,,,57.5,,
1080,"505",2.458,100,,,,57.5,,
1081,"505",2.458,100,,,,,,
1082,"505",2.458,100,,,,,,
1083,"505",2.458,100,,,,,,
1084,"505",2.458,100,,,,,,
1085,"505",2.458,100,,,,,,
1086,"505",2.458,95,,,,,,
1087,"505",2.458,1,22.1529483734,,,,,"16.0"
1088,"505",2.458,,22.1529483734,,,,,"97.0"
1089,"505",2.458,,22.1529483734,,,,,"98.0"
1090,"505",2.458,,22.1529483734,,,,,"54.0"
1091,"505",2.458,,22.1529483734,,,,,"75.0"
1092,"505",2.458,,22.1529483734,,,,,"28.0"
1093,"505",2.458,,22.1529483734,"0",,,229.95465,"3.0"
1094,"505",2.458,,16.8429442021,,,,,"17.0"
1095,"505",2.458,,16.8429442021,,,,,"20.0"
1096,"540",2.458,,16.8429442021,,,,,"18.0"
1097,"540",2.458,,16.8429442021,,,,,"15.0"
1098,"540",2.458,,16.8429442021,,,,,"13.0"
1099,"540",2.458,,16.8429442021,,,,,"11.0"
1100,"540",2.458,,16.8429442021,,,,,"8.0"
1101,"540",2.458,,16.8429442021,,,,,"5.0"
1102,"540",2.458,,,,,,,
1103,"540",2.458,,,,,,,
1104,"540",2.458,,,,,,,
1105,"540",2.458,,,,,,,
1106,"540",2.458,,,,,,,
1107,"540",2.458,,,,,,,
1108,"540",2.458,,,,,,,
1109,,2.458,,,,,,,
1110,,2.458,,,,,,,
1111,,2.458,,,,,,,
1112,,2.458,,,,,,,
1113,,2.458,,,,,,,
1114,,2.458,,,,,,,
1115,,2.458,,,,,,,
1116,,2.458,,,,,,,
1117,,2.458,,,,,,,
1118,,2.458,,,,,,,
1119,,2.458,,,,,,,
1120,,2.458,,,,,,,
1121,,2.458,,,,,,,
1122,,2.458,,,,,,,
1123,,2.458,,,,,,,
1124,,2.458,,,,,,,
1125,,2.458,,,,,,,
1126,,2.458,,,,,,,
1127,,2.458,,,,,,,
1128,,2.458,,,,,,,
1129,,2.458,,,,,,,
1130,,2.458,,,,,,,
1131,,2.458,,,,,,,
1132,,2.458,,,,,,,
1133,,2.458,,,,,,,
1134,,2.458,,,,,,,
1135,,2.458,,,,,,,
1136,,2.458,,,,,,,
1137,,2.458,,,,,,,
1138,,2.458,,,,,,,
1139,,2.458,,,,,,,
1140,,2.458,,,,,,,
1141,,2.458,,,,,,,
1142,,2.458,,,,,,,
1143,,2.458,,,,,,,
1144,,2.458,,,,,,,
1145,,2.458,,,,,,,
1146,,2.458,,,,,,,
1147,,2.458,,,,,,,
1148,,2.458,,,,,,,
1149,,2.458,,,,,,,
1150,,2.458,,,,,,,
1151,,2.458,,,,,,,
1152,,2.458,,,,,,,
1153,,2.458,,,,,,,
1154,,2.458,,,,,,,
1155,,2.458,,,,,,,
1156,,2.458,,,,,,,
1157,,2.458,,,,,,,
1158,,1.774,,,,,,,
1159,,1.774,,,,,,,
1160,,1.774,,,,,,,
1161,,1.774,,,,,,,
1162,,1.774,,,,,,,
1163,,1.774,,,,,,,
1164,,1.774,,,,,,,
1165,,1.774,,,,,,,
1166,,1.774,,,,,,,
1167,,1.774,,,,,,,
1168,,1.774,,,,,,,
1169,,1.774,,,,,,,
1170,,1.774,,,,,,,
1171,,1.774,,,,,,,
1172,,1.774,,,,,,,
1173,,1.774,,,,,,,
1174,,1.774,,,,,,,
1175,,1.774,,,,,,,
1176,,1.774,,,,,,,
1177,,1.774,,,,,,,
1178,,1.774,,,,,,,
1179,,1.774,,,,,,,
1180,,1.774,,,,,,,
1181,,1.774,,,,,,,
1182,,1.774,,,,,,,
1183,"290",1.774,,,,,,,
1184,"290",1.774,,,,,,,
1185,"290",1.774,,,,,,,
1186,"290",1.774,,,,,,,
1187,"290",1.774,,,,,,,
1188,"290",1.774,,,,,,,
1189,"290",1.774,,,,,,,
1190,"290",1.774,,,,,,,
1191,"290",1.774,,,,,,,
1192,"290",1.774,,,,,,,
1193,"290",1.774,,,,,,,
1194,"290",1.774,,,,,,,
1195,"290",1.774,,,,,,,
1196,"290",1.774,,,,,,,
1197,"290",1.774,,12.8790274727,,,,,"2.0"
1198,"290",1.774,,12.8790274727,,,,,"98.0"
1199,"290",1.774,,12.8790274727,,,,,"100.0"
1200,"290",1.774,,12.8790274727,,,,,"100.0"
1201,"265",1.142,,9.91836055474,,,,,"80.0"
1202,"265",1.142,,9.91836055474,,,,,"74.0"
1203,"265",1.142,,9.91836055474,,,,,"51.0"
1204,"265",1.142,,,,,,,
1205,"265",1.142,,,,,,,
1206,"265",1.142,,,,,,,
1207,"265",1.142,,9.91836055474,,,57.5,,"6.0"
1208,"265",1.142,,9.91836055474,,,57.5,,"69.0"
1209,"265",1.142,,9.91836055474,"9246",,57.5,603.19318,"86.0"
1210,"265",1.142,,9.91836055474,"9246",,67.5,603.19318,"1.0"
1211,"265",1.142,,,,,67.5,,
1212,"265",1.142,,,,,67.5,,
1213,"265",1.142,,,,,67.5,,
1214,"265",1.142,,,"700584",,,901.36847,
1215,"265",1.142,,10.3025125666,,,67.5,,"0.0"
1216,"265",1.142,,10.3025125666,,,67.5,,"91.0"
1217,"265",1.142,,10.3025125666,,,57.5,,"37.0"
1218,"265",1.142,,,,,,,
1219,"265",1.142,,15.7997986244,,,,,"0.0"
1220,"265",1.142,,15.7997986244,,,57.5,,"57.0"
1221,"265",1.142,,15.7997986244,,,67.5,,"100.0"
1222,"265",1.142,,15.7997986244,,,67.5,,"100.0"
1223,"265",1.142,,15.7997986244,"0",,72.5,673.78595,"100.0"
1224,"265",1.142,,15.7997986244,"0",,72.5,673.78595,"75.0"
1225,"265",1.142,,15.7997986244,,,67.5,,"0.0"
1226,"265",1.142,,,,,,,
1227,"265",1.142,,,"660730",,,828.01013,
1228,"265",1.142,,,"660730",,,828.01013,
1229,"455",1.142,,,"10004",,,694.53748,
1230,"455",1.142,,,"10004",,67.5,694.53748,
1231,"455",1.142,,,,,67.5,,
1232,"455",1.142,,,,,67.5,,
1233,"455",1.142,,,,,67.5,,
1234,"455",1.142,,,,,67.5,,
1235,"455",1.142,,,,,67.5,,
1236,"455",1.142,,,,,67.5,,
1237,"455",1.142,,6.57123478169,,,67.5,,"15.0"
1238,"455",1.142,,6.57123478169,"98302",,62.5,633.61884,"43.0"
1239,"455",1.142,,8.88361243875,,,62.5,,"47.0"
1240,"455",1.142,,8.88361243875,,,67.5,,"36.0"
1241,"455",1.142,,,"200026",,72.5,685.3717,
1242,"455",1.142,,,"200026",,72.5,685.3717,
1243,"455",2.458,,,"205965",,72.5,671.80334,
1244,"455",2.458,,,"173588",,72.5,627.88531,
1245,"455",2.458,,12.7615432996,"173588",,72.5,627.88531,"4.0"
1246,"455",2.458,,12.7615432996,,,72.5,,"31.0"
1247,"2",2.458,,13.0912748281,,,72.5,,"8.0"
1248,"2",2.458,,13.0912748281,"42495",,72.5,608.87128,"99.0"
1249,"2",2.458,,13.0912748281,"42495",,72.5,608.87128,"100.0"
1250,"2",2.458,,13.0912748281,"5520",,72.5,528.83698,"27.0"
1251,"2",2.458,,13.5301849069,,,67.5,,"23.0"
1252,"2",2.458,,13.5301849069,,,67.5,,"100.0"
1253,"2",2.458,,13.5301849069,,,62.5,,"54.0"
1254,"2",2.458,,5.38468607949,,,62.5,,"48.0"
1255,"2",2.458,,,,,,,
1256,"2",2.458,,5.36812566419,,,,,"6.0"
1257,"2",2.458,,5.36812566419,,,,,"26.0"
1258,"2",2.458,,5.36812566419,,,,,"41.0"
1259,"2",2.458,,5.36812566419,,,,,"56.0"
1260,"2",2.458,,5.36812566419,,,,,"19.0"
1261,"2",2.458,,5.38468607949,,,57.5,,"65.0"
1262,"2",2.458,,5.38468607949,,,57.5,,"100.0"
1263,"2",2.458,,5.38468607949,,,57.5,,"44.0"
1264,"2",2.458,,10.4167738832,,,57.5,,"14.0"
1265,"2",2.458,,10.4167738832,,,62.5,,"33.0"
1266,"2",2.458,,10.4167738832,"3835",,62.5,411.84549,"2.0"
1267,"2",2.458,,39.4637212686,,,62.5,,"69.0"
1268,"2",2.458,,39.4637212686,,,62.5,,"100.0"
1269,"2",2.458,,39.4637212686,,,62.5,,"100.0"
1270,"2",2.458,,39.4637212686,,,,,"100.0"
1271,"2",2.458,,39.4637212686,,,,,"100.0"
1272,"2",2.458,,39.4637212686,,,72.5,,"71.0"
1273,"2",2.458,,39.4637212686,"173795",,72.5,520.17432,"0.0"
1274,"2",2.458,,,"7276",,72.5,452.99158,
1275,"2",2.458,,,"9467",,62.5,448.93671,
1276,"2",2.458,,,"8429",,62.5,431.2374,
1277,"2",2.458,,,,,62.5,,
1278,"2",2.458,,,,,62.5,,
1279,"2",2.458,,,,,62.5,,
1280,"2",2.458,,,,,62.5,,
1281,"2",2.458,,,,,62.5,,
1282,"2",2.458,,3.09617460342,"642",,62.5,372.73416,"0.0"
1283,"2",2.458,,,,,62.5,,
1284,"2",2.458,,4.03872001648,,,62.5,,"17.0"
1285,"2",2.458,,,"156240",,62.5,448.11481,
1286,"2",2.458,,,,,,,
1287,"2",2.458,,,,,62.5,,
1288,"2",2.458,,,,,62.5,,
1289,"2",2.458,,,,,62.5,,
1290,"2",2.458,,,,,62.5,,
1291,"2",2.458,,,,,62.5,,
1292,"2",2.458,,,,,62.5,,
1293,"2",2.458,,,,,62.5,,
1294,"2",2.458,,,,,62.5,,
1295,"2",2.458,,,,,57.5,,
1296,"2",2.458,,,,,57.5,,
1297,"2",2.458,,,,,57.5,,
1298,"2",2.458,,,,,57.5,,
1299,"2",2.458,,,,,57.5,,
1300,"2",2.458,,,,,57.5,,
1301,"2",2.458,,,,,57.5,,
1302,"2",2.458,,,,,57.5,,
1303,"2",2.458,,,,,57.5,,
1304,"2",2.458,,,,,57.5,,
1305,,2.458,,,,,57.5,,
1306,,2.458,,,,,57.5,,
1307,,2.458,,,,,57.5,,
1308,,2.458,,,,,57.5,,
1309,"2",2.458,,,,,57.5,,
1310,"2",2.458,,,"3765",,57.5,317.39151,
1311,"2",2.458,,40.3281817149,,,,,"42.0"
1312,"2",2.458,,40.3281817149,,,,,"62.0"
1313,"2",2.458,,40.3281817149,,,,,"89.0"
1314,"2",2.458,,40.3281817149,,,,,"93.0"
1315,"2",2.458,,40.3281817149,,,,,"100.0"
1316,"2",2.458,,40.3281817149,,,,,"100.0"
1317,"2",2.458,,40.3281817149,,,57.5,,"98.0"
1318,"2",2.458,,40.3281817149,,,57.5,,"81.0"
1319,"2",2.458,,40.3281817149,,,,,"35.0"
1320,"2",2.458,,26.182122901,"0",,,302.53519,"85.0"
1321,"2",2.458,,26.182122901,,,,,"100.0"
1322,"2",2.458,,26.182122901,,,,,"96.0"
1323,"2",2.458,,26.182122901,,,,,"91.0"
1324,"2",2.458,,26.182122901,,,,,"86.0"
1325,"2",2.458,,26.182122901,"0",,,305.1243,"35.0"
1326,"2",2.458,,28.3675076824,,,,,"12.0"
1327,"2",2.458,,28.3675076824,,,,,"92.0"
