code,name,half_densi,air pollution_CO2_all_2019_s,air pollution_NOX_all_2019_s,air pollution_PM25_all_2019_s,BuildingHeights_LSOA_MEAN_mean_mean,GreenSpace_LSOA_Area,flow LSOA_None,HousingDensity_LSOA_Density,population density LSOA_density,restaurants_restaurants,supermarkets_supermarkets,culture LSOA sum_sum,noise LSOA_None
E01000935,Camden 020E,769,59610.1572,92.33559,6.23204,14.834711,713.5,12600.6,0.013046034,227.9,0,0,0,
E01000936,Camden 024A,895,118246.3253,163.026911,11.933855,9.691676,759.22,5487.333333,0.00982167,207.1,2,0,3,67.5
E01000937,Camden 025B,806,48985.44359,69.878286,5.918824,8.99257,9755.65,4447.16,0.012957694,119.8,1,0,0,57
E01000938,Camden 024B,908,99000.65585,150.185376,19.009288,9.792906,219.83,10475.75,0.017726765,214.7,19,0,3,80
E01000939,Camden 024C,651,58200.46399,86.835332,7.170216,11.630457,3170.06,20749.05882,0.015055355,155.6,7,1,0,72.5
E01000940,Camden 024D,666,48985.44359,69.878286,5.918824,10.426542,125.53,6578.4,0.00982167,232,1,0,3,67.5
E01000941,Camden 025C,649,48985.44359,69.878286,5.918824,13.106205,69.04,6415.8,0.009291117,283.4,1,0,2,57
E01000942,Camden 025D,1143,127597.7185,211.643413,16.850992,14.739752,3433.96,17295.375,0.00570198,289.2,4,0,3,80
E01000943,Camden 025E,562,75318.23797,108.714613,9.066679,11.65148,932.47,7137,0.014344657,150.6,5,0,1,80
E01000944,Camden 023A,999,53153.0541,101.161678,7.38176,12.234704,297.75,9111,0.013317019,325.2,2,0,1,67.5
E01000945,Camden 023B,804,96782.42721,170.15955,12.331522,10.108892,297.75,19062.28571,0.012983766,67.1,24,3,2,80
E01000946,Camden 021B,842,100800.1435,185.27457,13.858655,13.181902,3025.59,20431.66667,0.006407758,31,4,1,8,80
E01000947,Camden 021C,918,68577.21637,109.166353,9.144955,9.255655,6736.23,12225.51282,0.008780894,125.3,25,2,6,80
E01000948,Camden 021D,907,72459.11379,116.378356,9.5267,7.641296,3205.01,12130.10345,0.008780894,88.3,5,0,1,80
E01000949,Camden 023C,826,121730.2705,210.328031,16.526715,9.023756,6302.58,8073.8,0.008271315,262.5,0,0,0,67.5
E01000950,Camden 023D,716,111641.6765,195.138107,15.677876,11.3508,248.49,15231,0.006624301,210.8,0,0,0,80
E01000951,Camden 023E,782,53153.0541,101.161678,7.38176,14.555312,911.25,,0.01191346,319.1,0,0,0,67.5
E01000952,Camden 022A,867,43629.37311,68.997872,4.949762,8.431062,2292.49,9098.230769,0.00615931,198.7,0,0,0,80
E01000953,Camden 022B,1090,186965.8239,312.80501,30.163427,10.921236,4680.34,10657.46154,0.004942813,27.2,34,4,9,80
E01000954,Camden 022C,896,86693.83321,154.969626,11.482683,13.505526,276.34,13493.3,0.007572701,298.4,1,0,0,80
E01000955,Camden 022D,793,86693.83321,154.969626,11.482683,10.017969,,7965,0.007572701,249.6,3,0,0,67.5
E01000956,Camden 022E,835,112458.0294,200.708544,19.872444,13.396603,3839.68,20898.72414,0.002783556,96.5,5,1,4,80
E01000957,Camden 019C,838,77351.58628,120.731243,8.420137,7.800698,273.98,11101.75,0.008010382,148.2,0,0,1,72.5
E01000958,Camden 019D,1203,77351.58628,120.731243,8.420137,9.21101,1391.09,11274.29412,0.005940162,93.5,3,1,0,72.5
E01000959,Camden 019E,781,43629.37311,68.997872,4.949762,9.392456,1248.18,11188.44444,0.006834489,228.1,0,0,4,72.5
E01000960,Camden 017A,977,41123.71342,64.116854,4.305566,10.622049,754.42,11392,0.007831661,156.2,3,2,0,80
E01000961,Camden 017B,904,72135.70791,109.345674,7.23659,10.855382,422.38,11535.36364,0.007982374,133.2,3,1,0,80
E01000962,Camden 016A,875,67673.94229,101.009146,6.909392,9.297193,,9435,0.009388891,167.1,1,0,0,
E01000963,Camden 017C,1122,110600.0658,158.026284,10.423663,9.332834,160.25,18957.02439,0.008999784,99.8,5,1,3,80
E01000964,Camden 016B,860,67673.94229,101.009146,6.909392,10.075355,308.19,5404.666667,0.007808675,125,0,0,0,
E01000965,Camden 016C,842,39238.37872,55.992169,4.116243,9.448982,2553,6032.166667,0.007103647,141.6,0,0,0,
E01000966,Camden 016D,777,86160.38606,129.227882,8.835866,8.97386,2553,2596,0.009881468,116,0,0,0,
E01000967,Camden 017D,749,85578.5414,119.460032,7.622006,8.927368,252372.99,14792.6,0.010841091,37.9,0,0,0,
E01000968,Camden 016E,766,26550.22887,36.892292,2.603827,9.191018,,3814.714286,0.007103647,184.7,0,0,0,
E01000969,Camden 010A,1051,86628.49768,113.372853,8.484539,7.987158,648.12,13779.46429,0.004098964,121.8,17,3,5,80
E01000970,Camden 010B,765,55766.32049,75.339828,5.400157,7.489436,,6603.75,0.00998434,209.3,4,0,2,
E01000971,Camden 010C,794,68248.86607,94.070824,6.964544,7.288881,937.35,7092,0.01148279,184.1,0,0,0,
E01000972,Camden 010D,1077,127752.2111,177.489707,12.790105,9.039052,723.83,16114.41176,0.005145838,143.5,18,1,2,80
E01000973,Camden 010E,1054,74616.50029,111.481045,8.040217,7.434826,1063.81,7401.5625,0.008171763,80,10,1,0,
E01000974,Camden 013E,922,50044.88078,66.98585,5.71302,6.452365,1118.24,5832.375,0.012129743,148.7,3,0,0,67.5
E01000975,Croydon 022A,810,77351.3122,109.269469,13.758606,5.282274,,12040.61538,0.00582855,85.2,4,0,0,72.5
E01000976,Croydon 022B,1011,39676.3275,49.671127,5.395512,0.435849,1591.65,11673,0.005735975,114.1,17,1,0,80
E01000977,Croydon 022C,834,53577.31155,60.955484,8.011423,7.208556,,13456.84211,0.002985676,100,0,0,0,72.5
E01000978,Croydon 022D,913,32086.34805,36.060975,4.652028,7.36695,2959.23,16348.6,0.006248257,113,0,0,0,72.5
E01000979,Croydon 022E,888,32086.34805,36.060975,4.652028,6.544597,2959.23,18042.11111,0.005474817,130,5,1,1,72.5
E01000980,Croydon 017A,709,28114.04612,29.387406,4.055647,6.005928,,4927,0.005396896,97.2,0,0,0,
E01000981,Croydon 017B,839,57680.56437,61.163788,8.636982,5.531859,20860.34,5655,0.005308703,96,3,0,0,
E01000982,Croydon 017C,839,18100.09129,19.328539,2.942691,5.436465,20860.34,6495,0.005488501,117.2,0,0,0,
E01000983,Croydon 017D,827,32730.85719,35.366703,5.404586,5.315542,20860.34,11411.71429,0.00457453,109.7,5,0,0,72.5
E01000984,Croydon 022F,933,18100.09129,19.328539,2.942691,2.605654,178.85,8952.416667,0.005992516,106.1,0,0,0,72.5
E01000985,Croydon 021A,733,35525.68952,42.358867,5.588424,6.094639,4364.16,20057,0.001733467,38,1,0,1,72.5
E01000986,Croydon 021B,896,21490.9635,24.894509,3.359395,6.424113,1821.69,12348.75,0.004167104,53.4,2,1,0,72.5
E01000987,Croydon 021C,742,21490.9635,24.894509,3.359395,5.977844,4462.79,12178.5,0.00337184,89.2,4,0,0,80
E01000989,Croydon 018A,867,18979.38506,20.054998,2.727857,5.387343,23761.51,,0.002992529,65.6,0,0,0,
E01000990,Croydon 045A,730,37828.51962,41.127733,5.86556,5.862488,124.6,18396.8,0.003881366,84.5,0,0,0,72.5
E01000991,Croydon 018B,822,24496.73032,24.390791,3.337949,4.876406,5102.62,,0.002994859,36.9,0,0,0,
E01000992,Croydon 014A,1033,43965.68548,46.469054,6.690076,6.451631,1067.86,17594,0.003625672,39.9,2,1,0,80
E01000993,Croydon 021D,870,14630.7659,16.038164,2.461894,6.132721,77271.51,10680.23077,0.00471321,98.6,11,1,0,72.5
E01000994,Croydon 009A,769,27135.03497,25.120447,3.916026,5.967533,53572.97,1557,0.003235301,90.7,0,0,0,
E01000995,Croydon 009B,846,25332.52275,22.39786,3.504273,6.392331,3724.46,16540,0.004277974,113.7,4,1,0,72.5
E01000996,Croydon 009C,613,16797.87273,14.976495,2.360704,6.237529,3003.1,,0.003998363,119.2,0,0,0,
E01000997,Croydon 009D,671,40864.41892,44.039861,5.155686,6.150715,3003.1,11043.6,0.005421205,131.2,1,0,0,
E01000998,Croydon 010A,756,35531.43266,34.42243,4.930591,6.406165,3003.1,4187,0.004722199,111.7,1,0,0,
E01000999,Croydon 009E,653,40864.41892,44.039861,5.155686,6.409002,,,0.005291015,136.6,0,0,0,57
E01001000,Croydon 010B,666,78257.44389,83.964514,9.929175,6.267861,1572.09,7043.142857,0.005710826,91.3,9,1,1,
E01001001,Croydon 013A,609,37393.02497,39.924653,4.773489,6.229758,11708.34,7084.4,0.006082505,98.4,0,0,0,67.5
E01001002,Croydon 009F,707,40864.41892,44.039861,5.155686,6.052023,,12536,0.005704879,125.5,0,0,0,
E01001003,Croydon 010C,827,78257.44389,83.964514,9.929175,6.114535,27659.58,6889.5,0.005515243,96.8,0,0,0,
E01001004,Croydon 015A,1134,42726.01123,49.542084,4.998584,5.206137,215.46,7179,0.006458049,136.7,0,0,0,
E01001005,Croydon 019A,842,22295.94791,27.720715,3.405096,2.805795,,13761.6,0.007301381,184.2,7,1,0,80
E01001006,Croydon 016A,813,10823.79179,17.19913,6.621093,5.813919,194.33,22167.13333,0.004693591,53.3,2,0,0,80
E01001007,Croydon 016B,1014,22350.58999,33.62797,9.76437,3.688045,,17945,0.003865472,131.6,3,0,0,67.5
E01001008,Croydon 019B,879,31857.7724,42.571936,4.97261,5.686612,6831.23,18941.04762,0.004921826,87.4,6,0,1,80
E01001009,Croydon 019C,939,46362.4941,56.78408,6.200078,4.014787,6831.23,8713.166667,0.007301381,160.9,1,0,0,80
E01001010,Croydon 019D,796,60816.2841,91.966459,14.024201,5.711453,,27537.18182,0.003326559,20.8,8,1,3,80
E01001011,Croydon 019E,979,22295.94791,27.720715,3.405096,5.731059,2209.67,12950.7,0.007055671,152.7,10,0,1,80
E01001012,Croydon 020A,978,43872.18412,58.063303,5.857916,4.111202,,13312,0.006441137,134.7,0,0,0,67.5
E01001013,Croydon 020B,1047,86798.95673,134.035709,14.971309,6.131707,252.86,11650.81818,0.005090713,101.5,13,3,0,80
E01001014,Croydon 024A,1814,95257.45646,147.975822,16.509686,4.240907,168.37,18645.64,0.00520883,41.5,10,2,1,80
E01001015,Croydon 041A,769,26331.45855,33.596982,6.05105,0,325.35,7430,0.001335428,,0,0,0,62.5
E01001016,Croydon 041B,852,30536.3803,33.324392,4.227702,0,28936.96,3790.7,0.001724491,,1,0,0,62.5
E01001018,Croydon 044A,794,23230.13462,23.434251,3.475172,0.02731,797.35,7137.571429,0.00154587,,1,0,0,
E01001019,Croydon 044B,765,15856.39901,19.888848,3.512753,0,5128.85,4546.25,0.001699195,,0,0,0,
E01001020,Croydon 044C,828,16283.51616,17.076336,2.557679,0,7984.83,7286.111111,0.001409787,,1,0,1,
E01001023,Croydon 041C,659,38308.75753,49.812564,7.5391,0,537.2,11406.14545,0.002100273,,26,3,1,72.5
E01001024,Croydon 043B,707,15548.05571,17.009909,3.573588,0,1755.26,10610.5,0.001592831,,0,0,0,80
E01001028,Croydon 038A,797,32131.79481,42.303665,4.34683,0,39928.25,10563.29167,0.000604048,,0,0,0,80
E01001029,Croydon 038B,823,37519.53313,54.488987,6.587981,4.532528,2921.81,13183.73077,0.001383161,,2,0,0,80
E01001030,Croydon 038C,735,25442.7271,31.970708,3.33923,0.003092,,9673,0.001275143,,0,0,0,67.5
E01001031,Croydon 038D,739,27038.30083,34.707053,4.970956,0,1128.61,12123,0.000725975,,0,0,0,80
E01001032,Croydon 035A,720,36190.93497,39.583152,6.478284,5.763931,468420.16,4525.842105,0,,0,0,0,
E01001033,Croydon 031A,850,34917.83622,45.885377,6.549501,5.736866,2321.72,16037.83333,0.004442474,,3,0,0,72.5
E01001034,Croydon 031B,797,38973.48778,45.226648,6.958736,6.420287,40838.64,3872,0.003863152,,3,1,0,57
E01001035,Croydon 027A,917,35522.21314,51.165668,4.90629,6.814759,1744.87,14440.41176,0.002698482,,1,0,0,80
E01001036,Croydon 029A,796,25635.80437,31.381077,7.790553,5.325499,2311.44,10719.65385,0.000792122,,1,0,0,72.5
E01001037,Croydon 029B,702,38780.16122,55.345811,5.854758,5.478231,,13107.11111,0.004985546,,2,1,0,72.5
E01001038,Croydon 029C,972,56464.70564,75.988985,7.845046,7.085941,2625.95,8481.888889,0.001989114,,0,0,0,
E01001039,Croydon 029D,764,63155.75245,82.748378,8.769336,5.796213,2625.95,9531.8125,0.002363501,,0,0,0,
E01001040,Croydon 029E,905,14087.28539,18.171724,2.141823,5.430626,,13506.06667,0.004713939,,4,0,0,67.5
E01001041,Croydon 031C,832,25427.23387,31.815662,5.237514,6.052107,2362.59,12729.64706,0.004192805,,10,0,0,67.5
E01001042,Croydon 024B,992,67619.64843,113.146493,12.826327,6.564575,3191.6,16681.01923,0.003394145,87.2,6,1,4,80
E01001043,Croydon 027B,1427,48381.60377,80.039992,10.366692,7.912126,361.32,19089.5,0.004136828,75.4,70,5,8,80
E01001044,Croydon 023A,956,73197.19784,110.76401,13.269385,5.467745,1324.49,10968.46667,0.004634031,,0,0,0,80
E01001045,Croydon 027C,1107,83944.09674,127.115017,14.528849,7.581725,3439.76,17014.69841,0.004381396,36.7,29,4,4,80
E01001046,Croydon 023B,885,13986.25676,16.732436,1.709337,6.276998,3044.98,20384.47619,0.006255105,89.3,0,0,0,72.5
E01001047,Croydon 027D,885,48381.60377,80.039992,10.366692,7.141281,1400.99,11680.03846,0.003406051,,3,0,0,67.5
E01001048,Croydon 020C,1060,45264.96415,73.208494,9.106578,1.414488,2320.41,18023.70968,0.003706492,55.6,9,3,2,80
E01001049,Croydon 023C,728,35624.17465,46.160733,8.9629,5.326072,9751.17,5460.344828,0.001080317,10.2,0,0,0,72.5
E01001050,Croydon 023D,830,37674.9847,59.598342,8.363094,6.896715,,24649.19231,0.00456231,106.3,0,0,0,80
E01001051,Croydon 030A,767,17761.64014,22.390441,2.693212,6.428577,5764.35,,0.004441756,,1,0,0,57
E01001052,Croydon 030B,711,20085.48356,27.268396,3.163711,6.086551,121252.4,,0.001421633,,0,0,0,
E01001053,Croydon 032A,781,16717.42472,16.764119,3.217818,2.614687,,2139.166667,0.003118486,,0,0,0,
E01001054,Croydon 030C,856,13271.51047,15.771312,2.045667,5.889534,121252.4,3541,0.004453585,,0,0,0,57
E01001055,Croydon 032B,776,13336.17352,15.919015,2.063509,6.079159,,,0.000151661,,2,0,0,
E01001056,Croydon 030D,911,24156.26426,27.886476,4.253822,6.011168,,2567,0.003253389,,0,0,0,
E01001057,Croydon 030E,937,24156.26426,27.886476,4.253822,3.214898,1951.06,2199.727273,0.004063228,,0,0,0,
E01001058,Croydon 034A,660,10777.02491,10.398129,1.13469,0,7117.39,,0.001171357,,0,0,0,
E01001059,Croydon 034B,732,17446.04556,17.230198,2.124737,0,,,0.001287132,,0,0,0,72.5
E01001061,Croydon 034D,777,29422.55687,37.783281,4.279876,2.191503,1855.81,18136,0.000553507,,0,0,0,72.5
E01001062,Croydon 026A,757,27318.22638,37.379604,8.754053,5.537926,3218.19,13179.52174,0.002752209,12.6,1,1,0,72.5
E01001063,Croydon 026B,778,19448.57996,23.763683,3.073725,5.692782,3754.53,8210.714286,0.002175444,48.3,8,0,0,67.5
E01001064,Croydon 026C,813,50022.9906,73.452489,12.600263,4.503057,43439.23,12373.18966,0.00224802,,3,1,0,80
E01001065,Croydon 034E,692,33102.94035,47.756555,4.729187,4.154512,4778.28,13618.83333,0.000435582,,3,2,0,80
E01001066,Croydon 034F,717,21959.26149,23.616027,2.917311,2.562669,1855.81,18136,0.002256914,,0,0,0,72.5
E01001067,Croydon 041D,866,30986.71944,33.399387,4.424633,3.082308,3085.69,4568.846154,0.002343995,,0,0,0,
E01001068,Croydon 042A,960,20020.75736,25.499059,3.185027,5.284386,65426.06,7577,0.000678895,,0,0,0,72.5
E01001069,Croydon 040A,700,26510.41748,28.604264,4.207758,5.534535,15117.07,3427.875,0.003006052,,0,0,0,57
E01001070,Croydon 040B,893,12277.19523,11.317895,1.734659,4.742563,1967.08,5017.272727,0.001138817,,1,0,0,
E01001073,Croydon 037A,715,46104.18182,62.809712,8.102244,5.514584,3085.69,9405.833333,0.003199336,,0,0,0,67.5
E01001074,Croydon 041E,1058,52023.53422,68.903656,8.863613,4.045428,9095.83,10805.47368,0.002408895,,1,0,0,67.5
E01001075,Croydon 040C,791,21741.8469,24.74755,3.571986,5.93264,15117.07,7370.1875,0.002905184,,6,1,0,72.5
E01001076,Croydon 036A,825,16212.43997,17.019227,2.861632,0,1299.55,1571.75,0.001735284,,11,2,0,
E01001077,Croydon 032C,715,8042.484386,8.391095,1.76896,0,,0,0.002609848,,0,0,0,
E01001078,Croydon 032D,732,15968.57342,16.839428,2.806249,0,5300.5,1759,0.003391909,,0,1,0,
E01001079,Croydon 036B,879,19002.35449,22.936002,3.472535,0,35088.98,3450.176471,0.001735284,,0,0,0,
E01001080,Croydon 036C,829,12904.70733,12.746182,2.343707,0,3665.37,1539.125,0.003035131,,0,0,1,
E01001082,Croydon 032E,806,16377.68349,18.443265,3.344653,0.013217,12236.47,1650.214286,0.000789385,,0,0,0,
E01001083,Croydon 003A,832,47568.1748,49.193316,6.664224,5.860195,3547.12,13845.07143,0.001401263,49.9,0,0,0,
E01001084,Croydon 002A,951,42331.22112,43.858364,5.567707,5.896655,272929.52,11757,0.004667105,30.6,2,1,0,80
E01001085,Croydon 004A,814,29574.00807,30.821519,3.986873,5.950617,2162.76,15718,0.003038373,88.3,12,1,0,72.5
E01001086,Croydon 003B,875,48140.19867,45.400838,6.863834,6.165123,29987.89,1557,0.003264122,76,0,0,0,62.5
E01001087,Croydon 003C,1203,24986.67244,25.372496,3.666193,6.158061,29987.89,10010.76471,0.003733791,58.4,13,1,0,72.5
E01001088,Croydon 004B,893,35067.60364,33.124689,5.426672,6.285032,32310.33,6233.375,0.004248305,109.8,0,0,0,
E01001089,Croydon 004C,995,12470.51368,12.859026,1.804238,6.136919,,9205.285714,0.004283736,121.4,8,1,0,72.5
E01001090,Croydon 004D,1183,31342.32595,30.424342,4.503129,6.912649,1578.53,12092,0.004733622,128.1,0,0,1,72.5
E01001091,Croydon 004E,822,42145.93789,38.887325,5.763795,5.356751,32310.33,16540,0.005734907,49.6,6,0,0,72.5
E01001092,Croydon 037B,896,39916.08799,59.647512,7.067846,5.550925,1215.38,14818.55556,0.002322197,,0,0,0,80
E01001093,Croydon 037C,858,38715.10622,56.894201,8.453843,5.809375,636.65,13796,0.00333386,,0,0,0,80
E01001094,Croydon 038E,789,36325.54672,46.960579,4.960251,1.873229,3721.35,10201,0.001060782,,0,0,0,80
E01001095,Croydon 031D,755,38715.10622,56.894201,8.453843,6.207167,1370.57,15643.25,0.002975342,,0,0,0,72.5
E01001096,Croydon 037D,748,44897.29458,62.629861,9.145298,5.493589,4700.95,7277.888889,0.002763062,,0,0,0,
E01001097,Croydon 037E,1186,35959.80643,51.570988,6.872415,6.256231,1365.41,16836.53623,0.002204412,,25,2,1,80
E01001098,Croydon 037F,740,40889.67739,54.873616,7.705458,5.338972,,7383.444444,0.001542104,,0,0,0,72.5
E01001099,Croydon 040D,786,40889.67739,54.873616,7.705458,5.458445,2586.99,9021.533333,0.002392583,,0,0,0,72.5
E01001100,Croydon 031E,745,11339.94847,13.643938,3.095691,6.468719,4071.54,3937,0.002867181,,1,0,0,57
E01001101,Croydon 035B,695,24686.99026,28.988738,3.663232,5.554245,13089.26,7234.625,0.001313308,,0,0,0,72.5
E01001102,Croydon 035C,741,28878.13187,35.948464,4.245856,5.516297,7316.62,11091.42857,0.001619029,,5,0,0,72.5
E01001103,Croydon 039A,860,23131.44437,29.154481,3.467652,4.293083,52923.05,16435,0.000558885,,0,1,0,62.5
E01001107,Croydon 035D,844,31781.6975,34.218907,5.742918,5.29425,676.16,5168.8125,0.002928942,,0,0,0,
E01001108,Croydon 035E,897,27172.38273,31.975385,3.783787,5.307077,1021.68,3713.75,0.001367956,,0,0,1,57
E01001109,Croydon 013B,1019,68349.74737,80.208712,8.712069,2.254847,662.96,8224.785714,0.00308685,43.3,5,1,1,80
E01001110,Croydon 020D,899,21576.23621,30.342588,2.45282,0.092808,465.54,14795.6129,0.003507495,116.1,2,0,0,72.5
E01001111,Croydon 010D,836,62645.23338,65.138009,7.726818,5.749861,,8491.454545,0.005076556,78.6,3,1,0,67.5
E01001112,Croydon 013C,904,25252.2084,25.213356,2.953329,5.775698,42813.31,8252.454545,0.004847121,48.3,0,0,0,72.5
E01001113,Croydon 013D,946,62645.23338,65.138009,7.726818,5.881348,,10254,0.003977331,103.7,0,0,0,72.5
E01001114,Croydon 013E,718,28673.41987,30.537585,3.316558,5.649957,21170.14,11238.73684,0.004692428,78.5,7,0,0,72.5
E01001115,Croydon 015B,819,86598.19535,107.605387,10.8565,4.683865,1861.43,9554,0.006063468,77.8,0,0,0,72.5
E01001116,Croydon 013F,691,18659.46504,20.478718,2.203602,3.704403,3155.91,13759.0625,0.00562188,86.1,0,1,0,72.5
E01001117,Croydon 015C,1518,86598.19535,107.605387,10.8565,1.626358,,11099.42857,0.005994195,158.6,4,0,0,72.5
E01001118,Croydon 020E,947,40235.70125,50.821306,4.656423,0.698804,862,11629.2,0.002611111,101.2,11,2,0,72.5
E01001120,Croydon 033A,659,20253.81997,23.547168,2.874383,0,1709.78,18136,0.002302913,,0,1,0,72.5
E01001122,Croydon 033B,781,39925.79569,50.616133,10.071757,1.440407,17830.77,10112.875,0.000527903,,1,0,0,72.5
E01001123,Croydon 033C,784,25329.23857,29.470195,3.883188,0,,10964.88889,0.001055934,,0,0,0,72.5
E01001124,Croydon 033D,788,23606.74583,28.053001,3.389862,4.602768,5385.65,5133.461538,0.00125944,,0,0,0,
E01001125,Croydon 033E,846,25864.78641,32.312548,3.678583,0,5385.65,11659.125,0.001375338,,12,2,1,72.5
E01001126,Croydon 034H,694,17446.04556,17.230198,2.124737,0,3531.03,,0.003213886,,0,0,0,72.5
E01001127,Croydon 025A,801,20529.23679,21.993056,3.009976,6.46551,207389.18,3834.375,0.002052068,48.7,1,0,0,
E01001128,Croydon 025B,794,12966.77121,12.620555,1.74413,6.332665,444.64,,0.002049463,73.4,0,0,0,
E01001129,Croydon 026D,714,14768.27862,13.320417,2.166955,6.196542,14685.6,2881,0.001886528,50.1,0,0,0,
E01001130,Croydon 025C,906,9588.024408,10.92414,1.418649,7.427255,444.64,,0.004405191,,0,0,0,
E01001131,Croydon 018C,804,17353.90316,17.855686,2.335883,4.826921,,,0.001946821,95.4,0,1,0,
E01001132,Croydon 018D,739,26805.69283,25.272484,3.594318,5.024,6482.6,16476,0.004972435,33.9,0,0,0,67.5
E01001133,Croydon 026E,788,17178.0578,17.465711,2.440075,5.515651,883.04,12005.33333,0.001886808,39,0,0,2,67.5
E01001134,Croydon 018E,840,30557.83119,34.047767,4.58469,5.280782,105359.61,16476,0.001801135,43,0,1,0,67.5
E01001135,Croydon 025D,885,34082.71592,36.203927,5.000303,5.367331,2194.57,9303.111111,0.001934667,36.5,7,1,0,67.5
E01001136,Croydon 007A,1004,38037.89864,38.475598,4.704124,7.019384,2043.17,10590.53333,0.006733408,66.7,5,2,1,80
E01001137,Croydon 001A,961,45567.11133,46.672667,6.366873,6.931852,1236.41,11096.92593,0.006304322,49.8,1,0,0,80
E01001138,Croydon 001B,800,33078.30754,36.744926,4.490011,7.807557,1235.3,4386.571429,0.006445043,60.3,0,0,0,67.5
E01001139,Croydon 007B,835,26054.24287,28.000083,3.150646,3.302686,,7265.772727,0.003762531,86.9,0,0,0,80
E01001140,Croydon 007C,825,12223.619,13.851214,1.431455,6.521854,1188.48,14362.57143,0.004541529,46,0,0,0,80
E01001141,Croydon 008A,652,40247.56281,42.267944,5.022623,7.554745,87898.8,2589,0.004397507,81.5,0,0,0,62.5
E01001142,Croydon 007D,883,40247.56281,42.267944,5.022623,7.002835,1188.48,12007.63158,0.003970163,49.2,1,0,6,80
E01001143,Croydon 008B,1015,25297.51767,27.20879,3.300985,6.351354,,14870.16667,0.005938919,86.8,2,0,0,72.5
E01001144,Croydon 007E,812,15238.25357,15.154488,1.840373,5.885169,,5208,0.004604461,139.2,0,0,0,72.5
E01001145,Croydon 008C,942,28023.94381,28.41673,3.591169,7.480519,351.27,12339.86667,0.004732297,120.7,20,0,0,80
E01001146,Croydon 006A,812,31427.15569,30.399101,4.442715,4.814446,,,0.0052144,122.5,0,0,0,57
E01001147,Croydon 005A,847,58562.19066,55.519548,8.358741,5.279134,,13465,0.005565526,80.7,5,0,0,
E01001148,Croydon 005B,834,12693.59575,10.953166,1.872828,4.722521,,6875,0.0052144,113.4,0,0,0,
E01001149,Croydon 006B,795,42243.14498,43.244696,5.752988,3.796823,,12639,0.003971104,114.7,0,0,0,80
E01001150,Croydon 006C,870,57481.39855,58.399184,7.593361,1.804011,472.48,4693.933333,0.004318336,59.6,0,0,0,80
E01001151,Croydon 005C,847,58562.19066,55.519548,8.358741,5.806511,,26645,0.004076683,95.8,3,0,0,
E01001152,Croydon 005D,863,31427.15569,30.399101,4.442715,5.864642,,26645,0.005362912,97.1,4,0,0,
E01001153,Croydon 006D,773,31427.15569,30.399101,4.442715,6.300394,109919.56,10002,0.00525558,115.7,0,0,0,67.5
E01001154,Croydon 006E,1007,33971.81351,34.600424,4.41026,5.680183,3534.15,13513.2,0.004611016,111.7,13,0,0,67.5
E01001155,Croydon 010E,840,37393.02497,39.924653,4.773489,6.938397,3534.15,18765.17857,0.005574793,118.2,7,1,0,67.5
E01001156,Croydon 001C,876,40985.36039,42.289995,5.927156,7.395165,512.62,8047.8,0.006065888,61.8,0,0,0,67.5
E01001157,Croydon 002B,862,43498.7464,42.573859,6.235745,5.580717,822.16,13709.06667,0.002644317,51.3,2,0,0,
E01001158,Croydon 005E,843,23509.58504,23.798761,3.183101,1.158616,444.24,14701.94118,0.004345312,74.5,2,0,0,80
E01001159,Croydon 002C,963,33161.58415,32.429908,4.680423,5.741517,2446.31,9158,0.004072677,44.7,1,0,0,67.5
E01001160,Croydon 002D,973,33975.41419,33.048362,4.833849,5.768308,90834.26,8046.666667,0.002628551,58.6,3,1,0,
E01001161,Croydon 003D,952,10337.16225,10.143952,1.555322,5.731448,38920.48,15089.85714,0.002764497,62.1,2,0,0,
E01001162,Croydon 001D,910,25734.45197,26.812542,3.374924,6.502557,859.74,7361.130435,0.005312977,54.9,0,0,0,67.5
E01001163,Croydon 002E,1027,35257.78418,36.33804,4.77682,6.128262,,12279.90909,0.004887134,68.7,4,0,0,80
E01001164,Croydon 001E,1072,25783.706,26.048646,3.665755,7.883697,25610.48,8358.631579,0.007046745,104.2,24,2,2,80
E01001165,Croydon 024C,858,22918.91333,40.077995,3.278304,5.716859,31016.91,15078.29412,0.00477574,,2,0,0,67.5
E01001166,Croydon 024D,953,84524.61368,139.345088,15.321478,5.742805,,16573.32432,0.003394145,103.2,3,0,0,80
E01001167,Croydon 028A,1125,57966.42826,90.639349,8.402511,5.904264,25575.33,22578.52778,0.002985498,,3,2,0,80
E01001168,Croydon 024E,874,39823.87858,66.276591,5.773455,5.883192,31016.91,22767.56522,0.005513046,,3,0,0,80
E01001169,Croydon 028B,886,24649.38658,39.109203,3.692231,5.755171,1863.42,6208.333333,0.004990739,,0,0,0,67.5
E01001170,Croydon 027E,1084,55685.12647,81.544406,8.349908,6.727255,235.9,9501.217391,0.00597444,,3,0,0,72.5
E01001171,Croydon 028C,891,63429.5478,94.455013,9.546988,6.283506,1863.42,10902.96667,0.00597444,,0,0,0,80
E01001172,Croydon 028D,1044,44262.66926,63.144271,6.467036,5.820621,81.82,22540.41935,0.002094801,,6,1,2,80
E01001173,Croydon 028E,1344,42983.05361,59.115795,7.785034,5.695369,219.41,11860.79412,0.004919562,,0,0,2,80
