code,name,half_densi,air pollution_CO2_all_2019_s,air pollution_NOX_all_2019_s,air pollution_PM25_all_2019_s,BuildingHeights_LSOA_MEAN_mean_mean,GreenSpace_LSOA_Area,flow LSOA_None,HousingDensity_LSOA_Density,population density LSOA_density,restaurants_restaurants,supermarkets_supermarkets,culture LSOA sum_sum,noise LSOA_None
E01000037,Barking and Dagenham 003B,879,29189.48586,44.659262,5.393634,5.195145,1310708.44,10677,0.002932734,72.3,,,0,72.5
E01033729,Greenwich 030E,1405,43757.47906,55.95755,7.451447,6.237027,40355.58,13159.23529,0.002293143,43,4,1,0,67.5
E01000038,Barking and Dagenham 003C,753,29956.52598,46.859682,5.476513,5.193183,492110.45,10677,0.003043414,67.6,2,1,0,57
E01033730,Greenwich 035D,837,40306.39041,57.602092,8.735474,8.632334,1038.72,11931.78261,0.014800219,71.8,4,0,2,72.5
E01000039,Barking and Dagenham 003D,812,21961.6329,37.14519,8.955854,5.626285,45721.3,10677,0.002967066,10.5,0,0,0,57
E01033731,Greenwich 004E,1063,50874.71069,83.961052,7.017961,7.481809,144.94,13516.64286,0.007382341,49.7,8,3,0,80
E01000040,Barking and Dagenham 019A,803,35007.14716,51.604631,5.2405,5.632228,,11935.54545,0.004396367,91.9,5,0,0,72.5
E01033732,Greenwich 036D,561,69977.68212,138.323249,23.367493,9.654158,,11344,0.003207553,99.7,0,0,0,67.5
E01000041,Barking and Dagenham 017A,862,19849.07126,23.434067,4.087735,6.239626,,7075.090909,0.004255093,110.2,0,0,0,72.5
E01033733,Greenwich 036E,621,75543.50889,187.821486,27.417986,7.860207,317.13,11344,0.00215597,27.1,0,2,0,67.5
E01000042,Barking and Dagenham 017B,971,60993.31518,95.643487,9.968887,6.330354,220.51,8506.1,0.004427573,77.3,0,0,0,72.5
E01033734,Greenwich 004F,764,16452.75111,32.1468,2.233264,9.075258,7934.19,,0.007824018,135,0,0,0,57
E01000043,Barking and Dagenham 019B,715,47858.53533,82.413618,8.195149,5.891868,1421.75,19927.5,0.003289646,51,0,0,0,80
E01033735,Greenwich 004G,564,25179.85606,48.752949,3.845028,10.139995,,8638,0.003566154,103.1,8,2,2,72.5
E01000044,Barking and Dagenham 016D,964,67973.57887,103.657645,11.613792,5.162532,692.53,15277,0.005714854,105.4,0,0,0,72.5
E01033736,Greenwich 004H,663,18035.22004,45.519266,2.68409,10.354503,5672.97,24463,0.007404364,87.6,0,0,4,80
E01000045,Barking and Dagenham 017C,827,25986.16802,44.038856,4.728388,5.843035,126480.82,29965.0625,0.004164806,55.3,6,1,0,80
E01033737,Greenwich 004I,733,38603.22068,65.662868,5.213891,7.907153,13807.1,23127.66667,0.005345417,63.3,14,1,1,80
E01000123,Barnet 010D,876,39744.61638,52.737642,6.195342,5.75598,4226.48,8446.3,0.001969843,,0,0,1,72.5
E01033738,Greenwich 037D,637,55220.52888,106.140392,18.550504,5.948624,226.3,23475.83051,0.001928541,42,1,1,0,80
E01033739,Greenwich 002E,879,17883.83912,55.437073,2.962374,11.329825,55044.22,,0.006152655,122.8,0,0,0,
E01000001,City of London 001A,757,115506.4236,205.381064,21.975405,23.786935,706.39,9838.309524,0.016120669,112.9,12,2,0,80
E01033740,Greenwich 002F,892,29969.38442,67.761517,4.924402,6.248681,1206.89,,0.006026886,95.3,0,0,0,57
E01000002,City of London 001B,761,105366.8709,175.503078,16.648969,21.279333,348.71,3885.64,0.005739629,62.9,16,0,13,72.5
E01033741,Greenwich 002G,1560,24880.06595,45.461851,3.164112,6.180379,,23952,0.000845072,43.1,3,1,0,67.5
E01000003,City of London 001C,686,100891.9976,167.62409,16.123381,20.077578,5277.68,2926,0.014057599,227.7,1,0,2,67.5
E01033742,Greenwich 007F,798,14456.08966,36.883079,2.747828,6.704942,,,0.005053083,107.6,0,0,0,
E01000005,City of London 001E,678,78642.24673,167.103372,21.752454,20.099653,80.74,9882.745098,0.011018151,52,44,3,4,80
E01000006,Barking and Dagenham 016A,925,28675.55324,37.210381,5.418632,6.237818,,449,0.004164644,116.2,0,0,0,
E01033743,Greenwich 002H,1066,30708.35627,72.669713,7.189968,6.05642,7399.1,8593,0.003572067,20.4,1,1,1,72.5
E01000007,Barking and Dagenham 015A,794,22602.21424,35.531548,4.341229,7.341992,226.33,9140.633333,0.006307642,69.5,5,0,0,72.5
E01033744,Greenwich 007G,952,9206.130748,12.696683,0.91955,6.312147,,15224,0.002107874,125.8,0,0,0,62.5
E01000008,Barking and Dagenham 015B,809,37598.47776,65.062345,5.622754,8.34005,505.92,27216.25714,0.005347481,79.1,0,0,0,80
E01033745,Greenwich 002I,1001,36754.58167,66.038993,4.935328,5.925186,,11227.94118,0.003007608,32.3,0,0,1,72.5
E01000009,Barking and Dagenham 016B,898,15540.7734,23.980512,3.644893,5.512367,275540.86,9295.64,0.005694961,138.6,18,1,0,67.5
E01033746,Greenwich 038E,689,39743.94978,59.043468,8.358724,7.520282,212.18,5892.08,0.004841546,115.3,6,0,0,72.5
E01000010,Barking and Dagenham 015C,1655,42269.48247,68.584324,7.383909,8.222721,19555.18,9490.016949,0.005714854,80.7,18,4,5,72.5
E01000011,Barking and Dagenham 016C,822,16315.37928,24.877097,3.750185,5.965604,275540.86,9373,0.006647845,178.2,3,0,0,67.5
E01000012,Barking and Dagenham 015D,978,24431.56298,37.170067,4.583327,6.178306,,11174.5,0.006246902,136.8,2,0,0,67.5
E01000013,Barking and Dagenham 013A,898,43047.6039,50.710129,9.106742,6.028298,1946.22,14689.14286,0.004196385,79.9,8,2,0,67.5
E01000014,Barking and Dagenham 013B,852,53400.00953,61.649662,11.435199,6.048951,2477.5,13350.5,0.003871353,48.5,0,0,0,67.5
E01000015,Barking and Dagenham 009A,1206,22579.66744,28.238064,5.016461,6.187224,726.19,7726,0.002396685,79.9,0,0,0,
E01000016,Barking and Dagenham 009B,864,21923.75163,25.686251,4.620971,6.06926,,11851,0.002994438,82.3,4,0,0,67.5
E01000017,Barking and Dagenham 009C,840,21923.75163,25.686251,4.620971,6.155817,1212.83,11851,0.003796638,100.6,0,0,0,67.5
E01000018,Barking and Dagenham 009D,893,22579.66744,28.238064,5.016461,6.143961,,11851,0.0036852,91.9,0,0,0,67.5
E01000019,Barking and Dagenham 023A,754,24168.62295,25.515132,3.682644,6.088998,2009.01,4891,0.004251429,76.5,0,0,0,
E01000020,Barking and Dagenham 023B,969,27965.38797,34.305754,5.282963,6.385375,,2886.875,0.004251429,98,2,0,0,67.5
E01000021,Barking and Dagenham 008A,811,33204.95212,37.087874,5.386767,6.124102,296579.15,9027.625,0.003549959,93.3,6,0,0,67.5
E01000022,Barking and Dagenham 008B,673,38837.48126,47.5925,7.272831,6.406293,,,0.003997516,102.4,0,0,0,
E01000023,Barking and Dagenham 008C,1063,12735.10414,15.556628,2.292212,6.850002,4232.77,13819.4,0.005803581,53.7,3,1,0,67.5
E01000024,Barking and Dagenham 008D,696,22779.5118,29.886912,4.660568,6.342072,2621.28,13096.22222,0.004301932,103.9,0,0,0,67.5
E01000025,Barking and Dagenham 008E,840,22779.5118,29.886912,4.660568,6.214216,360.03,13664,0.003926699,104.9,0,0,0,67.5
E01000027,Barking and Dagenham 001A,903,29908.87098,52.159798,5.204149,0.900397,23316.75,4927.893617,0.001193513,11.6,2,0,1,80
E01000028,Barking and Dagenham 001B,819,7531.672106,11.91505,1.332695,0,,,0.000766718,107.7,0,0,0,62.5
E01000029,Barking and Dagenham 001C,826,41116.13439,57.917356,6.426661,0,141298.15,43837.55556,0.0035658,62.4,0,0,0,80
E01000030,Barking and Dagenham 001D,1071,26214.08107,41.377644,3.92445,0,78184.6,21745.21739,0.000766718,66.9,3,1,0,80
E01000031,Barking and Dagenham 002A,845,30133.93833,48.363725,4.625011,0,51077.6,21714.20513,0.0009,19.2,1,0,0,80
E01000032,Barking and Dagenham 002B,841,38252.05727,46.266428,5.627676,0,4246.44,9109.428571,0.003040384,43.4,8,1,0,67.5
E01000033,Barking and Dagenham 006A,746,33030.35053,47.79438,11.732062,6.308703,492110.45,17945,0.003038395,93.7,0,0,0,72.5
E01000034,Barking and Dagenham 003A,766,16775.79448,25.102331,7.803797,5.859901,492110.45,10677,0.002890816,28.1,0,0,0,
E01000035,Barking and Dagenham 010A,885,16790.15752,22.465416,8.507776,5.564108,66703.77,15497.94444,0.002525743,40.5,7,0,1,72.5
E01000036,Barking and Dagenham 010B,718,39062.56948,54.395576,13.166901,5.327236,29413.76,11656.38462,0.001185969,32.3,5,0,1,72.5
E01000046,Barking and Dagenham 017D,915,48676.53428,81.039946,9.260327,6.033027,,5902.8,0.004587383,114.4,0,0,0,
E01000048,Barking and Dagenham 021B,887,17425.65831,28.072502,2.728399,10.999069,90.14,3072,0.005072223,275.6,1,0,0,
E01000049,Barking and Dagenham 021C,948,40166.64936,68.625576,6.861859,7.895382,606.14,43348.28571,0.005004519,85.8,1,0,0,80
E01000050,Barking and Dagenham 019C,921,54838.79902,90.427777,9.840053,6.221587,,13825,0.004871658,120.6,4,0,0,67.5
E01000051,Barking and Dagenham 021D,623,17425.65831,28.072502,2.728399,11.523707,,15108.66667,0.005283184,288.9,0,0,0,67.5
E01000052,Barking and Dagenham 019D,1077,39298.02562,66.447265,6.19516,5.436297,58006.59,27073,0.004332319,100.9,1,0,0,80
E01000053,Barking and Dagenham 020A,800,36750.24406,61.184947,6.982678,6.08161,1819.93,33235,0.003998859,82.1,6,0,0,72.5
E01000054,Barking and Dagenham 018A,903,46044.1749,74.656165,8.587144,6.021657,2495.17,,0.004472243,100.4,0,0,0,
E01000055,Barking and Dagenham 018B,845,22690.36626,37.00109,4.53194,6.231598,,1219,0.004084753,106.4,0,0,0,
E01000056,Barking and Dagenham 018C,816,46044.1749,74.656165,8.587144,6.269305,814.08,21392,0.004404231,65,2,0,1,72.5
E01000057,Barking and Dagenham 012A,758,22690.36626,37.00109,4.53194,6.094291,24515.78,6138.111111,0.003218372,101.3,3,1,0,
E01000058,Barking and Dagenham 018D,1003,19702.13261,20.803547,4.280896,6.462603,24515.78,10258,0.004184052,101.5,0,0,0,
E01000059,Barking and Dagenham 013C,790,23353.80864,37.655074,4.055204,6.194398,453.6,6079.333333,0.004184052,75.9,0,0,0,
E01000060,Barking and Dagenham 006B,960,30248.98273,43.433166,5.75209,5.852309,4425.41,20376.86364,0.004190834,32.9,1,1,0,80
E01000061,Barking and Dagenham 006C,919,31979.51158,48.533339,5.681753,7.293355,6437.15,22399.10526,0.004593,29.1,0,0,0,80
E01000062,Barking and Dagenham 006D,1022,21379.50961,28.97107,4.69799,5.088876,935.9,5482,0.002642088,88.2,0,0,0,62.5
E01000063,Barking and Dagenham 004A,840,35700.96666,46.605122,6.880505,6.165878,,17949.2,0.0026664,89.4,0,0,0,67.5
E01000064,Barking and Dagenham 006E,1053,21379.50961,28.97107,4.69799,4.781537,4152.51,13519.91304,0.002732507,90.7,6,1,0,72.5
E01000065,Barking and Dagenham 007A,899,46506.5088,59.683323,9.363635,5.900088,,9480.047619,0.004082895,74.3,0,0,0,67.5
E01000066,Barking and Dagenham 011A,1052,38357.17586,45.298607,6.704231,6.254792,6829.55,8454.666667,0.003270995,78.7,0,0,0,67.5
E01000067,Barking and Dagenham 011B,1075,37653.60181,40.620393,6.200048,5.939558,,15242.2,0.003904343,102.3,0,0,0,67.5
E01000068,Barking and Dagenham 016E,840,42847.35342,48.624913,7.400796,6.223342,554.21,11871.14286,0.006964865,46.8,0,0,0,67.5
E01000069,Barking and Dagenham 011C,922,27427.90401,31.424191,4.691234,6.13561,,4399.818182,0.003642756,87.9,0,0,0,
E01000070,Barking and Dagenham 011D,1051,55662.29766,61.244437,9.708814,5.624787,2466.15,11448.54545,0.003667326,50.4,7,1,0,67.5
E01000071,Barking and Dagenham 011E,1233,22631.44548,25.724402,3.533018,5.938456,1066.52,3432.764706,0.003684712,83.3,1,0,0,
E01000072,Barking and Dagenham 017E,1040,18562.92663,24.099068,3.469932,6.345995,1670.83,11514.875,0.004608099,38.3,8,1,0,72.5
E01000073,Barking and Dagenham 012B,874,42628.58307,53.320978,8.748304,6.034814,1670.83,11317.85714,0.006377366,56.9,0,0,0,67.5
E01000074,Barking and Dagenham 012C,811,42628.58307,53.320978,8.748304,6.222736,,10973.25,0.004516814,95.4,0,0,0,67.5
E01000075,Barking and Dagenham 012D,878,33415.38341,39.085924,7.230811,6.340502,3735.69,7886.272727,0.004516814,33.5,3,0,0,67.5
E01000076,Barking and Dagenham 012E,1022,19849.07126,23.434067,4.087735,5.960759,,11891,0.004545487,104.2,0,0,0,67.5
E01000077,Barking and Dagenham 008F,763,13713.25081,18.282377,2.949915,6.156081,1511.09,13131.63636,0.004408991,83.1,4,0,0,67.5
E01000078,Barking and Dagenham 007B,888,53092.38716,65.018007,9.948608,5.924638,1708.77,15583.22222,0.004420576,94.8,4,0,1,67.5
E01000079,Barking and Dagenham 009E,790,44533.59289,51.693975,9.368652,5.966159,1533.87,17849,0.004375695,49.9,0,0,0,
E01000080,Barking and Dagenham 007C,797,35183.86592,41.829961,7.416213,6.043823,1533.87,14870,0.004389655,67.3,0,0,0,67.5
E01000081,Barking and Dagenham 007D,855,11118.20948,12.60805,2.137841,5.863995,,742,0.004370635,90.9,0,0,0,67.5
E01000082,Barking and Dagenham 007E,889,25126.99919,30.712253,4.665644,5.903235,,14823.6,0.003974212,104.7,4,1,0,67.5
E01000083,Barking and Dagenham 007F,880,27965.38797,34.305754,5.282963,6.325471,9010.17,9523.6,0.004241002,94.5,0,0,0,67.5
E01000084,Barking and Dagenham 013D,689,21123.85227,25.023877,4.485772,6.376735,139748.99,8503.2,0.004172483,90.3,3,0,0,72.5
E01000085,Barking and Dagenham 013E,881,22746.1624,33.393886,4.879914,6.232133,12090.74,5159.75,0.006071445,118.2,5,0,1,72.5
E01000086,Barking and Dagenham 013F,721,46099.97104,71.048961,8.935118,6.096944,139748.99,9230.666667,0.004161217,102.1,0,0,0,72.5
E01000087,Barking and Dagenham 020B,713,31852.92104,54.01805,7.231222,6.017716,95.28,13827.5,0.004321936,36,11,0,0,80
E01000088,Barking and Dagenham 020C,1030,22746.1624,33.393886,4.879914,5.648888,207168.52,1266.5,0.006057782,80.7,0,0,0,57
E01000089,Barking and Dagenham 020D,920,13312.27306,21.837744,2.852056,5.185648,1647.33,,0.004036386,114.5,0,0,0,
E01000090,Barking and Dagenham 020E,852,70189.49442,251.443006,18.009638,5.701304,326352.76,9467.116667,0.004226593,8.1,1,0,0,80
E01000091,Barking and Dagenham 022A,1001,20922.69878,39.062974,3.621048,5.68131,260.52,,0.001332211,69.6,0,0,0,57
E01000092,Barking and Dagenham 019E,1992,157070.0885,405.518905,28.481301,6.089157,3483.07,19019.06061,0.002396541,10.1,3,1,1,80
E01000093,Barking and Dagenham 022B,852,45827.51909,82.811481,10.40225,6.3907,422.53,56285,0.002028488,52.7,4,0,1,80
E01000094,Barking and Dagenham 022C,820,35704.4541,69.85543,6.096636,5.74386,673,940,0.000485105,22,0,0,0,
E01000095,Barking and Dagenham 018E,924,93547.54926,253.374376,19.495819,6.279533,15521.13,31844.68056,0.004703454,6.9,1,4,0,80
E01000096,Barking and Dagenham 022D,651,33260.65941,65.124532,5.824531,5.960685,910.24,30368.35294,0.004496156,31.5,3,0,0,80
E01000097,Barking and Dagenham 023C,895,27852.56785,33.540173,4.389731,3.64394,1165.63,12208.5,0.00360476,93.9,2,0,0,72.5
E01000098,Barking and Dagenham 023D,946,27852.56785,33.540173,4.389731,5.404042,1165.63,6149.956522,0.004731105,99.5,7,1,0,72.5
E01000099,Barking and Dagenham 023E,1121,46946.6955,59.350349,7.875021,3.809175,342.62,11700.625,0.002461555,55.9,0,0,0,72.5
E01000100,Barking and Dagenham 004B,838,14008.78971,18.104203,2.527803,6.158826,1136.9,12497,0.002216169,78.2,0,0,0,67.5
E01000101,Barking and Dagenham 004C,832,14008.78971,18.104203,2.527803,6.140833,,19407.66667,0.004190834,92.3,5,0,0,80
E01000102,Barking and Dagenham 007G,847,28260.92687,34.127579,4.860852,6.021445,100841.47,3753,0.003931415,60.9,0,0,1,
E01000103,Barking and Dagenham 014A,763,37483.75301,54.82474,7.552249,5.76752,1086.91,7234.5,0.003763193,24,0,0,0,67.5
E01000104,Barking and Dagenham 014B,880,9713.739839,13.923067,1.821387,5.567284,8695.57,12409.28125,0.003230362,80.9,1,0,0,72.5
E01000105,Barking and Dagenham 014C,1161,11774.1253,15.159863,2.533332,6.208688,265.76,5284.777778,0.005489224,96.4,2,1,0,72.5
E01000106,Barking and Dagenham 014D,1051,21072.93333,28.287527,4.28103,6.269323,8695.57,4464,0.004434333,89.7,5,0,0,
E01000107,Barking and Dagenham 010C,856,25245.27956,42.143364,9.892437,4.785675,30691.31,17945,0.001060207,31.1,0,0,0,67.5
E01000108,Barking and Dagenham 010D,828,27057.54869,37.674742,10.305676,5.250335,392484.96,17945,0.001649765,64.4,2,1,0,80
E01000109,Barking and Dagenham 004D,898,25734.85757,34.049023,4.443062,3.423908,,10770.66667,0.002751571,44.9,5,0,0,67.5
E01000110,Barking and Dagenham 002C,729,35962.80918,51.611285,5.442712,0,8286.6,18878.66667,0.003299095,72.8,0,0,0,67.5
E01000111,Barking and Dagenham 002D,997,30855.65256,43.63962,4.571653,0,8286.6,17302.92857,0.003475317,61.8,1,1,1,80
E01000112,Barking and Dagenham 002E,1048,38446.95472,52.259793,5.719094,0,,15825.55882,0.001915146,67.4,10,0,0,80
E01000113,Barking and Dagenham 002F,908,40410.34607,54.496883,6.000387,0,1071.53,6795.083333,0.003100906,109.1,7,1,0,67.5
E01000114,Barking and Dagenham 004E,1122,42192.5868,58.676773,7.553863,1.914988,25558.27,19109.92308,0.001736942,81.6,6,1,0,80
E01000115,Barnet 009A,729,36034.37226,43.463797,5.848997,6.312781,,16227,0.004444919,,0,0,0,72.5
E01000116,Barnet 009B,944,17638.07212,19.72256,3.172524,5.873782,39101.9,15137.1,0.00218333,,6,1,0,
E01000117,Barnet 010A,942,31943.3084,38.348787,4.758241,5.357943,3655.91,3944.545455,0.002731944,,1,0,0,
E01000118,Barnet 010B,1031,38852.90536,47.748997,6.265242,6.038802,147272.65,4983.12,0.002902761,,0,0,1,
E01000119,Barnet 009C,858,42651.82617,49.314199,7.181907,6.027183,147272.65,12147,0.004156268,,0,0,0,57
E01000120,Barnet 009D,760,19901.88227,21.674835,3.651993,6.300651,147272.65,14109.33333,0.002312206,,2,0,0,
E01000121,Barnet 010C,737,19819.05936,26.199815,3.381032,5.841533,213998.66,7830,0.002773538,,0,0,0,
E01000122,Barnet 009E,732,17430.16537,20.732804,2.997323,6.131224,1123.64,3804.75,0.002734132,,0,0,0,72.5
E01000124,Barnet 010E,845,20416.60067,31.355092,3.354473,6.187196,1232.22,12590,0.002250742,,7,2,0,80
E01000125,Barnet 024A,1543,51958.65946,58.632568,7.765695,6.659321,379.46,13939.83333,0.004821496,,2,0,0,80
E01000126,Barnet 026A,1118,24422.23987,32.042313,3.262322,6.033033,,1768.166667,0.00549055,,0,0,0,
E01000127,Barnet 024B,777,23567.16867,26.116936,3.535824,6.788682,1579.88,3519.857143,0.004419701,,0,0,0,
E01000128,Barnet 024C,976,24422.23987,32.042313,3.262322,6.294768,3538.04,652.6,0.004852056,,0,0,0,67.5
E01000129,Barnet 024D,953,38769.55587,40.767187,5.969518,6.463168,3538.04,12778.07407,0.004700697,,14,0,1,80
E01000130,Barnet 021A,874,59412.64775,89.647957,8.386232,6.504286,93.27,1256.636364,0.004969468,,0,0,0,
E01000131,Barnet 024E,932,42638.09691,57.694399,6.207426,6.105074,11697.13,12378,0.005484789,,0,0,0,80
E01000132,Barnet 021B,778,34990.40788,57.605644,5.123909,6.472764,592.83,1674,0.003908509,,0,0,0,
E01000133,Barnet 021C,812,34990.40788,57.605644,5.123909,6.43586,28038.19,769,0.002850373,,0,0,0,57
E01000134,Barnet 024F,848,22595.76748,25.550646,3.326259,6.548802,8562.75,12306.04545,0.004436448,,0,0,0,67.5
E01000135,Barnet 038A,850,63930.24188,79.681308,8.709894,6.241698,3200.91,22617.66667,0.004226334,47.3,0,0,0,80
E01000136,Barnet 038B,788,50718.34222,66.046349,6.500925,6.107356,6486.79,11634.23077,0.002596671,29.4,1,0,0,80
E01000137,Barnet 041A,878,28692.89397,39.157522,3.953127,7.184092,41321.14,10279,0.003042629,140.8,0,0,0,67.5
E01000138,Barnet 040A,771,19624.11223,27.013349,2.852774,5.771407,41321.14,42117.27273,0.002951053,55.4,0,0,0,80
E01000139,Barnet 041B,748,81384.26994,110.744362,9.305729,6.411013,6110.07,25509.42308,0.005679858,40.7,1,0,0,80
E01000140,Barnet 041C,842,35593.9093,47.922026,4.524957,6.951839,1700.91,11914.54839,0.00203877,111.6,7,1,1,67.5
E01000141,Barnet 039A,1076,70114.67761,99.353521,10.109762,6.284119,1864.88,11577.54167,0.00282967,56.8,12,4,0,80
E01000142,Barnet 040B,1225,34489.96137,56.43321,5.962658,6.565118,,5694.666667,0.003531398,119.4,0,0,0,67.5
E01000143,Barnet 041D,768,38917.47968,56.539541,5.693265,5.995286,3480.78,9500,0.002902854,83.6,1,1,0,72.5
E01000144,Barnet 038C,847,47235.97443,50.785183,6.264009,6.693341,999.61,10336.4375,0.002840148,77.6,14,1,1,67.5
E01000145,Barnet 037A,813,20134.78651,22.456443,2.785895,6.416905,2917.69,26684,0.003755926,73.2,2,0,0,80
E01000146,Barnet 038D,881,35237.34791,40.523786,4.756767,6.860847,,9190,0.003973246,83.1,18,2,0,80
E01000147,Barnet 030A,919,16125.99268,20.982651,1.720337,5.79485,,13037.07692,0.00247019,,1,0,0,72.5
E01000148,Barnet 030B,1097,32074.75234,43.973483,4.270964,6.453979,120.64,13346.05,0.005612566,,6,0,0,80
E01000150,Barnet 036A,1084,74869.64027,125.981246,9.852896,5.982796,587.05,17608.72222,0.002142129,,0,1,0,80
E01000151,Barnet 026B,890,32452.78507,59.201253,4.337372,6.806472,261.84,4492.5,0.004147841,,2,0,1,57
E01000152,Barnet 026C,855,54835.81195,104.38287,7.504652,6.919304,3100.56,5325,0.00328349,,0,0,0,72.5
E01000153,Barnet 026D,983,35845.47908,63.531022,4.850407,5.786514,960.9,1995,0.00328349,,0,0,0,67.5
E01000154,Barnet 026E,586,13462.4522,18.349405,1.683127,5.45748,,2661,0.006517299,,0,1,0,
E01000155,Barnet 030D,1489,42733.71634,57.620158,5.413113,5.588785,11603.44,2479.090909,0.004252256,,5,2,0,
E01000156,Barnet 022A,1027,21640.80576,21.529817,2.200795,6.435377,1791.77,24803,0.006146564,104.2,7,0,1,
E01000157,Barnet 022B,803,22459.20357,22.755019,2.347332,6.278437,347879.85,24803,0.004750634,122.4,0,0,0,
E01000158,Barnet 015A,764,27375.77646,36.667501,4.406863,6.084181,35750.1,17897.33333,0.00275788,,0,0,0,72.5
E01000159,Barnet 015B,905,40285.23886,53.467106,6.280894,6.302015,612.15,14570.38889,0.00275788,,0,0,0,67.5
E01000160,Barnet 015C,1113,22718.70307,34.795005,2.986595,6.315272,54664.93,20943.41176,0.003381881,68.1,2,0,0,80
E01000161,Barnet 015D,1017,38204.40273,56.112759,5.403284,6.582204,1061.99,20083.6,0.003139664,75.1,5,0,1,72.5
E01000162,Barnet 015E,810,21563.59347,29.434709,3.184553,6.836842,,18066,0.003175546,87.7,13,2,0,72.5
E01000163,Barnet 022C,845,13359.0161,19.627136,1.668732,6.92519,,15481.38462,0.004231146,81.4,0,0,0,80
E01000164,Barnet 022D,898,47653.46439,61.350858,5.916968,6.459154,24556.93,21378.88889,0.003358467,30.8,1,1,0,67.5
E01000165,Barnet 022E,941,32357.4062,50.905091,4.442611,6.153256,54664.93,25711,0.003226413,100.5,0,0,0,57
E01000166,Barnet 003A,819,20448.99729,28.260403,3.268592,6.223351,30242.69,,0.00061659,,2,0,0,57
E01000167,Barnet 002A,669,15966.21849,21.287727,2.68127,6.109983,1263.75,,0.000668654,,1,0,0,
E01000168,Barnet 003B,812,21853.56712,23.26487,3.96821,5.481074,44111.22,,0.002163915,,1,0,0,62.5
E01000169,Barnet 003C,804,38402.65906,48.384242,5.837928,5.251249,,,0.002541802,,0,0,0,67.5
E01000170,Barnet 006A,852,38402.65906,48.384242,5.837928,5.484278,44111.22,11359.1875,0.003266296,,0,2,0,72.5
E01000171,Barnet 006B,1003,21652.21959,33.228353,3.33119,5.863447,1732.57,12638.90909,0.002389435,,11,1,0,67.5
E01000172,Barnet 003D,859,30340.01598,33.694476,4.8225,5.599186,2044.82,14920,0.001492867,,0,0,0,72.5
E01000173,Barnet 006C,878,30589.77948,33.736184,4.771488,5.23219,39101.9,12841.14286,0.002301243,,0,0,1,72.5
E01000174,Barnet 006D,892,31385.87188,40.18339,4.535938,6.080807,,4805.9,0.002921602,,18,1,0,57
E01000175,Barnet 006E,830,54298.38509,67.501445,8.471719,5.9737,2831.46,7715,0.004470345,,0,0,0,
E01000176,Barnet 027A,834,69621.84246,93.6177,9.234112,6.420676,5182.06,47492,0.00408095,73.4,0,0,0,80
E01000177,Barnet 029A,866,34567.67932,39.765803,4.294621,5.877492,1353.82,7766.411765,0.00459592,96.5,3,0,0,72.5
E01000178,Barnet 027B,923,45387.07125,50.106314,5.7366,5.952632,113502.88,15400.77778,0.009105972,42.9,2,0,1,67.5
E01000179,Barnet 029B,862,23128.02571,27.760807,2.925314,6.329537,,0,0.005116011,112.2,0,0,0,62.5
E01000180,Barnet 029C,842,26526.20166,26.92758,3.380079,6.592508,249.17,16512,0.004783099,94.1,1,0,0,72.5
E01000181,Barnet 029D,887,31480.38548,30.684353,3.906077,5.653947,,18008.18182,0.002745948,119.6,10,3,1,80
E01000182,Barnet 029E,935,29007.93368,34.399171,3.640182,6.38116,3157.83,14888.72727,0.002561434,77.1,3,0,1,80
E01000183,Barnet 033A,732,15086.54805,14.922584,2.010772,6.293278,3817,10124.5,0.005199522,63.7,1,0,0,72.5
E01000184,Barnet 027C,809,47799.93025,72.269907,6.666091,5.779945,369.43,30749.46875,0.00246418,20.6,1,0,0,80
E01000185,Barnet 029F,753,23128.02571,27.760807,2.925314,7.085033,113502.88,16972.28571,0.004155958,117.1,0,0,0,67.5
E01000186,Barnet 014A,838,24513.12653,23.416169,2.733149,6.040255,,30467,0.00318497,,2,0,0,80
E01000187,Barnet 014B,856,24513.12653,23.416169,2.733149,6.010879,117.79,,0.003570149,,1,1,0,57
E01000189,Barnet 014D,720,14809.96469,20.003657,1.929401,8.248586,,32356.71429,0.002419022,,0,0,0,80
E01000190,Barnet 014E,812,28569.8604,32.881744,3.437358,6.049773,613.01,15454,0.002419022,,0,0,0,67.5
E01000191,Barnet 014F,754,21970.01442,25.617493,2.722751,6.044466,577.82,26048.36,0.002252238,,0,0,0,80
E01000192,Barnet 018A,1005,48438.63004,67.964286,6.481261,6.380784,7312.39,11062.28571,0.002525917,,17,1,1,72.5
E01000193,Barnet 018B,971,53113.77545,61.680096,6.748393,6.263938,3636.81,13886.33333,0.002466493,,5,3,0,67.5
E01000194,Barnet 018C,898,32436.09366,39.654039,4.182532,6.440017,976.27,19862.70588,0.002865189,,20,0,0,80
E01000195,Barnet 013A,999,41048.42121,83.060217,5.136533,5.786063,,55787,0.000358172,,3,1,0,72.5
E01000196,Barnet 028A,976,48958.90476,57.742807,5.887374,7.525699,446.65,14010.06452,0.003897941,73.3,11,2,1,80
E01000197,Barnet 023A,980,31564.30193,39.906931,3.966602,5.475718,22128.05,13421.5,0.003897941,66.1,0,0,1,80
E01000198,Barnet 025A,1029,73834.78109,110.29412,10.257631,6.035404,71686.21,25129.66667,0.002632507,57.5,0,0,0,72.5
E01000199,Barnet 025B,825,21580.69372,25.241317,2.75286,6.506386,478.06,13865.42857,0.002737863,47.8,1,0,0,72.5
